category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",124.0,45301.0,0.0027372464184013596,0.0,96.75985275943836,0.0
Community Groups and Nonprofits,16.0,49847.0,0.0003209822055489799,0.00061,1488.3653224035081,4.0984561439185693e-07
Computer and Information Technology,28144.0,49847.0,0.5646076995606556,318.91651900000005,1488.3653224035081,0.21427301093322515
Construction and Real Estate,37.0,49847.0,0.000742271350332016,3.104553,1488.3653224035081,0.002085881035568988
Education and Research,62.0,49847.0,0.001243806046502297,38.014922,1488.3653224035081,0.02554139190680085
Finance and Insurance,21.0,49847.0,0.0004212891447830361,18.000030000000002,1488.3653224035081,0.012093825171183372
"Freight, Shipment, and Postal Services",18.0,49847.0,0.00036110498124260237,2.000046,1488.3653224035081,0.0013437870191507803
Government and Public Administration,44.0,45301.0,0.000971280987174676,3.1e-05,96.75985275943836,3.203808099736503e-07
Health Care Services,13.0,49847.0,0.00026079804200854613,0.004516999999999999,1488.3653224035081,3.0348731806688812e-06
Manufacturing,7.0,49847.0,0.0001404297149276787,4.000030000000001,1488.3653224035081,0.0026875323818620653
"Media, Publishing, and Broadcasting",12778.0,49847.0,0.25634441390655405,1.1764919999999999,1488.3653224035081,0.0007904591583067287
"Museums, Libraries, and Entertainment",6.0,45301.0,0.00013244740734200128,0.0,96.75985275943836,0.0
None,489.0,49847.0,0.009810018657090698,98.13803700000005,1488.3653224035081,0.06593679355651771
Other,40.0,49847.0,0.0008024555138724497,1.000596,1488.3653224035081,0.0006722784957016958
"Retail Stores, Wholesale, and E-commerce Sites",7869.0,49847.0,0.15786306096655767,0.003969,1488.3653224035081,2.6666840057725907e-06
Service,178.0,49847.0,0.003570927036732401,1003.004837,1488.3653224035081,0.6738969404233923
Travel and Accommodation,1.0,4546.0,0.0002199736031676199,1.0,1391.6054696440697,0.0007185944736590965
