sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
"Law, Business, and Consulting Services",90,4524,0.019893999999999995,1004.000244,1390.546112895012,0.7220190000000001,"[397165, 47596, 209242, 200081, 61178, 15967]"
Internet Service Provider (ISP),661,4524,0.14610399999999998,198.22135699999998,1390.546112895012,0.142543,"[396356, 44812, 210107, 396319, 20473, 30633, 62240, 200373, 51659, 207990, 52041, 208626, 199669, 7018, 206873, 3175, 49392, 56534, 212521, 198571, 50902, 1239, 22773, 213220, 50113, 266732, 49981, 196968, 150445, 15317, 30721, 396113, 41108, 25145, 396362, 36992, 43317, 47447, 8772, 6939, 45609, 174, 53356, 202528, 28573, 33480, 38732, 36791, 58057, 9009, 15133, 40509, 51847, 136620, 16724, 32931, 203314, 263110, 20253, 20446, 41378, 212238, 46562, 56758, 14153, 9902, 197433, 140810, 62874, 133612, 59711, 394923, 211759, 209181, 30081, 47720, 51430, 55081, 63213, 133480, 400797, 139693, 201029, 200393, 7713, 6762, 4788, 4761, 4657, 58453]"
None,375,4524,0.08288499999999999,117.085875,1390.546112895012,0.084198,"[204916, 198231, 210695, 61317, 60781, 62217, 29182, 212477, 209641, 48108, 202888, 42692, 210852, 209146, 202235, 199614, 131910, 135605, 141444, 147057, 196733, 28753, 271991, 210842, 151814, 399558, 197730, 199186, 200021, 202911, 151407, 141173, 216157, 201217, 398668, 206981, 1921, 60539, 50069, 949, 207021, 205544, 208685, 40138, 38008, 37963, 33760, 201572, 48254, 197606, 197919, 201178, 216452, 399358, 216435, 211051, 61323, 137502, 54197, 58339, 138190, 202662, 151464, 141039, 140731]"
Software Development,445,4524,0.09836299999999998,26.636047,1390.546112895012,0.019153000000000003,"[59504, 49581, 51837, 210499, 54113, 150347, 60703, 36492, 200866, 199974, 47583, 198412, 210937, 25923]"
"Investment, Portfolio Management, Pensions and Funds",16,4524,0.0035369999999999998,15.000015,1390.546112895012,0.010787,"[209968, 51126, 201836]"
Hosting and Cloud Provider,1497,4524,0.3309010000000001,13.344451999999999,1390.546112895012,0.009597,"[49542, 204490, 58061, 43260, 53667, 16509, 13335, 50867, 40676, 13213, 206368]"
Other,71,4524,0.015693000000000002,5.177474000000001,1390.546112895012,0.0037219999999999996,"[211027, 56849, 133375, 199925, 400519, 46997, 60310, 205987, 205212, 205157, 30811, 207487, 201633, 205989]"
"Metal, Glass, Wood, and Paper Manufacturing",3,4524,0.000663,3.0,1390.546112895012,0.002157,[44477]
"Banks, Credit Card Companies, Mortgage Providers",3,4524,0.000663,3.0,1390.546112895012,0.002157,[60389]
"Colleges, Universities, and Professional Schools",2,4524,0.000442,2.0,1390.546112895012,0.001438,"[46019, 4538]"
Buildings (Residential or Commercial),15,4524,0.003316,1.006851,1390.546112895012,0.000724,"[52042, 151338]"
Electronics and Computer Components,2,4524,0.000442,1.000015,1390.546112895012,0.000719,"[51259, 23145]"
Elementary and Secondary Schools,1,4524,0.000221,1.0,1390.546112895012,0.000719,[56434]
Online Music and Video Streaming Services,10,4524,0.00221,0.039062,1390.546112895012,2.8e-05,[33905]
Computer and Network Security,1310,4524,0.289567,0.019943000000000002,1390.546112895012,1.4e-05,"[36183, 19551, 16625]"
Online Informational Content,5,4524,0.001105,0.007859,1390.546112895012,6e-06,"[61112, 199465, 206843]"
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13,4524,0.002874,0.006836,1390.546112895012,5e-06,[270410]
Real Estate (Residential and/or Commercial),3,4524,0.000663,4.6e-05,1390.546112895012,0.0,[39900]
Insurance Carriers and Agencies,1,4524,0.000221,1.5e-05,1390.546112895012,0.0,[207713]
Chemical and Pharmaceutical Manufacturing,1,4524,0.000221,1.5e-05,1390.546112895012,0.0,[203635]
