sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
None,8726,45311,0.19257399999999994,58.105429,92.70143977705462,0.626799,"[209641, 29182, 197992, 29014, 204916, 210644, 202888, 60781, 197619, 41405, 201217, 397031, 62217, 61317, 12876, 216435, 56630, 51115, 200827, 41717, 62282, 32934, 55990, 58777, 44901, 48581, 51468, 200241, 198068, 197730, 197695, 197598, 149042, 203961, 204055, 205544, 208058, 140903, 216089, 61323, 134756, 137697, 137702, 138421, 138915, 139203, 140061, 140716, 38, 8888, 7679, 6724, 11917, 11426, 9806, 9605, 9354, 2635, 2497, 513, 4802, 3389, 33363, 29222, 29097, 29066, 27823, 33760, 38631, 38365, 35492, 17511, 21100]"
Internet Service Provider (ISP),5527,45311,0.12196400000000002,21.483858000000005,92.70143977705462,0.23174900000000004,"[213220, 44812, 57043, 48261, 198571, 64267, 135981, 30721, 140810, 6939, 138652, 5410, 41378, 62874, 33387, 396356, 9009, 45609, 51430, 16724, 46562, 138997, 56655, 46841, 30633, 50113, 30860, 268972, 40509, 835, 577, 212238, 6315, 55081, 133480, 397373, 12167, 11990, 21859, 11878, 1930, 26527, 9498, 134094, 55836, 56040, 56041, 56046, 266768, 58541, 58487, 58057, 55818, 58453, 58542, 55644, 45430, 45474, 45727, 45758, 45899, 47447, 55430, 49544, 49981, 59437, 51873, 53356, 44974, 55410, 199274, 200738, 199752, 199244, 211786, 210107, 209453, 204957, 205766, 207375, 207996, 147049, 59605, 63410, 133798, 133159, 131445, 262459, 63023, 264642, 60893, 60294, 134238, 43766, 134771, 136188, 136959, 44066, 9121, 8943, 8781, 8772, 8697, 8560, 8422, 8342, 7922, 7713, 7545, 6805, 6762, 6718, 6697, 9002, 9299, 5606, 9312, 12306, 10474, 9930, 9929, 9924, 9829, 9824, 9808, 9534, 9500, 9381, 5432, 12849, 3214, 2860, 2527, 2519, 1955, 1680, 1653, 1547, 1299, 1257, 852, 812, 701, 680, 2875, 3292, 4837, 3303, 4835, 4812, 4811, 4808, 4788, 4739, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 3320, 12360, 12859, 30781, 29789, 29632, 29413, 29075, 28890, 28573, 27947, 25454, 24961, 30798, 24444, 42487, 41357, 40630, 38266, 38255, 38040, 174, 35826, 34665, 24547, 24400, 13030, 17185, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14080, 13999, 13285, 17378, 17501, 24309, 24203, 23884, 23724, 23693, 22822, 22697, 22439, 21575, 20853, 20473, 20253, 18001, 17639, 398565]"
Phone Provider,11,45311,0.000243,10.0,92.70143977705462,0.107873,[395839]
Other,26,45311,0.000574,2.0002440000000004,92.70143977705462,0.021577000000000002,"[199925, 205212, 46997, 45090, 209114, 200351, 25148, 40994]"
Hosting and Cloud Provider,14789,45311,0.3263850000000001,1.0020749999999998,92.70143977705462,0.01081,"[53667, 13213, 16509, 13335, 262287, 213192, 40676, 58810, 48635, 49542, 54455, 55303, 395747, 200487, 142055, 202505, 204490, 135967, 6233, 35470, 16276, 14340]"
Software Development,3069,45311,0.06773199999999999,0.10546900000000001,92.70143977705462,0.001137,"[36492, 45027, 54113, 58466, 47583, 59504, 209622, 205125, 63949, 43641, 25923, 25532, 39122, 36351, 34762, 17428]"
Online Music and Video Streaming Services,12741,45311,0.28119000000000005,0.004128000000000001,92.70143977705462,4.399999999999999e-05,"[396982, 60068, 20940, 43614, 21342]"
Online Informational Content,13,45311,0.000287,0.000168,92.70143977705462,2e-06,[149485]
"Military, Defense, National Security, and International Affairs",36,45311,0.000794,3.1e-05,92.70143977705462,0.0,"[19969, 397232, 397226, 397224, 62571]"
"Law, Business, and Consulting Services",43,45311,0.000949,1.5e-05,92.70143977705462,0.0,"[205100, 210083, 1221, 15967]"
"Colleges, Universities, and Professional Schools",5,45311,0.00011,1.5e-05,92.70143977705462,0.0,"[1659, 204679, 4538, 24357]"
Computer and Network Security,300,45311,0.006622,5e-06,92.70143977705462,0.0,"[8100, 11019, 33438, 16625, 19551]"
"Law Enforcement, Public Safety, and Justice",3,45311,6.6e-05,0.0,92.70143977705462,0.0,[15130]
"Investment, Portfolio Management, Pensions and Funds",1,45311,2.2e-05,0.0,92.70143977705462,0.0,[134762]
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4,45311,8.8e-05,0.0,92.70143977705462,0.0,[208492]
"Government and Regulatory Agencies, Administrations, Departments, and Services",5,45311,0.00011,0.0,92.70143977705462,0.0,[134768]
"Recreation, Sports, and Performing Arts",6,45311,0.000132,0.0,92.70143977705462,0.0,"[131486, 137753]"
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6,45311,0.00013199999999999998,0.0,92.70143977705462,0.0,"[211309, 210079, 16345]"
