country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio,as
US,3574,4535,0.7881080000000003,1083.8605619999998,1392.6091775298119,0.7782919999999999,"[397165, 396356, 396319, 20473, 30633, 61317, 7018, 209242, 22773, 1239, 54113, 396362, 15317, 53667, 6939, 16509, 36183, 174, 13335, 400519, 46997, 36791, 33480, 199465, 60310, 36492, 19551, 15133, 40509, 16724, 201217, 32931, 398668, 20253, 20446, 41378, 46562, 50069, 949, 40676, 205157, 14153, 62874, 37963, 40138, 33760, 23467, 23145, 399358, 394923, 216435, 400797, 25923, 55081, 30081, 206368, 207487, 16625]"
RU,112,4535,0.024703,94.32048000000002,1392.6091775298119,0.06772600000000001,"[44812, 59504, 210695, 49542, 51659, 204490, 208626, 206873, 60389, 48108, 29182, 199669, 3175, 211027, 49392, 56534, 212521, 210852, 213220, 56434, 199186, 39900, 207713]"
TH,97,4535,0.021389,60.4375,1392.6091775298119,0.043399,[204916]
GB,101,4535,0.022278,34.010177,1392.6091775298119,0.024420000000000004,"[198231, 62240, 62217, 52041, 44477, 209641, 202888, 64080, 202235, 199614, 61112, 136620, 212238, 206981, 56758, 205544, 48254, 13213, 198412, 209181, 61323, 137502, 58339, 203635]"
DE,29,4535,0.006398999999999999,25.007842000000004,1392.6091775298119,0.017956999999999997,"[200373, 49581, 198571, 28753, 200081, 196968, 41108, 47447, 205987, 210937, 200393]"
TR,26,4535,0.005734999999999999,24.000031,1392.6091775298119,0.017234,"[210107, 196733, 25145, 43260, 201178]"
PT,18,4535,0.0039700000000000004,18.0,1392.6091775298119,0.012924999999999999,"[209968, 51126, 56849, 52042]"
NL,29,4535,0.006397,9.040130999999999,1392.6091775298119,0.006491,"[60781, 212477, 49981, 33905, 50867, 208685, 197919, 51430]"
HK,41,4535,0.009045000000000003,7.012176000000001,1392.6091775298119,0.005034,"[51837, 141444, 151338, 151407, 51847, 199974, 209642, 60539, 38008, 211759, 135489, 138190, 202662, 58453]"
UA,18,4535,0.0039700000000000004,6.067704,1392.6091775298119,0.004357,"[47596, 8772, 201572, 201836]"
IN,170,4535,0.037487,4.039612,1392.6091775298119,0.0029,"[207990, 45609, 216452]"
FR,4,4535,0.0008830000000000001,4.0,1392.6091775298119,0.002872,"[50902, 60703, 209146]"
LV,3,4535,0.000662,3.0,1392.6091775298119,0.002154,"[58061, 43317]"
IT,4,4535,0.000882,2.0,1392.6091775298119,0.001436,"[42692, 6762]"
SA,2,4535,0.000441,2.0,1392.6091775298119,0.001436,[210499]
LT,2,4535,0.000442,2.0,1392.6091775298119,0.001436,"[51259, 150445]"
ID,133,4535,0.029328,1.601807,1392.6091775298119,0.00115,"[46019, 210842, 7713, 4761]"
CA,13,4535,0.002871,1.0750260000000003,1392.6091775298119,0.000772,"[396113, 399558, 53356, 202911, 202528, 205212, 203314, 54197, 63213, 139693]"
CN,12,4535,0.002649,1.066544,1392.6091775298119,0.000766,"[4538, 151814, 200021, 197433, 206843, 211051, 151464, 140731]"
TW,2,4535,0.000442,1.003906,1392.6091775298119,0.000721,"[133375, 141173]"
CY,20,4535,0.004411,1.00029,1392.6091775298119,0.000718,"[61178, 47583]"
CZ,2,4535,0.000441,1.000015,1392.6091775298119,0.000718,[50113]
PK,1,4535,0.000221,1.0,1392.6091775298119,0.000718,[147057]
PE,1,4535,0.000221,1.0,1392.6091775298119,0.000718,[266732]
SG,2,4535,0.000442,1.0,1392.6091775298119,0.000718,"[150347, 4657]"
AR,1,4535,0.000221,1.0,1392.6091775298119,0.000718,[271991]
JP,1,4535,0.000221,1.0,1392.6091775298119,0.000718,[131910]
EG,1,4535,0.000221,1.0,1392.6091775298119,0.000718,[36992]
KR,1,4535,0.000221,1.0,1392.6091775298119,0.000718,[135605]
VG,11,4535,0.0024259999999999998,0.042968,1392.6091775298119,3.1e-05,"[199925, 197730]"
BR,15,4535,0.003309,0.010986,1392.6091775298119,8.000000000000001e-06,"[270410, 28573, 263110]"
VN,3,4535,0.000662,0.003937,1392.6091775298119,3e-06,"[38732, 140810]"
CH,1,4535,0.000221,0.003906,1392.6091775298119,3e-06,[58057]
RO,35,4535,0.007718,0.002365,1392.6091775298119,2e-06,[9009]
PH,20,4535,0.00441,0.000534,1392.6091775298119,0.0,[200866]
None,1,4535,0.000221,0.000244,1392.6091775298119,0.0,[216107]
AT,10,4535,0.0022059999999999996,0.000152,1392.6091775298119,0.0,"[1921, 207021, 205989]"
AU,3,4535,0.000662,4.6e-05,1392.6091775298119,0.0,"[133612, 133480]"
KH,3,4535,0.000662,4.6e-05,1392.6091775298119,0.0,[9902]
ES,2,4535,0.000441,3.1e-05,1392.6091775298119,0.0,[197606]
BG,2,4535,0.000441,3.1e-05,1392.6091775298119,0.0,[59711]
SE,2,4535,0.000442,3e-05,1392.6091775298119,0.0,"[201633, 30811]"
PL,2,4535,0.000442,3e-05,1392.6091775298119,0.0,"[15967, 201029]"
IE,2,4535,0.000442,3e-05,1392.6091775298119,0.0,"[47720, 206998]"
VU,1,4535,0.000221,1.5e-05,1392.6091775298119,0.0,[43357]
PA,1,4535,0.000221,1.5e-05,1392.6091775298119,0.0,[141039]
MY,1,4535,0.000221,0.0,1392.6091775298119,0.0,[4788]
