category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",124.0,45311.0,0.0027366423164353025,0.0,92.70143977705462,0.0
Community Groups and Nonprofits,16.0,49847.0,0.0003209822055489799,0.00061,1486.251580992379,4.104284952838868e-07
Computer and Information Technology,28048.0,49847.0,0.5626818063273618,312.92453,1486.251580992379,0.21054613768084837
Construction and Real Estate,37.0,49847.0,0.000742271350332016,3.104553,1486.251580992379,0.0020888475677361914
Education and Research,62.0,49847.0,0.001243806046502297,38.014922,1486.251580992379,0.025577716778351352
Finance and Insurance,21.0,49847.0,0.0004212891447830361,18.000030000000002,1486.251580992379,0.012111024963876758
"Freight, Shipment, and Postal Services",18.0,49847.0,0.00036110498124260237,2.000046,1486.251580992379,0.001345698147997634
Government and Public Administration,44.0,45311.0,0.0009710666284125268,3.1e-05,92.70143977705462,3.3440688811904617e-07
Health Care Services,14.0,49847.0,0.0002808594298553574,0.004516999999999999,1486.251580992379,3.0391893658972403e-06
Manufacturing,6.0,4536.0,0.0013227513227513227,4.000030000000001,1393.5501412153244,0.0028703882850684855
"Media, Publishing, and Broadcasting",12780.0,49847.0,0.2563845366822477,2.176461,1486.251580992379,0.0014643960873345306
"Museums, Libraries, and Entertainment",6.0,45311.0,0.0001324181766017082,0.0,92.70143977705462,0.0
None,489.0,49847.0,0.009810018657090698,100.01647000000003,1486.251580992379,0.06729444145197708
Other,39.0,49847.0,0.0007823941260256384,1.0005809999999997,1486.251580992379,0.0006732245151469617
"Retail Stores, Wholesale, and E-commerce Sites",7964.0,49847.0,0.15976889281200474,0.003969,1486.251580992379,2.6704765537405686e-06
Service,178.0,49847.0,0.003570927036732401,1004.004821,1486.251580992379,0.6755281769521281
Travel and Accommodation,1.0,4536.0,0.0002204585537918871,1.0,1393.5501412153244,0.0007175916893294512
