sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
None,8615,45301,0.19016399999999994,58.105427999999996,96.75985275943836,0.600509,"[209641, 29182, 197992, 29014, 204916, 210644, 202888, 60781, 197619, 41405, 201217, 397031, 62217, 61317, 12876, 216435, 200827, 56630, 51115, 41717, 62282, 32934, 58777, 44901, 51468, 48581, 55990, 38, 205544, 204055, 203961, 200241, 208058, 216089, 198068, 134756, 61323, 61098, 140903, 197730, 197695, 197598, 149042, 140716, 137697, 140061, 139203, 138915, 138421, 137702, 8888, 7679, 6724, 9354, 11917, 11426, 9806, 9605, 2635, 2497, 513, 3389, 4802, 29222, 29097, 29066, 27823, 33363, 38631, 38365, 35492, 33760, 17511, 21100]"
Internet Service Provider (ISP),5588,45301,0.123338,24.542210999999998,96.75985275943836,0.253637,"[213220, 44812, 57043, 48261, 30633, 198571, 34665, 64080, 64267, 135981, 30721, 140810, 138652, 6939, 5410, 41378, 62874, 33387, 396356, 9009, 45609, 16724, 51430, 138997, 56655, 46841, 46562, 174, 6315, 835, 577, 268972, 212238, 30860, 40509, 50113, 55081, 133480, 397373, 12167, 11990, 11878, 26527, 55836, 21859, 9498, 134094, 1930, 59437, 58057, 58453, 58487, 58541, 59605, 58542, 44974, 56046, 45899, 45758, 45727, 49544, 49981, 45474, 45430, 51873, 56041, 53356, 47447, 55410, 55644, 55818, 56040, 60294, 199274, 207996, 207375, 205766, 204957, 200738, 262459, 266768, 264642, 209453, 211786, 210107, 199752, 199244, 60893, 134771, 44066, 134238, 133798, 133159, 131445, 63410, 63023, 136188, 136959, 147049, 38040, 43766, 9299, 9002, 8943, 8781, 8772, 8697, 8657, 8560, 8422, 8342, 7922, 7713, 7545, 6805, 6762, 9121, 9312, 6697, 12360, 12306, 10474, 9930, 9929, 9924, 9829, 9824, 9808, 9534, 9500, 9381, 6718, 12859, 3303, 3214, 2875, 2860, 2527, 1955, 1680, 1547, 1299, 1257, 852, 812, 701, 680, 3292, 3320, 5606, 5432, 4837, 4835, 4812, 4811, 4808, 4788, 4739, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 12849, 13030, 30798, 30764, 29789, 29632, 29413, 29075, 28890, 28573, 28075, 27947, 30781, 24547, 42846, 42487, 41357, 40630, 38266, 38255, 35826, 24961, 24444, 13285, 17501, 17378, 17185, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14080, 13999, 24400, 17639, 24309, 24203, 23884, 23724, 23693, 22822, 22697, 22439, 21575, 20853, 20473, 20253, 18001, 398565]"
Phone Provider,12,45301,0.000265,11.0,96.75985275943836,0.113684,[395839]
Other,26,45301,0.000574,2.0002440000000004,96.75985275943836,0.020672000000000003,"[199925, 205212, 46997, 45090, 200351, 209114, 25148, 40994]"
Hosting and Cloud Provider,14822,45301,0.32718700000000006,1.0020129999999998,96.75985275943836,0.010356,"[53667, 13213, 13335, 16509, 262287, 213192, 40676, 58810, 48635, 49542, 54455, 55303, 204490, 202505, 200487, 395747, 135967, 142055, 6233, 35470, 16276, 14340]"
Software Development,3067,45301,0.067702,0.10546900000000001,96.75985275943836,0.00109,"[36492, 45027, 54113, 59504, 58466, 47583, 205125, 209622, 63949, 43641, 25923, 25532, 39122, 36351, 34762, 17428]"
Online Music and Video Streaming Services,12738,45301,0.2811850000000001,0.004128000000000001,96.75985275943836,4.2999999999999995e-05,"[396982, 60068, 20940, 25019, 43614, 21342]"
Online Informational Content,13,45301,0.000287,0.000168,96.75985275943836,2e-06,[149485]
"Military, Defense, National Security, and International Affairs",36,45301,0.000794,3.1e-05,96.75985275943836,0.0,"[19969, 397232, 397226, 397224, 62571]"
"Law, Business, and Consulting Services",43,45301,0.000949,1.5e-05,96.75985275943836,0.0,"[205100, 210083, 1221, 15967]"
"Colleges, Universities, and Professional Schools",5,45301,0.00011,1.5e-05,96.75985275943836,0.0,"[1659, 204679, 4538, 24357]"
Computer and Network Security,310,45301,0.006844,5e-06,96.75985275943836,0.0,"[8100, 11019, 33438, 16625, 19551]"
"Metal, Glass, Wood, and Paper Manufacturing",1,45301,2.2e-05,0.0,96.75985275943836,0.0,[44477]
"Law Enforcement, Public Safety, and Justice",3,45301,6.6e-05,0.0,96.75985275943836,0.0,[15130]
"Investment, Portfolio Management, Pensions and Funds",1,45301,2.2e-05,0.0,96.75985275943836,0.0,[134762]
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4,45301,8.8e-05,0.0,96.75985275943836,0.0,[208492]
"Government and Regulatory Agencies, Administrations, Departments, and Services",5,45301,0.00011,0.0,96.75985275943836,0.0,[134768]
"Recreation, Sports, and Performing Arts",6,45301,0.000132,0.0,96.75985275943836,0.0,"[131486, 137753]"
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6,45301,0.00013199999999999998,0.0,96.75985275943836,0.0,"[211309, 210079, 16345]"
