country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio
AE,1.0,45390.0,2.2031284423881914e-05,0.0,93.75986700541412,0.0
AR,10.0,49931.0,0.00020027638140634075,1.0,1484.4978133965199,0.0006736284762265883
AT,17.0,49931.0,0.00034046984839077927,0.000213,1484.4978133965199,1.4348286543626332e-07
AU,97.0,49931.0,0.0019426808996415052,0.000222,1484.4978133965199,1.4954552172230262e-07
BE,238.0,45390.0,0.0052434456928838954,0.0,93.75986700541412,0.0
BG,3.0,49931.0,6.0082914421902224e-05,3.1e-05,1484.4978133965199,2.088248276302424e-08
BH,1.0,45390.0,2.2031284423881914e-05,0.0,93.75986700541412,0.0
BN,7.0,45390.0,0.00015421899096717338,0.0,93.75986700541412,0.0
BR,297.0,49931.0,0.00594820852776832,0.011035,1484.4978133965199,7.433490235160402e-06
BY,36.0,45390.0,0.0007931262392597488,0.0,93.75986700541412,0.0
BZ,21.0,45390.0,0.0004626569729015202,0.0,93.75986700541412,0.0
CA,128.0,49931.0,0.0025635376820011616,1.075163,1484.4978133965199,0.0007242604133852075
CH,75.0,49931.0,0.0015020728605475557,0.003906,1484.4978133965199,2.6311928281410544e-06
CN,234.0,49931.0,0.004686467324908373,1.066544,1484.4978133965199,0.0007184544095486104
CO,1.0,45390.0,2.2031284423881914e-05,0.0,93.75986700541412,0.0
CY,1053.0,49931.0,0.021089102962087682,1.00029,1484.4978133965199,0.000673823828484694
CZ,6.0,49931.0,0.00012016582884380445,1.0000300000000002,1484.4978133965199,0.0006736486850808753
DE,818.0,49931.0,0.01638260799903867,30.007857000000005,1484.4978133965199,0.020214146985735367
DK,34.0,45390.0,0.000749063670411985,0.0,93.75986700541412,0.0
EC,24.0,45390.0,0.0005287508261731659,0.0,93.75986700541412,0.0
EE,4.0,45390.0,8.812513769552766e-05,0.0,93.75986700541412,0.0
EG,1.0,4541.0,0.00022021581149526536,1.0,1390.7379463911057,0.0007190427230341627
ES,4.0,49931.0,8.01105525625363e-05,3.1e-05,1484.4978133965199,2.088248276302424e-08
FI,1.0,45390.0,2.2031284423881914e-05,0.0,93.75986700541412,0.0
FR,271.0,49931.0,0.0054274899361118345,4.101943,1484.4978133965199,0.002763185612658321
GB,417.0,49931.0,0.00835152510464441,70.01054599999998,1484.4978133965199,0.04716109742177146
GI,1.0,45390.0,2.2031284423881914e-05,0.0,93.75986700541412,0.0
HK,110.0,49931.0,0.0022030401954697483,7.011956000000001,1484.4978133965199,0.004723453235647885
HR,1.0,45390.0,2.2031284423881914e-05,0.0,93.75986700541412,0.0
HU,1.0,45390.0,2.2031284423881914e-05,0.0,93.75986700541412,0.0
ID,596.0,49931.0,0.011936472331817908,1.601807,1484.4978133965199,0.0010790228086190827
IE,13.0,49931.0,0.00026035929582824297,3e-05,1484.4978133965199,2.0208854286797652e-08
IL,6.0,45390.0,0.00013218770654329148,0.0,93.75986700541412,0.0
IN,475.0,49931.0,0.009513128116801186,4.039675,1484.4978133965199,0.0027212401147006433
IT,22.0,49931.0,0.00044060803909394964,2.0,1484.4978133965199,0.0013472569524531767
JO,13.0,45390.0,0.00028640669751046487,0.0,93.75986700541412,0.0
JP,33.0,49931.0,0.0006609120586409245,1.007812,1484.4978133965199,0.0006788908618828704
KH,3.0,4541.0,0.0006606474344857961,4.6e-05,1390.7379463911057,3.307596525957148e-08
KR,1.0,4541.0,0.00022021581149526536,1.0,1390.7379463911057,0.0007190427230341627
LK,3.0,45390.0,6.609385327164574e-05,0.0,93.75986700541412,0.0
LT,6.0,49931.0,0.00012016582884380445,2.000018,1484.4978133965199,0.0013472690777657488
LV,3.0,4541.0,0.0006606474344857961,3.0,1390.7379463911057,0.002157128169102488
MD,11.0,45390.0,0.00024234412866270104,0.0,93.75986700541412,0.0
MX,7.0,45390.0,0.00015421899096717338,0.0,93.75986700541412,0.0
MY,30.0,49931.0,0.0006008291442190222,0.0,1484.4978133965199,0.0
NL,12840.0,49931.0,0.25715487372574153,14.040278,1484.4978133965199,0.009457931074937692
NO,4.0,45390.0,8.812513769552766e-05,3.1e-05,93.75986700541412,3.3063186830469717e-07
NP,19.0,45390.0,0.0004185944040537563,0.0,93.75986700541412,0.0
NZ,31.0,45390.0,0.0006829698171403393,0.0,93.75986700541412,0.0
None,3.0,49931.0,6.0082914421902224e-05,0.00415,1484.4978133965199,2.795558176340342e-06
PA,2.0,49931.0,4.005527628126815e-05,1.5e-05,1484.4978133965199,1.0104427143398826e-08
PE,2.0,49931.0,4.005527628126815e-05,1.0,1484.4978133965199,0.0006736284762265883
PH,21.0,49931.0,0.00042058040095331557,0.000534,1484.4978133965199,3.597176063049982e-07
PK,1.0,4541.0,0.00022021581149526536,1.0,1390.7379463911057,0.0007190427230341627
PL,9.0,49931.0,0.00018024874326570667,3e-05,1484.4978133965199,2.0208854286797652e-08
PT,57.0,49931.0,0.0011415753740161422,18.000001,1484.4978133965199,0.012125313245707068
QA,14.0,45390.0,0.00030843798193434677,0.0,93.75986700541412,0.0
RO,282.0,49931.0,0.005647793955658809,0.002519,1484.4978133965199,1.696870131614776e-06
RU,228.0,49931.0,0.004566301496064569,112.320556,1484.4978133965199,0.07566232498720318
SA,23.0,49931.0,0.0004606356772345837,2.0,1484.4978133965199,0.0013472569524531767
