country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio,as
US,3579,4528,0.7904210000000002,1082.923137,1389.612793803215,0.7792979999999998,"[397165, 396356, 396319, 20473, 30633, 61317, 209242, 7018, 22773, 1239, 54113, 396362, 15317, 53667, 6939, 16509, 36183, 174, 13335, 400519, 46997, 33480, 36791, 199465, 60310, 36492, 19551, 15133, 40509, 201217, 16724, 32931, 398668, 20253, 20446, 41378, 46562, 50069, 40676, 949, 205157, 14153, 37963, 33760, 40138, 62874, 23145, 399358, 394923, 216435, 25923, 400797, 55081, 30081, 207487, 206368, 16625]"
RU,112,4528,0.024737000000000002,93.32049500000001,1389.612793803215,0.067156,"[44812, 59504, 210695, 49542, 51659, 204490, 208626, 48108, 206873, 29182, 199669, 60389, 3175, 211027, 49392, 56534, 212521, 210852, 213220, 56434, 199186, 39900, 207713]"
TH,96,4528,0.021201,60.375,1389.612793803215,0.043447,[204916]
GB,94,4528,0.020763999999999998,34.010071,1389.612793803215,0.024475,"[198231, 62240, 62217, 52041, 44477, 209641, 202888, 64080, 202235, 199614, 61112, 136620, 206981, 212238, 56758, 205544, 198412, 48254, 13213, 209181, 58339, 61323, 137502, 203635]"
TR,26,4528,0.005742999999999999,24.000031,1389.612793803215,0.017271999999999996,"[210107, 25145, 43260, 196733, 201178]"
DE,27,4528,0.005965,23.007842000000004,1389.612793803215,0.016558999999999997,"[200373, 49581, 198571, 41108, 28753, 200081, 196968, 47447, 205987, 210937, 200393]"
PT,18,4528,0.003976,18.0,1389.612793803215,0.012953,"[209968, 51126, 56849, 52042]"
NL,29,4528,0.006405,9.040130999999999,1389.612793803215,0.0065060000000000005,"[60781, 212477, 49981, 33905, 50867, 208685, 197919, 51430]"
UA,19,4528,0.004197,7.067704,1389.612793803215,0.005086,"[47596, 8772, 201572, 201836]"
HK,39,4528,0.008615000000000003,7.011917000000001,1389.612793803215,0.005046,"[51837, 141444, 151338, 151407, 51847, 199974, 60539, 38008, 211759, 138190, 202662, 58453]"
IN,170,4528,0.037544,4.039612,1389.612793803215,0.0029059999999999997,"[207990, 45609, 216452]"
FR,4,4528,0.000884,4.0,1389.612793803215,0.002879,"[50902, 60703, 209146]"
LV,3,4528,0.000663,3.0,1389.612793803215,0.002159,"[58061, 43317]"
IT,4,4528,0.000884,2.0,1389.612793803215,0.001439,"[42692, 6762]"
SA,2,4528,0.000442,2.0,1389.612793803215,0.001439,[210499]
LT,2,4528,0.000442,2.0,1389.612793803215,0.00144,"[51259, 150445]"
ID,132,4528,0.029153,1.601807,1389.612793803215,0.001153,"[46019, 210842, 7713, 4761]"
CA,12,4528,0.002652,1.0750110000000002,1389.612793803215,0.0007740000000000001,"[396113, 399558, 53356, 202528, 202911, 205212, 203314, 54197, 63213, 139693]"
CN,12,4528,0.0026520000000000003,1.066544,1389.612793803215,0.000768,"[4538, 151814, 200021, 197433, 206843, 211051, 140731, 151464]"
TW,3,4528,0.000663,1.003921,1389.612793803215,0.000723,"[133375, 141173, 131662]"
CY,20,4528,0.004417,1.00029,1389.612793803215,0.00072,"[61178, 47583]"
CZ,2,4528,0.000442,1.000015,1389.612793803215,0.00072,[50113]
PK,1,4528,0.000221,1.0,1389.612793803215,0.00072,[147057]
PE,1,4528,0.000221,1.0,1389.612793803215,0.00072,[266732]
SG,2,4528,0.000442,1.0,1389.612793803215,0.00072,"[150347, 4657]"
AR,1,4528,0.000221,1.0,1389.612793803215,0.00072,[271991]
JP,1,4528,0.000221,1.0,1389.612793803215,0.00072,[131910]
EG,1,4528,0.000221,1.0,1389.612793803215,0.00072,[36992]
KR,1,4528,0.000221,1.0,1389.612793803215,0.00072,[135605]
VG,11,4528,0.0024300000000000003,0.042968,1389.612793803215,3.1e-05,"[199925, 197730]"
BR,15,4528,0.0033129999999999995,0.010986,1389.612793803215,8.000000000000001e-06,"[270410, 28573, 263110]"
None,2,4528,0.000442,0.00415,1389.612793803215,3e-06,"[216157, 216107]"
VN,3,4528,0.000663,0.003937,1389.612793803215,3e-06,"[38732, 140810]"
CH,1,4528,0.000221,0.003906,1389.612793803215,3e-06,[58057]
RO,35,4528,0.00773,0.002365,1389.612793803215,2e-06,[9009]
PH,20,4528,0.004417,0.000534,1389.612793803215,0.0,[200866]
AT,10,4528,0.002208,0.000152,1389.612793803215,0.0,"[1921, 207021, 205989]"
AU,3,4528,0.000663,4.6e-05,1389.612793803215,0.0,"[133612, 133480]"
KH,3,4528,0.000663,4.6e-05,1389.612793803215,0.0,[9902]
ES,2,4528,0.000442,3.1e-05,1389.612793803215,0.0,[197606]
BG,2,4528,0.000442,3.1e-05,1389.612793803215,0.0,[59711]
SE,2,4528,0.000442,3e-05,1389.612793803215,0.0,"[201633, 30811]"
PL,2,4528,0.000442,3e-05,1389.612793803215,0.0,"[15967, 201029]"
IE,1,4528,0.000221,1.5e-05,1389.612793803215,0.0,[47720]
VU,1,4528,0.000221,1.5e-05,1389.612793803215,0.0,[43357]
PA,1,4528,0.000221,1.5e-05,1389.612793803215,0.0,[141039]
MY,1,4528,0.000221,0.0,1389.612793803215,0.0,[4788]
