country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio,as
GB,316,45311,0.006972000000000002,37.000354,92.70143977705462,0.399134,"[209641, 210644, 202888, 13213, 60068, 62217, 212238, 200241, 203961, 204055, 205544, 61323, 8943, 9002, 41357, 35826, 13285]"
RU,116,45311,0.002561,20.000061000000002,92.70143977705462,0.21574700000000002,"[29182, 213220, 44812, 30721, 45027, 51115, 49542, 59504, 199274, 200487, 197695, 210079, 204490, 8342, 2875, 28890, 25532, 34665, 16345]"
US,26847,45311,0.592498,19.875532,92.70143977705462,0.21439999999999998,"[395839, 197992, 48261, 53667, 197619, 64267, 36492, 6939, 396982, 201217, 41378, 62874, 397031, 33387, 396356, 46997, 16509, 13335, 16724, 61317, 46562, 46841, 216435, 19969, 30633, 54113, 40509, 6315, 200827, 55081, 8100, 397373, 12167, 40676, 11990, 32934, 21859, 11878, 26527, 397232, 397226, 48581, 397224, 54455, 395747, 197598, 209622, 204957, 63410, 63949, 63023, 62571, 38, 7922, 11917, 11426, 11019, 6233, 2635, 701, 3389, 33363, 29789, 25923, 33438, 33760, 40630, 174, 36351, 17185, 16625, 15169, 15133, 15130, 15108, 14340, 17378, 22822, 22697, 22439, 20473, 20253, 19551, 398565]"
NL,12832,45311,0.28319700000000003,5.000147000000001,92.70143977705462,0.053937,"[57043, 60781, 20940, 51430, 213192, 48635, 49544, 49981, 199752, 211786, 207375, 208492, 60893, 12859, 35470, 21342]"
DE,766,45311,0.016902999999999998,5.000015,92.70143977705462,0.053936,"[29014, 198571, 205100, 47447, 59437, 44974, 209114, 205766, 208058, 60294, 44066, 8560, 8422, 6805, 6724, 12306, 3214, 680, 3320, 12360, 29413, 29066, 24961, 15943]"
TH,219,45311,0.0048330000000000005,3.0,92.70143977705462,0.032362,"[204916, 45430, 45758, 131445, 4651, 38040, 23884]"
VG,4,45311,8.8e-05,2.0,92.70143977705462,0.021575,"[199925, 197730]"
VN,208,45311,0.0045899999999999995,0.714844,92.70143977705462,0.007711,"[135981, 140810, 45899, 135967]"
FR,267,45311,0.005891,0.101943,92.70143977705462,0.001099,"[41405, 5410, 12876, 209453, 30781, 29075, 42487, 16276]"
JP,33,45311,0.0007269999999999999,0.007812,92.70143977705462,8.4e-05,"[138652, 7679, 9824, 9605, 9354, 2527, 2519, 2497, 38631, 17511]"
AU,94,45311,0.002075,0.000176,92.70143977705462,2e-06,"[149485, 133480, 133159, 8888, 7545, 1221, 4802, 4739]"
RO,247,45311,0.005451,0.000154,92.70143977705462,2e-06,"[9009, 6718, 5606]"
CA,116,45311,0.002561,0.000152,92.70143977705462,1e-06,"[205212, 835, 577, 53356, 200351, 852, 812]"
IN,305,45311,0.006732,6.3e-05,92.70143977705462,1e-06,"[45609, 9498, 55836, 55644, 55410, 9829, 38266, 24309]"
BR,259,45311,0.005716000000000001,4.9e-05,92.70143977705462,0.0,"[262287, 268972, 262459, 4230, 28573]"
HK,71,45311,0.001566,3.9e-05,92.70143977705462,0.0,"[138997, 41717, 58453, 45474, 149042, 138915, 9312, 9381, 4637]"
