category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",124.0,45390.0,0.002731879268561357,0.0,93.75986700541412,0.0
Community Groups and Nonprofits,15.0,49931.0,0.0003004145721095111,0.00061,1484.4978133965199,4.1091337049821886e-07
Computer and Information Technology,28124.0,49931.0,0.5632572950671927,310.982987,1484.4978133965199,0.20948699566520293
Construction and Real Estate,37.0,49931.0,0.0007410226112034608,3.104553,1484.4978133965199,0.0020913153067546836
Education and Research,62.0,49931.0,0.0012417135647193127,38.014922,1484.4978133965199,0.02560793398073261
Finance and Insurance,21.0,49931.0,0.00042058040095331557,18.000030000000002,1484.4978133965199,0.01212533278093288
"Freight, Shipment, and Postal Services",18.0,49931.0,0.00036049748653141334,2.000046,1484.4978133965199,0.0013472879393630834
Government and Public Administration,44.0,45390.0,0.0009693765146508042,3.1e-05,93.75986700541412,3.3063186830469717e-07
Health Care Services,13.0,49931.0,0.00026035929582824297,0.004516999999999999,1484.4978133965199,3.0427798271154994e-06
Manufacturing,6.0,4541.0,0.0013212948689715921,4.000030000000001,1390.7379463911057,0.0028761924634183424
"Media, Publishing, and Broadcasting",12789.0,49931.0,0.2561334641805692,2.1764620000000003,1484.4978133965199,0.0014661267806250732
"Museums, Libraries, and Entertainment",6.0,45390.0,0.00013218770654329148,0.0,93.75986700541412,0.0
None,491.0,49931.0,0.00983357032705133,100.20418400000003,1484.4978133965199,0.0675003917794487
Other,39.0,49931.0,0.000781077887484729,1.0005809999999997,1484.4978133965199,0.0006740198543712759
"Retail Stores, Wholesale, and E-commerce Sites",7961.0,49931.0,0.15944002723758788,0.003969,1484.4978133965199,2.6736314221433294e-06
Service,180.0,49931.0,0.0036049748653141337,1004.0048519999999,1484.4978133965199,0.6763262585768613
Travel and Accommodation,1.0,4541.0,0.00022021581149526536,1.0,1390.7379463911057,0.0007190427230341627
