country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio
AE,2.0,45428.0,4.4025711015232896e-05,0.0,93.75983941870814,0.0
AR,11.0,49956.0,0.0002201937705180559,1.0,1483.3726332219233,0.0006741394425134933
AT,13.0,49956.0,0.0002602290015213388,0.000152,1483.3726332219233,1.02469195262051e-07
AU,97.0,49956.0,0.0019417087036592202,0.000222,1483.3726332219233,1.4965895623799554e-07
BE,238.0,45428.0,0.0052390596108127145,0.0,93.75983941870814,0.0
BG,3.0,49956.0,6.005284650492433e-05,3.1e-05,1483.3726332219233,2.0898322717918295e-08
BH,1.0,45428.0,2.2012855507616448e-05,0.0,93.75983941870814,0.0
BN,7.0,45428.0,0.00015408998855331513,0.0,93.75983941870814,0.0
BR,359.0,49956.0,0.007186323965089279,0.011035,1483.3726332219233,7.439128748136399e-06
BY,37.0,45428.0,0.0008144756537818086,0.0,93.75983941870814,0.0
BZ,21.0,45428.0,0.0004622699656599454,0.0,93.75983941870814,0.0
CA,128.0,49956.0,0.0025622547842101048,1.075163,1483.3726332219233,0.0007248097854311351
CH,76.0,49956.0,0.0015213387781247499,0.003906,1483.3726332219233,2.633188662457705e-06
CN,234.0,49956.0,0.004684122027384098,1.066544,1483.3726332219233,0.0007189993775761112
CO,1.0,45428.0,2.2012855507616448e-05,0.0,93.75983941870814,0.0
CY,1053.0,49956.0,0.02107854912322844,1.00029,1483.3726332219233,0.0006743349429518222
CZ,6.0,49956.0,0.00012010569300984866,1.0000300000000002,1483.3726332219233,0.0006741596666967689
DE,800.0,49956.0,0.016014092401313157,28.007857000000005,1483.3726332219233,0.018881201103977646
DK,34.0,45428.0,0.0007484370872589592,0.0,93.75983941870814,0.0
EC,24.0,45428.0,0.0005283085321827948,0.0,93.75983941870814,0.0
EE,5.0,45428.0,0.00011006427753808225,0.0,93.75983941870814,0.0
EG,1.0,4528.0,0.00022084805653710247,1.0,1389.612793803215,0.0007196249231867761
ES,5.0,49956.0,0.00010008807750820722,3.1e-05,1483.3726332219233,2.0898322717918295e-08
FI,1.0,45428.0,2.2012855507616448e-05,0.0,93.75983941870814,0.0
FR,269.0,49956.0,0.005384738569941549,4.101913,1483.3726332219233,0.002765261343058851
GB,410.0,49956.0,0.008207222355672993,71.01044,1483.3726332219233,0.04787093843423787
GI,1.0,45428.0,2.2012855507616448e-05,0.0,93.75983941870814,0.0
HK,110.0,49956.0,0.002201937705180559,7.011956000000001,1483.3726332219233,0.004727036108769146
HR,1.0,45428.0,2.2012855507616448e-05,0.0,93.75983941870814,0.0
HU,1.0,45428.0,2.2012855507616448e-05,0.0,93.75983941870814,0.0
ID,597.0,49956.0,0.011950516454479943,1.601807,1483.3726332219233,0.0010798412779942112
IE,12.0,49956.0,0.00024021138601969732,1.5e-05,1483.3726332219233,1.01120916377024e-08
IL,6.0,45428.0,0.0001320771330456987,0.0,93.75983941870814,0.0
