category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Computer and Information Technology,24147,45393,0.5319360000000001,45.750519999999995,93.75951546024604,0.48795,"[395839, 29182, 213220, 44812, 57043, 29014, 48261, 53667, 30633, 60781, 198571, 64267, 135981, 30721, 140810, 36492, 41405, 138652, 6939, 5410, 41378, 62874, 33387, 396356, 13213, 9009, 13335, 45609, 16509, 16724, 51430, 61317, 62217, 262287, 46562, 138997, 46841, 12876, 45027, 56655, 50113, 62240, 54113, 56630, 51115, 835, 174, 30860, 200827, 268972, 577, 213192, 212238, 40509, 6315, 55081, 133480, 8100, 397373, 62282, 12167, 40676, 11990, 11878, 26527, 21859, 55836, 1930, 9498, 134094, 58541, 58487, 58466, 49981, 58542, 58777, 58810, 58057, 59437, 44974, 59504, 44901, 59605, 58453, 56041, 45090, 56046, 49544, 51468, 49542, 48635, 51873, 53356, 47583, 47447, 54455, 45899, 55303, 55410, 45758, 55644, 45727, 55818, 55990, 56040, 45474, 45430, 134771, 60294, 207375, 205766, 205544, 205125, 204957, 204490, 204055, 203961, 202505, 200738, 200487, 200222, 207996, 60893, 395747, 266768, 264642, 262459, 211786, 210107, 209622, 209453, 199752, 199274, 199244, 198068, 44066, 134756, 134238, 133798, 133159, 131445, 63949, 63410, 63023, 61323, 61098, 135967, 136188, 136959, 140903, 197695, 147049, 142055, 140716, 137697, 140061, 139203, 138915, 138421, 137702, 38040, 43641, 8422, 9002, 8943, 8888, 8781, 8772, 8697, 8657, 8560, 8342, 7922, 7713, 7545, 6805, 6762, 6724, 6718, 9121, 9299, 9312, 12849, 12360, 12306, 11019, 10474, 9929, 9924, 9829, 9824, 9808, 9806, 9534, 9500, 9381, 6697, 6233, 5606, 3292, 2875, 2860, 2527, 2519, 1955, 1680, 1547, 1299, 1257, 852, 812, 701, 680, 513, 3214, 3303, 5432, 3320, 4837, 4835, 4812, 4811, 4808, 4802, 4788, 4739, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 12859, 13030, 13285, 30798, 30764, 29789, 29632, 29413, 29222, 29097, 29075, 29066, 28890, 28573, 28075, 27947, 27823, 25923, 25532, 25148, 30781, 24547, 33438, 42846, 42487, 41357, 40630, 39122, 38365, 38266, 38255, 36351, 35826, 35470, 34762, 34665, 24961, 24444, 13999, 17501, 17428, 17378, 17185, 16625, 16276, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14340, 14080, 17451, 24400, 17639, 24309, 24203, 23884, 23724, 23693, 22822, 22697, 22439, 21575, 21100, 20853, 20473, 20253, 19551, 18001, 398565]"
Education and Research,39,45393,0.000859,32.000015,93.75951546024604,0.341299,"[209641, 1659, 204679, 200351, 4538, 24357]"
None,213,45393,0.004691,14.00396,93.75951546024604,0.149361,"[197992, 210644, 204916, 202888, 197619, 201217, 216435, 41717, 200241, 216089, 197730, 197598, 149042, 7679, 9354, 9605, 2497, 38631, 33760, 17511]"
Construction and Real Estate,9,45393,0.000198,2.0,93.75951546024604,0.021331,"[199925, 211309, 210079, 16345]"
"Media, Publishing, and Broadcasting",12742,45393,0.280703,0.004296,93.75951546024604,4.6e-05,"[396982, 149485, 60068, 20940, 43614, 11426, 2635, 25019, 33363, 21342]"
Other,28,45393,0.000617,0.000427,93.75951546024604,5e-06,[397031]
Community Groups and Nonprofits,14,45393,0.000308,0.000122,93.75951546024604,1e-06,"[205212, 208492, 35492]"
Health Care Services,11,45393,0.000242,0.000122,93.75951546024604,1e-06,"[46997, 38]"
Government and Public Administration,44,45393,0.0009679999999999999,3.1e-05,93.75951546024604,0.0,"[19969, 397232, 397226, 397224, 134768, 62571, 15130]"
Service,44,45393,0.0009689999999999999,1.5e-05,93.75951546024604,0.0,"[205100, 210083, 1221, 40994, 15967]"
"Retail Stores, Wholesale, and E-commerce Sites",7957,45393,0.17529099999999997,2e-06,93.75951546024604,0.0,"[32934, 48581, 209114, 11917]"
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",124,45393,0.002732,0.0,93.75951546024604,0.0,[208058]
Finance and Insurance,1,45393,2.2e-05,0.0,93.75951546024604,0.0,[134762]
"Freight, Shipment, and Postal Services",13,45393,0.000286,0.0,93.75951546024604,0.0,[3389]
Manufacturing,1,45393,2.2e-05,0.0,93.75951546024604,0.0,[44477]
"Museums, Libraries, and Entertainment",6,45393,0.000132,0.0,93.75951546024604,0.0,"[131486, 137753]"
