category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Computer and Information Technology,24134,45301,0.532726,48.750737,96.75985275943836,0.503827,"[395839, 29182, 213220, 44812, 29014, 57043, 48261, 53667, 30633, 60781, 198571, 34665, 64080, 64267, 135981, 30721, 140810, 36492, 41405, 138652, 6939, 5410, 41378, 62874, 33387, 396356, 13213, 9009, 13335, 45609, 16509, 16724, 51430, 62217, 61317, 262287, 45027, 12876, 138997, 56655, 46841, 46562, 200827, 56630, 174, 6315, 54113, 835, 213192, 577, 268972, 212238, 51115, 30860, 40509, 50113, 55081, 133480, 8100, 397373, 12167, 62282, 40676, 11990, 11878, 26527, 55836, 21859, 9498, 134094, 1930, 58777, 59437, 58057, 59504, 58453, 58466, 58487, 58810, 44901, 58541, 59605, 58542, 44974, 47583, 56046, 51468, 48635, 45899, 45758, 45727, 49542, 49544, 49981, 45474, 45430, 51873, 56041, 45090, 53356, 54455, 55303, 47447, 55410, 55644, 55818, 55990, 56040, 60294, 199274, 207996, 207375, 205766, 205544, 205125, 204957, 204490, 204055, 203961, 202505, 200738, 200487, 262459, 395747, 266768, 264642, 209453, 211786, 210107, 209622, 199752, 199244, 60893, 198068, 134771, 44066, 134756, 134238, 133798, 133159, 131445, 63949, 63410, 63023, 61323, 61098, 135967, 136188, 136959, 140903, 197695, 147049, 142055, 140716, 137697, 140061, 139203, 138915, 138421, 137702, 38040, 43766, 9299, 9002, 8943, 8888, 8781, 8772, 8697, 8657, 8560, 8422, 8342, 7922, 7713, 7545, 6805, 6762, 6724, 9121, 9312, 6697, 12360, 12306, 11019, 10474, 9930, 9929, 9924, 9829, 9824, 9808, 9806, 9534, 9500, 9381, 6718, 6233, 12859, 3303, 3214, 2875, 2860, 2527, 1955, 1680, 1547, 1299, 1257, 852, 812, 701, 680, 513, 3292, 3320, 5606, 5432, 4837, 4835, 4812, 4811, 4808, 4802, 4788, 4739, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 12849, 13030, 43641, 30798, 30764, 29789, 29632, 29413, 29222, 29097, 29075, 29066, 28890, 28573, 28075, 27947, 27823, 25923, 25532, 25148, 30781, 24547, 33438, 42846, 42487, 41357, 40630, 39122, 38365, 38266, 38255, 36351, 35826, 35470, 34762, 24961, 24444, 13285, 17501, 17378, 17185, 16625, 16276, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14340, 14080, 13999, 17428, 24400, 17639, 24309, 24203, 23884, 23724, 23693, 22822, 22697, 22439, 21575, 21100, 20853, 20473, 20253, 19551, 18001, 398565]"
Education and Research,39,45301,0.00086,32.000015,96.75985275943836,0.330716,"[209641, 1659, 204679, 200351, 4538, 24357]"
None,213,45301,0.0047,14.00396,96.75985275943836,0.144729,"[197992, 204916, 210644, 202888, 197619, 201217, 216435, 41717, 200241, 216089, 197730, 197598, 149042, 7679, 9354, 9605, 2497, 38631, 33760, 17511]"
Construction and Real Estate,9,45301,0.000198,2.0,96.75985275943836,0.02067,"[199925, 211309, 210079, 16345]"
"Media, Publishing, and Broadcasting",12757,45301,0.2816040000000001,0.004296,96.75985275943836,4.5e-05,"[396982, 149485, 60068, 20940, 11426, 2635, 25019, 33363, 43614, 21342]"
Other,28,45301,0.000618,0.000427,96.75985275943836,4e-06,[397031]
Community Groups and Nonprofits,14,45301,0.000309,0.000122,96.75985275943836,1e-06,"[205212, 208492, 35492]"
Health Care Services,10,45301,0.000221,0.000122,96.75985275943836,1e-06,"[46997, 38]"
Government and Public Administration,44,45301,0.00097,3.1e-05,96.75985275943836,0.0,"[19969, 134768, 397232, 397226, 397224, 62571, 15130]"
Service,44,45301,0.000971,1.5e-05,96.75985275943836,0.0,"[205100, 210083, 1221, 40994, 15967]"
"Retail Stores, Wholesale, and E-commerce Sites",7864,45301,0.173594,2e-06,96.75985275943836,0.0,"[32934, 48581, 209114, 11917]"
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",124,45301,0.002737,0.0,96.75985275943836,0.0,[208058]
Finance and Insurance,1,45301,2.2e-05,0.0,96.75985275943836,0.0,[134762]
"Freight, Shipment, and Postal Services",13,45301,0.000287,0.0,96.75985275943836,0.0,[3389]
Manufacturing,1,45301,2.2e-05,0.0,96.75985275943836,0.0,[44477]
"Museums, Libraries, and Entertainment",6,45301,0.000132,0.0,96.75985275943836,0.0,"[131486, 137753]"
