category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Computer and Information Technology,24101,45349,0.5314400000000001,45.723622,93.73651967560014,0.48778099999999996,"[395839, 29182, 213220, 44812, 29014, 57043, 48261, 53667, 60781, 64080, 198571, 64267, 135981, 30721, 140810, 36492, 41405, 6939, 138652, 5410, 41378, 62874, 33387, 396356, 13213, 9009, 16509, 13335, 45609, 61317, 62217, 16724, 51430, 262287, 46562, 46841, 45027, 12876, 56655, 138997, 30633, 213192, 6315, 212238, 268972, 56630, 835, 51115, 50113, 577, 200827, 30860, 62240, 55081, 133480, 8100, 397373, 62282, 40676, 12167, 11990, 134094, 26527, 11878, 55836, 9498, 21859, 1930, 59437, 58453, 58810, 58541, 58777, 58466, 59504, 59605, 58542, 44974, 44901, 60294, 58487, 49542, 58057, 56046, 49544, 48635, 49981, 47583, 47447, 51468, 51873, 45899, 53356, 45758, 45727, 45474, 45430, 54455, 55303, 55410, 55644, 55818, 45090, 55990, 56040, 56041, 135967, 60893, 199274, 207996, 207375, 205766, 205544, 205125, 204957, 204490, 204055, 203961, 202505, 200738, 200487, 262459, 395747, 266768, 264642, 209453, 211786, 210107, 209622, 199752, 199244, 61098, 198068, 43766, 134771, 134756, 134238, 133798, 133159, 131445, 63949, 63410, 63023, 61323, 136188, 136959, 137697, 142055, 198066, 197695, 147049, 140903, 137702, 140716, 140061, 139203, 138915, 138421, 44066, 38040, 43641, 8422, 9121, 9002, 8943, 8888, 8781, 8772, 8697, 8560, 8342, 13030, 7922, 7713, 7545, 6805, 6762, 6724, 6718, 9299, 9312, 9381, 12849, 12360, 12306, 11019, 10474, 9930, 9929, 9924, 9829, 9824, 9808, 9806, 9534, 9500, 6697, 6233, 5606, 3292, 2875, 2860, 2527, 1955, 1680, 1653, 1547, 1299, 1257, 852, 812, 701, 680, 513, 3214, 3303, 5432, 3320, 4837, 4835, 4812, 4811, 4808, 4802, 4788, 4739, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 12859, 13285, 29066, 30781, 30764, 29789, 29632, 29413, 29222, 29097, 29075, 28890, 13999, 28573, 28075, 27947, 27823, 25923, 25532, 25454, 25148, 30798, 33438, 42846, 42487, 41357, 40630, 39122, 38365, 38266, 38255, 174, 36351, 35826, 35470, 34762, 34665, 24961, 24547, 17428, 17378, 17185, 16625, 16276, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14340, 14080, 17501, 17639, 24444, 18001, 24400, 24309, 24203, 23884, 23724, 23693, 22822, 22697, 22439, 21575, 21100, 20853, 20473, 20253, 19551, 398565]"
Education and Research,39,45349,0.00086,32.000015,93.73651967560014,0.341382,"[209641, 1659, 204679, 200351, 4538, 24357]"
None,214,45349,0.004718000000000001,14.007866,93.73651967560014,0.14944000000000002,"[197992, 210644, 204916, 202888, 197619, 201217, 210842, 216435, 41717, 200241, 216089, 197730, 197598, 149042, 7679, 9354, 9605, 2497, 33760, 38631, 17511]"
Construction and Real Estate,9,45349,0.000198,2.0,93.73651967560014,0.021336,"[199925, 211309, 210079, 16345]"
"Media, Publishing, and Broadcasting",12741,45349,0.28095400000000004,0.004296,93.73651967560014,4.6e-05,"[396982, 149485, 60068, 20940, 11426, 2635, 43614, 33363, 25019, 21342]"
Other,28,45349,0.000617,0.000427,93.73651967560014,5e-06,[397031]
Community Groups and Nonprofits,14,45349,0.000308,0.000122,93.73651967560014,1e-06,"[205212, 208492, 35492]"
Health Care Services,11,45349,0.000242,0.000122,93.73651967560014,1e-06,"[46997, 38]"
Government and Public Administration,44,45349,0.0009699999999999998,3.1e-05,93.73651967560014,0.0,"[19969, 397232, 397226, 397224, 134768, 62571, 15130]"
Service,44,45349,0.0009699999999999999,1.5e-05,93.73651967560014,0.0,"[205100, 210083, 1221, 40994, 15967]"
"Retail Stores, Wholesale, and E-commerce Sites",7960,45349,0.175527,2e-06,93.73651967560014,0.0,"[32934, 48581, 209114, 11917]"
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",124,45349,0.002734,0.0,93.73651967560014,0.0,[208058]
Finance and Insurance,1,45349,2.2e-05,0.0,93.73651967560014,0.0,[134762]
"Freight, Shipment, and Postal Services",13,45349,0.000287,0.0,93.73651967560014,0.0,[3389]
"Museums, Libraries, and Entertainment",6,45349,0.000132,0.0,93.73651967560014,0.0,"[131486, 137753]"
