sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
"Law, Business, and Consulting Services",90,4535,0.019846999999999997,1003.00026,1392.6091775298119,0.7202299999999999,"[397165, 47596, 209242, 61178, 200081, 15967]"
Internet Service Provider (ISP),671,4535,0.14799,200.221462,1392.6091775298119,0.14376899999999998,"[396356, 44812, 210107, 396319, 20473, 30633, 200373, 62240, 51659, 207990, 7018, 198571, 52041, 208626, 206873, 199669, 3175, 49392, 56534, 212521, 50902, 22773, 1239, 213220, 50113, 396113, 64080, 266732, 49981, 396362, 25145, 36992, 15317, 196968, 41108, 47447, 43317, 150445, 8772, 6939, 45609, 174, 53356, 36791, 33480, 202528, 38732, 58057, 28573, 9009, 15133, 40509, 51847, 136620, 16724, 32931, 203314, 212238, 263110, 20253, 20446, 41378, 46562, 56758, 14153, 9902, 197433, 59711, 62874, 133612, 140810, 394923, 211759, 209181, 400797, 55081, 63213, 51430, 133480, 139693, 30081, 47720, 43357, 201029, 200393, 4657, 7713, 4761, 4788, 6762, 58453]"
None,376,4535,0.08293199999999998,118.21130300000004,1392.6091775298119,0.08488300000000001,"[204916, 198231, 210695, 61317, 60781, 62217, 48108, 29182, 212477, 209641, 202888, 210852, 42692, 131910, 271991, 135605, 28753, 141444, 196733, 202235, 199614, 147057, 209146, 210842, 399558, 151814, 199186, 197730, 200021, 202911, 151407, 141173, 201217, 398668, 216107, 209642, 206981, 60539, 50069, 1921, 949, 207021, 205544, 208685, 197606, 48254, 37963, 40138, 201572, 201178, 33760, 38008, 197919, 399358, 211051, 216452, 216435, 151464, 54197, 61323, 135489, 137502, 138190, 140731, 141039, 58339, 202662, 206998]"
Software Development,444,4535,0.09790799999999998,26.636031000000003,1392.6091775298119,0.019124000000000002,"[59504, 49581, 51837, 210499, 54113, 60703, 150347, 36492, 200866, 199974, 47583, 198412, 210937, 25923]"
"Investment, Portfolio Management, Pensions and Funds",16,4535,0.003529,15.000015,1392.6091775298119,0.010771,"[209968, 51126, 201836]"
Hosting and Cloud Provider,1498,4535,0.3303210000000001,13.281982,1392.6091775298119,0.009537,"[49542, 204490, 58061, 43260, 53667, 16509, 13335, 50867, 40676, 13213, 23467, 206368]"
Other,71,4535,0.015661,5.177474000000001,1392.6091775298119,0.003717,"[211027, 56849, 133375, 199925, 400519, 46997, 205987, 60310, 205212, 205157, 201633, 205989, 207487, 30811]"
"Metal, Glass, Wood, and Paper Manufacturing",3,4535,0.000662,3.0,1392.6091775298119,0.002154,[44477]
"Banks, Credit Card Companies, Mortgage Providers",3,4535,0.000662,3.0,1392.6091775298119,0.002154,[60389]
"Colleges, Universities, and Professional Schools",2,4535,0.000442,2.0,1392.6091775298119,0.001436,"[4538, 46019]"
Buildings (Residential or Commercial),15,4535,0.0033079999999999997,1.006851,1392.6091775298119,0.000723,"[52042, 151338]"
Electronics and Computer Components,2,4535,0.000442,1.000015,1392.6091775298119,0.000718,"[51259, 23145]"
Elementary and Secondary Schools,1,4535,0.000221,1.0,1392.6091775298119,0.000718,[56434]
Online Music and Video Streaming Services,10,4535,0.002205,0.039062,1392.6091775298119,2.8e-05,[33905]
Computer and Network Security,1310,4535,0.288865,0.019943,1392.6091775298119,1.4e-05,"[36183, 19551, 16625]"
Online Informational Content,5,4535,0.001103,0.007859,1392.6091775298119,6e-06,"[61112, 199465, 206843]"
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13,4535,0.002867,0.006836,1392.6091775298119,5e-06,[270410]
Real Estate (Residential and/or Commercial),3,4535,0.000662,4.6e-05,1392.6091775298119,0.0,[39900]
Insurance Carriers and Agencies,1,4535,0.000221,1.5e-05,1392.6091775298119,0.0,[207713]
Chemical and Pharmaceutical Manufacturing,1,4535,0.000221,1.5e-05,1392.6091775298119,0.0,[203635]
