sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
"Law, Business, and Consulting Services",91,4541,0.020039000000000005,1004.00026,1390.7379463911057,0.721918,"[397165, 47596, 209242, 61178, 200081, 15967]"
Internet Service Provider (ISP),667,4541,0.14687699999999998,197.22146299999997,1390.7379463911057,0.141808,"[396356, 44812, 210107, 396319, 20473, 30633, 200373, 62240, 7018, 198571, 51659, 207990, 52041, 208626, 3175, 199669, 206873, 49392, 56534, 212521, 1239, 50902, 22773, 213220, 50113, 396362, 49981, 47447, 15317, 25145, 266732, 36992, 196968, 41108, 43317, 396113, 150445, 8772, 6939, 45609, 174, 53356, 36791, 33480, 202528, 38732, 28573, 58057, 9009, 15133, 40509, 51847, 136620, 16724, 263110, 212238, 32931, 203314, 20253, 20446, 41378, 46562, 56758, 14153, 9902, 197433, 59711, 62874, 133612, 140810, 394923, 211759, 209181, 55081, 51430, 63213, 133480, 139693, 30081, 47720, 43357, 200393, 400797, 201029, 6762, 4788, 4761, 4657, 58453, 7713]"
None,380,4541,0.083672,118.27751100000003,1390.7379463911057,0.085046,"[204916, 198231, 210695, 61317, 60781, 62217, 48108, 29182, 212477, 209641, 202888, 42692, 210852, 141444, 135605, 147057, 131910, 196733, 209146, 28753, 202235, 271991, 199614, 210842, 151814, 399558, 199186, 197730, 200021, 202911, 151407, 141173, 216157, 201217, 206981, 216107, 398668, 1921, 60539, 50069, 949, 207021, 205544, 208685, 197606, 48254, 37963, 201178, 33760, 40138, 197919, 38008, 201572, 399358, 211051, 216452, 216435, 58339, 151464, 54197, 61323, 137502, 138190, 140731, 141039, 206998, 202662]"
Software Development,445,4541,0.097993,26.636047,1390.7379463911057,0.01915,"[59504, 49581, 51837, 210499, 54113, 60703, 150347, 36492, 200866, 199974, 47583, 198412, 210937, 25923]"
"Investment, Portfolio Management, Pensions and Funds",16,4541,0.003523,15.000015,1390.7379463911057,0.010786,"[209968, 51126, 201836]"
Hosting and Cloud Provider,1501,4541,0.33054300000000003,13.344513,1390.7379463911057,0.009595000000000001,"[49542, 204490, 58061, 43260, 53667, 16509, 13335, 50867, 40676, 13213, 23467, 206368]"
Other,71,4541,0.015634,5.177474000000001,1390.7379463911057,0.0037219999999999996,"[211027, 56849, 133375, 199925, 400519, 46997, 205987, 60310, 205212, 205157, 201633, 207487, 30811, 205989]"
"Banks, Credit Card Companies, Mortgage Providers",3,4541,0.000661,3.0,1390.7379463911057,0.002157,[60389]
"Metal, Glass, Wood, and Paper Manufacturing",3,4541,0.000661,3.0,1390.7379463911057,0.002157,[44477]
"Colleges, Universities, and Professional Schools",2,4541,0.00044,2.0,1390.7379463911057,0.001438,"[4538, 46019]"
Buildings (Residential or Commercial),15,4541,0.003303,1.006851,1390.7379463911057,0.000724,"[52042, 151338]"
Electronics and Computer Components,2,4541,0.00044,1.000015,1390.7379463911057,0.000719,"[51259, 23145]"
Elementary and Secondary Schools,1,4541,0.00022,1.0,1390.7379463911057,0.000719,[56434]
Online Music and Video Streaming Services,10,4541,0.002202,0.039062,1390.7379463911057,2.8e-05,[33905]
Computer and Network Security,1310,4541,0.288483,0.019943000000000002,1390.7379463911057,1.4e-05,"[36183, 19551, 16625]"
Online Informational Content,5,4541,0.0011,0.007859,1390.7379463911057,6e-06,"[61112, 199465, 206843]"
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13,4541,0.002863,0.006836,1390.7379463911057,5e-06,[270410]
Real Estate (Residential and/or Commercial),3,4541,0.000661,4.6e-05,1390.7379463911057,0.0,[39900]
Insurance Carriers and Agencies,1,4541,0.00022,1.5e-05,1390.7379463911057,0.0,[207713]
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",1,4541,0.00022,1.5e-05,1390.7379463911057,0.0,[131662]
Chemical and Pharmaceutical Manufacturing,1,4541,0.00022,1.5e-05,1390.7379463911057,0.0,[203635]
