category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",124.0,45349.0,0.0027343491587466097,0.0,93.73651967560014,0.0
Community Groups and Nonprofits,16.0,49873.0,0.0003208148697692138,0.00061,1484.2826325706121,4.1097294182008174e-07
Computer and Information Technology,28093.0,49873.0,0.5632907585266577,311.955584,1484.2826325706121,0.21017262962898628
Construction and Real Estate,37.0,49873.0,0.0007418843863413069,3.104553,1484.2826325706121,0.0020916184908956726
Education and Research,62.0,49873.0,0.0012431576203557034,38.014922,1484.2826325706121,0.025611646438362206
Finance and Insurance,21.0,49873.0,0.00042106951657209314,18.000030000000002,1484.2826325706121,0.012127090626147094
"Freight, Shipment, and Postal Services",18.0,49873.0,0.00036091672849036555,2.000046,1484.2826325706121,0.0013474832596647333
Government and Public Administration,44.0,45349.0,0.000970252927297184,3.1e-05,93.73651967560014,3.3071422010635397e-07
Health Care Services,14.0,49873.0,0.0002807130110480621,0.004516999999999999,1484.2826325706121,3.0432209478709987e-06
Manufacturing,6.0,4524.0,0.001326259946949602,4.000030000000001,1390.546112895012,0.00287658925001217
"Media, Publishing, and Broadcasting",12761.0,49873.0,0.2558699095703086,2.176461,1484.2826325706121,0.0014663386556175034
"Museums, Libraries, and Entertainment",6.0,45349.0,0.00013230721735870693,0.0,93.73651967560014,0.0
None,488.0,49873.0,0.009784853527961022,99.01646900000003,1484.2826325706121,0.06670998287469991
Other,39.0,49873.0,0.0007819862450624586,1.0005809999999997,1484.2826325706121,0.0006741175690152117
"Retail Stores, Wholesale, and E-commerce Sites",7965.0,49873.0,0.15970565235698675,0.003969,1484.2826325706121,2.674019026367057e-06
Service,178.0,49873.0,0.0035690654261825035,1004.004821,1484.2826325706121,0.6764242867014993
Travel and Accommodation,1.0,4524.0,0.00022104332449160034,1.0,1390.546112895012,0.0007191419189386504
