category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",124.0,45359.0,0.0027337463347957406,0.0,93.73252504844292,0.0
Community Groups and Nonprofits,16.0,49882.0,0.00032075698648811196,0.00061,1481.282559452244,4.1180529407270466e-07
Computer and Information Technology,28106.0,49882.0,0.5634497413896796,309.95549500000004,1481.282559452244,0.20924805535725535
Construction and Real Estate,37.0,49882.0,0.0007417505312537589,3.104553,1481.282559452244,0.002095854690375898
Education and Research,62.0,49882.0,0.0012429333226414339,38.014922,1481.282559452244,0.02566351825141136
Finance and Insurance,21.0,49882.0,0.0004209935447656469,18.000030000000002,1481.282559452244,0.012151651881094275
"Freight, Shipment, and Postal Services",18.0,49882.0,0.00036085160979912594,2.000046,1481.282559452244,0.0013502123462113718
Government and Public Administration,44.0,45359.0,0.000970039022024295,3.1e-05,93.73252504844292,3.307283142535481e-07
Health Care Services,14.0,49882.0,0.000280662363177098,0.004516999999999999,1481.282559452244,3.0493844480760766e-06
Manufacturing,6.0,4523.0,0.0013265531726730046,4.000030000000001,1387.550034403801,0.002882800548319487
"Media, Publishing, and Broadcasting",12760.0,49882.0,0.2558036967242693,2.17646,1481.282559452244,0.00146930778743849
"Museums, Libraries, and Entertainment",6.0,45359.0,0.0001322780484578584,0.0,93.73252504844292,0.0
None,487.0,49882.0,0.009763040776231907,98.01647000000003,1481.282559452244,0.06617000205298107
Other,39.0,49882.0,0.0007818451545647729,1.0005809999999997,1481.282559452244,0.0006754828736861653
"Retail Stores, Wholesale, and E-commerce Sites",7962.0,49882.0,0.1596166954011467,0.003969,1481.282559452244,2.6794347740566642e-06
Service,179.0,49882.0,0.003588468786335752,1004.004836,1481.282559452244,0.6777942733432748
Travel and Accommodation,1.0,4523.0,0.00022109219544550078,1.0,1387.550034403801,0.0007206947318693826
