aliased prefix,all prefix,sat aliased prefix,sat all prefix,co,loss,new
4384.0,204290.0,1396.4762272834778,229471.28656093287,4372.0,12.0,12.0
4379.0,204613.0,1396.48391777277,229408.84069277486,4369.0,19.0,10.0
4366.0,203913.0,1393.4837651848793,229409.36769089196,4371.0,16.0,3.0
4393.0,204795.0,1397.546616077423,229488.42854458815,4371.0,3.0,30.0
4895.0,203941.0,2606.7994847893715,229449.14527559397,4374.0,21.0,526.0
4393.0,204115.0,1394.6141819953918,229427.75335908053,4369.0,528.0,26.0
5023.0,204744.0,3132.765945971012,231517.66412335774,4366.0,27.0,658.0
