aliased prefix,all prefix,sat aliased prefix,sat all prefix,co,loss,new,change sta alias,change sta all
26435.0,37823.0,88.3287388807959,11312.221691124245,25748.0,581.0,687.0,0.0,0.0
26470.0,37823.0,87.32849692482083,11312.221691124245,25975.0,460.0,495.0,-1.0002419559750706,0.0
26419.0,37823.0,88.32875655869535,11312.221691124245,25977.0,493.0,442.0,1.0002596338745207,0.0
26622.0,37823.0,87.32851337779826,11312.221691124245,26020.0,399.0,602.0,-1.0002431808970869,0.0
26506.0,37823.0,89.32870608869521,11312.221691124245,26066.0,556.0,440.0,2.000192710896954,0.0
26541.0,37823.0,87.32846163561149,11312.221691124245,26074.0,432.0,467.0,-2.000244453083724,0.0
27200.0,37823.0,87.33237598392694,11312.221691124245,26005.0,536.0,1195.0,0.003914348315447569,0.0
