aliased prefix,all prefix,sat aliased prefix,sat all prefix,co,loss,new,change sta alias,change sta all
30828.0,204317.0,1481.880451393766,231539.14869594717,4368.0,23.0,25.0,0.0,0.0
30865.0,204230.0,1481.8841004886065,231501.91204995057,4394.0,9.0,11.0,1.0038910508155825,-37.23664599657059
30803.0,204206.0,1475.8804080961138,231517.894438745,4385.0,10.0,4.0,-7.003952026367188,15.98238879442215
31020.0,202456.0,1479.8217084943183,231576.42791700503,4378.0,6.0,20.0,4.9415435791015625,58.53347826004028
30909.0,202674.0,1476.8259447843168,231576.89685833617,4391.0,7.0,12.0,-4.9959564208984375,0.4689413311425596
30955.0,203478.0,1478.8921828751784,231619.33643041292,4405.0,3.0,9.0,4.0664825439453125,42.43957207677886
31729.0,202743.0,1469.0856572792266,231685.47678763187,4410.0,12.0,128.0,-9.810439944267271,66.1403572189156
