category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Service,135,4517,0.029883999999999994,1004.0048209999999,1382.815506875515,0.7260580000000001,"[397165, 47596, 209242, 61178, 200081, 400519, 15967, 205989, 138190, 201633, 131662]"
Computer and Information Technology,3979,4517,0.8808760000000001,257.243558,1382.815506875515,0.18601800000000002,"[396356, 44812, 210107, 396319, 30633, 20473, 59504, 62240, 49581, 200373, 51837, 49542, 61317, 60781, 62217, 51659, 204490, 207990, 213220, 29182, 206873, 48108, 212477, 7018, 3175, 208626, 49392, 212521, 56534, 50902, 198571, 58061, 1239, 22773, 54113, 50113, 64080, 15317, 49981, 135605, 47447, 266732, 396113, 396362, 60703, 210499, 150347, 36992, 202235, 199669, 30721, 28753, 196968, 196733, 41108, 209146, 43260, 43317, 150445, 25145, 53667, 8772, 6939, 45609, 16509, 36183, 174, 13335, 53356, 58057, 38732, 36791, 202528, 202990, 33480, 28573, 36492, 9009, 19551, 15133, 50867, 40509, 200866, 136620, 199974, 47583, 16724, 51847, 32931, 203314, 263110, 20253, 20446, 41378, 1921, 212238, 46562, 949, 60539, 40676, 56758, 208685, 197433, 205544, 14153, 9902, 62874, 140810, 13213, 48254, 201178, 198412, 59711, 133612, 37963, 52041, 43357, 210937, 211759, 55081, 394923, 6369, 141039, 139693, 47720, 133480, 200393, 201029, 209181, 30811, 25923, 30081, 400797, 206368, 61323, 51430, 63213, 7713, 4788, 4761, 4657, 16625, 58453, 6762]"
None,284,4517,0.062869,89.27030800000001,1382.815506875515,0.064555,"[204916, 198231, 210695, 42692, 210852, 131910, 271991, 147057, 199614, 210842, 151814, 199186, 197730, 200021, 151407, 202911, 216157, 201217, 33760, 197606, 197919, 54197, 211051, 216452, 399358, 216435, 151464, 202888]"
Finance and Insurance,19,4517,0.004206,18.000015,1382.815506875515,0.013016,"[209968, 60389, 51126, 201836]"
Education and Research,23,4517,0.005089,6.014907,1382.815506875515,0.004349,"[209641, 4538, 46019, 56434, 270410, 141173, 60310, 206981, 140731]"
"Freight, Shipment, and Postal Services",5,4517,0.001107,2.000046,1382.815506875515,0.001446,"[56849, 205157]"
Manufacturing,4,4517,0.0008849999999999999,2.0000299999999998,1382.815506875515,0.001446,"[44477, 23145, 203635]"
"Media, Publishing, and Broadcasting",19,4517,0.004206,1.1721649999999997,1382.815506875515,0.000848,"[211027, 33905, 61112, 199465, 398668, 206843]"
Construction and Real Estate,28,4517,0.006196999999999999,1.104553,1382.815506875515,0.000798,"[52042, 399558, 199925, 151338, 39900]"
Other,11,4517,0.0024349999999999997,1.0001539999999998,1382.815506875515,0.000723,"[141444, 50069, 40138, 38008]"
Travel and Accommodation,1,4517,0.000221,1.0,1382.815506875515,0.000723,[133375]
"Retail Stores, Wholesale, and E-commerce Sites",5,4517,0.001106,0.003967000000000001,1382.815506875515,3e-06,"[205987, 201572, 58339, 207487]"
Community Groups and Nonprofits,2,4517,0.000443,0.000488,1382.815506875515,0.0,[205212]
Health Care Services,2,4517,0.000443,0.000488,1382.815506875515,0.0,[46997]
