sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
"Law, Business, and Consulting Services",90,4530,0.019868999999999998,1004.000244,1384.8156747221947,0.725006,"[397165, 47596, 209242, 61178, 200081, 15967]"
Internet Service Provider (ISP),655,4530,0.14460599999999998,189.221157,1384.8156747221947,0.136634,"[396356, 44812, 210107, 396319, 30633, 20473, 62240, 200373, 51659, 207990, 213220, 208626, 198571, 206873, 7018, 3175, 49392, 212521, 56534, 50902, 1239, 22773, 50113, 15317, 49981, 266732, 47447, 396113, 396362, 199669, 30721, 196968, 41108, 43317, 150445, 25145, 36992, 8772, 6939, 45609, 174, 53356, 58057, 38732, 28573, 33480, 36791, 202528, 9009, 15133, 40509, 136620, 16724, 32931, 263110, 51847, 203314, 20253, 20446, 41378, 212238, 46562, 56758, 14153, 197433, 9902, 133612, 62874, 140810, 59711, 211759, 63213, 51430, 52041, 394923, 6369, 55081, 133480, 43357, 201029, 200393, 400797, 209181, 47720, 139693, 30081, 6762, 7713, 4788, 4761, 4657, 58453]"
None,388,4530,0.085667,121.35174600000002,1384.8156747221947,0.08762800000000001,"[204916, 198231, 210695, 61317, 60781, 62217, 212477, 209641, 48108, 29182, 42692, 210852, 135605, 131910, 271991, 141444, 147057, 28753, 202235, 196733, 209146, 199614, 210842, 151814, 399558, 199186, 197730, 200021, 151407, 202911, 141173, 216157, 201217, 206981, 398668, 1921, 50069, 949, 60539, 207021, 205544, 208685, 33760, 201572, 197606, 197919, 40138, 38008, 37963, 201178, 48254, 61323, 211051, 54197, 216435, 216452, 399358, 58339, 151464, 202662, 202888, 141039, 138190, 140731]"
Software Development,446,4530,0.09845799999999999,26.639952,1384.8156747221947,0.019235,"[59504, 49581, 51837, 54113, 60703, 210499, 150347, 36492, 200866, 199974, 47583, 198412, 210937, 25923]"
"Investment, Portfolio Management, Pensions and Funds",16,4530,0.003533,15.000015,1384.8156747221947,0.010832000000000001,"[209968, 51126, 201836]"
Hosting and Cloud Provider,1499,4530,0.33090800000000004,13.348374,1384.8156747221947,0.009638999999999998,"[49542, 204490, 58061, 43260, 53667, 16509, 13335, 202990, 50867, 40676, 13213, 206368]"
Other,69,4530,0.015235000000000004,4.173567000000001,1384.8156747221947,0.003012,"[56849, 211027, 133375, 199925, 400519, 205987, 60310, 205212, 46997, 205157, 205989, 201633, 30811, 207487]"
"Metal, Glass, Wood, and Paper Manufacturing",3,4530,0.000662,3.0,1384.8156747221947,0.002166,[44477]
"Banks, Credit Card Companies, Mortgage Providers",3,4530,0.000662,3.0,1384.8156747221947,0.002166,[60389]
"Colleges, Universities, and Professional Schools",2,4530,0.000442,2.0,1384.8156747221947,0.001444,"[4538, 46019]"
Buildings (Residential or Commercial),15,4530,0.003312,1.006851,1384.8156747221947,0.000727,"[52042, 151338]"
Electronics and Computer Components,2,4530,0.000442,1.000015,1384.8156747221947,0.000722,"[51259, 23145]"
Elementary and Secondary Schools,1,4530,0.000221,1.0,1384.8156747221947,0.000722,[56434]
Online Music and Video Streaming Services,10,4530,0.002208,0.039062,1384.8156747221947,2.8e-05,[33905]
Computer and Network Security,1307,4530,0.28852099999999997,0.019897,1384.8156747221947,1.4e-05,"[36183, 19551, 16625]"
Online Informational Content,5,4530,0.001105,0.007859,1384.8156747221947,6e-06,"[61112, 199465, 206843]"
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13,4530,0.00287,0.006836,1384.8156747221947,5e-06,[270410]
Real Estate (Residential and/or Commercial),3,4530,0.000662,4.6e-05,1384.8156747221947,0.0,[39900]
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",2,4530,0.000442,3.1e-05,1384.8156747221947,0.0,[131662]
Chemical and Pharmaceutical Manufacturing,1,4530,0.000221,1.5e-05,1384.8156747221947,0.0,[203635]
