category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Computer and Information Technology,14818,27034,0.5481410000000001,44.323738,88.33261990313,0.5017799999999999,"[395839, 29182, 213220, 44812, 57043, 29014, 48261, 53667, 60781, 64080, 64267, 135981, 30721, 36492, 140810, 41405, 138652, 41378, 62874, 13213, 9009, 45609, 13335, 62217, 56630, 61317, 396356, 262287, 6939, 138997, 46841, 46562, 16509, 30633, 56655, 212238, 33387, 268972, 200827, 6315, 51115, 51430, 45027, 835, 12876, 30860, 55081, 133480, 5410, 577, 8100, 397373, 12167, 40676, 62282, 11990, 9498, 21859, 26527, 11878, 134094, 55990, 58453, 56040, 56041, 56046, 58057, 55818, 58466, 58487, 58541, 58542, 58777, 58810, 55836, 209622, 55644, 55410, 44901, 44974, 397423, 45090, 45430, 45474, 45727, 45758, 45899, 47447, 47583, 48635, 49542, 49544, 49981, 50113, 59437, 51873, 53356, 54455, 55303, 51468, 63410, 59504, 200487, 197695, 211786, 198066, 198068, 198571, 199244, 199274, 199752, 200738, 59605, 202505, 203961, 204055, 204490, 205544, 205766, 207375, 207996, 147049, 140903, 213192, 140716, 60294, 395747, 60893, 61323, 209453, 63835, 63949, 266768, 264642, 131445, 133159, 133798, 134238, 134756, 44066, 134771, 135967, 136188, 136959, 137697, 137702, 138421, 138915, 140061, 38040, 43766, 7922, 8943, 8888, 8781, 8697, 8560, 8422, 8342, 7713, 9121, 7545, 6805, 6762, 6724, 6718, 6697, 9002, 9299, 5606, 9829, 11019, 10474, 9930, 9929, 9924, 9824, 9312, 9808, 9806, 9534, 9500, 9381, 6233, 5432, 12360, 1547, 2860, 2527, 1955, 1930, 1680, 1299, 3292, 1257, 852, 812, 701, 680, 513, 3214, 3303, 4837, 4657, 4835, 4812, 4811, 4808, 4802, 4788, 4739, 4651, 3320, 4637, 4230, 4134, 3741, 3462, 12306, 12849, 28573, 30781, 29789, 29413, 29222, 29075, 29066, 28890, 27947, 27823, 25923, 25532, 25454, 25148, 24961, 24547, 30798, 33438, 24400, 38266, 42487, 41357, 40630, 39122, 38365, 38255, 174, 36351, 35826, 35470, 34762, 34665, 24444, 12859, 15133, 16276, 15943, 15802, 15600, 15169, 17185, 15108, 14522, 14340, 14080, 13999, 13285, 13030, 16625, 17378, 24309, 24203, 23884, 23724, 23693, 22822, 22697, 21575, 21100, 17428, 20853, 20473, 19551, 18001, 17639, 17501, 398565]"
Education and Research,65,27034,0.0024050000000000005,30.000008,88.33261990313,0.339625,"[209641, 1659, 200351, 204679, 4538, 24357]"
None,72,27034,0.002664,12.00396,88.33261990313,0.135895,"[197992, 210644, 204916, 197619, 201217, 216435, 202888, 41717, 149042, 197598, 197730, 200241, 7679, 9605, 9354, 2497, 38631, 33760, 17511]"
Construction and Real Estate,8,27034,0.000296,2.0,88.33261990313,0.022642,"[199925, 211309, 210079, 16345]"
"Media, Publishing, and Broadcasting",9898,27034,0.36613200000000007,0.004220000000000001,88.33261990313,4.8e-05,"[396982, 60068, 149485, 20940, 11426, 2635, 43614, 33363, 21342]"
Other,27,27034,0.000999,0.000412,88.33261990313,5e-06,[397031]
Community Groups and Nonprofits,13,27034,0.000481,0.000122,88.33261990313,1e-06,"[205212, 208492, 35492]"
Health Care Services,11,27034,0.00040699999999999997,0.000122,88.33261990313,1e-06,"[46997, 38]"
Government and Public Administration,45,27034,0.001665,1.5e-05,88.33261990313,0.0,"[19969, 397232, 397226, 397224, 62571, 134768, 15130]"
Service,44,27034,0.0016279999999999999,1.5e-05,88.33261990313,0.0,"[205100, 210083, 1221, 40994, 15967]"
"Retail Stores, Wholesale, and E-commerce Sites",1971,27034,0.07290799999999999,1e-06,88.33261990313,0.0,"[32934, 48581, 209114, 11917]"
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",42,27034,0.001554,0.0,88.33261990313,0.0,[208058]
Finance and Insurance,1,27034,3.7e-05,0.0,88.33261990313,0.0,[134762]
"Freight, Shipment, and Postal Services",13,27034,0.000481,0.0,88.33261990313,0.0,[3389]
"Museums, Libraries, and Entertainment",6,27034,0.000222,0.0,88.33261990313,0.0,"[131486, 137753]"
