sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
"Law, Business, and Consulting Services",90,4517,0.019922999999999996,1004.000244,1382.815506875515,0.7260550000000001,"[397165, 47596, 209242, 61178, 200081, 15967]"
Internet Service Provider (ISP),654,4517,0.144775,189.221142,1382.815506875515,0.136832,"[396356, 44812, 210107, 396319, 30633, 20473, 62240, 200373, 51659, 207990, 213220, 206873, 7018, 3175, 208626, 49392, 212521, 56534, 50902, 198571, 1239, 22773, 50113, 64080, 15317, 49981, 47447, 266732, 396113, 396362, 36992, 199669, 30721, 196968, 41108, 43317, 150445, 25145, 8772, 6939, 45609, 174, 53356, 58057, 38732, 36791, 202528, 33480, 28573, 9009, 15133, 40509, 136620, 16724, 51847, 32931, 203314, 263110, 20253, 20446, 41378, 212238, 46562, 56758, 197433, 14153, 9902, 62874, 140810, 59711, 133612, 52041, 43357, 211759, 55081, 394923, 6369, 139693, 47720, 133480, 200393, 201029, 209181, 30081, 400797, 51430, 63213, 7713, 4788, 4761, 4657, 58453, 6762]"
None,383,4517,0.084779,121.35167000000003,1382.815506875515,0.087751,"[204916, 198231, 210695, 61317, 60781, 62217, 29182, 209641, 48108, 212477, 42692, 210852, 131910, 135605, 271991, 141444, 147057, 202235, 199614, 28753, 196733, 209146, 210842, 151814, 399558, 199186, 197730, 200021, 151407, 141173, 202911, 216157, 201217, 398668, 206981, 1921, 50069, 949, 60539, 208685, 205544, 33760, 197606, 48254, 201572, 197919, 201178, 40138, 37963, 38008, 54197, 211051, 216452, 399358, 216435, 151464, 141039, 140731, 138190, 58339, 202888, 61323]"
Software Development,444,4517,0.09829299999999999,26.639922000000002,1382.815506875515,0.019263,"[59504, 49581, 51837, 54113, 60703, 210499, 150347, 36492, 200866, 199974, 47583, 198412, 210937, 25923]"
"Investment, Portfolio Management, Pensions and Funds",16,4517,0.0035419999999999996,15.000015,1382.815506875515,0.010846999999999999,"[209968, 51126, 201836]"
Hosting and Cloud Provider,1497,4517,0.33141500000000007,13.348344,1382.815506875515,0.009652999999999998,"[49542, 204490, 58061, 43260, 53667, 16509, 13335, 202990, 50867, 40676, 13213, 206368]"
Other,69,4517,0.015273000000000004,4.173567000000001,1382.815506875515,0.0030169999999999997,"[56849, 211027, 133375, 199925, 400519, 205987, 60310, 205212, 46997, 205157, 205989, 201633, 30811, 207487]"
"Banks, Credit Card Companies, Mortgage Providers",3,4517,0.000664,3.0,1382.815506875515,0.002169,[60389]
"Colleges, Universities, and Professional Schools",2,4517,0.000442,2.0,1382.815506875515,0.001446,"[4538, 46019]"
"Metal, Glass, Wood, and Paper Manufacturing",2,4517,0.000443,2.0,1382.815506875515,0.001446,[44477]
Buildings (Residential or Commercial),15,4517,0.00332,1.006851,1382.815506875515,0.000728,"[52042, 151338]"
Elementary and Secondary Schools,1,4517,0.000221,1.0,1382.815506875515,0.000723,[56434]
Online Music and Video Streaming Services,10,4517,0.002214,0.039062,1382.815506875515,2.8e-05,[33905]
Computer and Network Security,1307,4517,0.289351,0.019897,1382.815506875515,1.4e-05,"[36183, 19551, 16625]"
Online Informational Content,5,4517,0.001107,0.007859,1382.815506875515,6e-06,"[61112, 199465, 206843]"
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13,4517,0.002878,0.006836,1382.815506875515,5e-06,[270410]
Real Estate (Residential and/or Commercial),3,4517,0.000664,4.6e-05,1382.815506875515,0.0,[39900]
Electronics and Computer Components,1,4517,0.000221,1.5e-05,1382.815506875515,0.0,[23145]
Chemical and Pharmaceutical Manufacturing,1,4517,0.000221,1.5e-05,1382.815506875515,0.0,[203635]
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",1,4517,0.000221,1.5e-05,1382.815506875515,0.0,[131662]
