category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",42.0,26864.0,0.0015634306134603931,0.0,87.33261935085571,0.0
Community Groups and Nonprofits,16.0,31377.0,0.0005099276540140868,0.00061,1470.023110907977,4.1495946252384177e-07
Computer and Information Technology,18645.0,31377.0,0.5942250693182904,299.567263,1470.023110907977,0.2037840499085547
Construction and Real Estate,36.0,31377.0,0.0011473372215316951,3.104553,1470.023110907977,0.002111907613535706
Education and Research,88.0,31377.0,0.002804602097077477,36.014915,1470.023110907977,0.024499557002035814
Finance and Insurance,20.0,31377.0,0.0006374095675176085,18.000015,1470.023110907977,0.01224471565544441
"Freight, Shipment, and Postal Services",17.0,31377.0,0.0005417981323899672,2.000046,1470.023110907977,0.0013605541199720652
Government and Public Administration,45.0,26864.0,0.0016751042287075641,1.5e-05,87.33261935085571,1.7175712936924555e-07
Health Care Services,12.0,31377.0,0.00038244574051056506,0.00061,1470.023110907977,4.1495946252384177e-07
Manufacturing,5.0,4513.0,0.0011079104808331486,3.00003,1382.6904915571213,0.002169704657924932
"Media, Publishing, and Broadcasting",9897.0,31377.0,0.31542212448608853,1.1763849999999996,1470.023110907977,0.0008002493234772286
"Museums, Libraries, and Entertainment",6.0,26864.0,0.00022334723049434186,0.0,87.33261935085571,0.0
None,355.0,31377.0,0.01131401982343755,101.14928300000003,1470.023110907977,0.06880795427598685
Other,38.0,31377.0,0.0012110781782834561,1.0005659999999998,1470.023110907977,0.00068064644193382
"Retail Stores, Wholesale, and E-commerce Sites",1975.0,31377.0,0.06294419479236384,0.003968,1470.023110907977,2.6992772906468923e-06
Service,179.0,31377.0,0.005704815629282596,1004.004836,1470.023110907977,0.6829857493736031
Travel and Accommodation,1.0,4513.0,0.00022158209616662973,1.0,1382.6904915571213,0.0007232276536984403
