country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio,as
US,3571,4514,0.7911050000000002,1083.926665,1384.6316688656807,0.7828240000000001,"[397165, 396356, 396319, 30633, 20473, 61317, 209242, 7018, 1239, 22773, 54113, 15317, 396362, 53667, 6939, 16509, 36183, 174, 13335, 400519, 46997, 36791, 199465, 33480, 60310, 36492, 19551, 15133, 40509, 16724, 32931, 398668, 20253, 20446, 41378, 46562, 949, 40676, 50069, 201217, 205157, 14153, 33760, 37963, 62874, 40138, 216435, 394923, 6369, 55081, 399358, 206368, 400797, 207487, 30081, 25923, 23145, 16625]"
RU,113,4514,0.025038,93.328293,1384.6316688656807,0.06740099999999999,"[44812, 59504, 210695, 49542, 204490, 51659, 213220, 29182, 208626, 60389, 3175, 206873, 48108, 49392, 212521, 56534, 210852, 211027, 199669, 30721, 56434, 199186, 39900]"
TH,101,4514,0.022375,65.375,1384.6316688656807,0.047215,[204916]
GB,92,4514,0.020386999999999995,30.014221,1384.6316688656807,0.021675999999999997,"[62240, 198231, 62217, 44477, 209641, 64080, 202235, 199614, 61112, 202990, 136620, 206981, 212238, 56758, 205544, 13213, 48254, 198412, 61323, 52041, 202888, 58339, 203635, 209181]"
DE,26,4514,0.005764,21.011748000000004,1384.6316688656807,0.015172999999999999,"[49581, 200373, 198571, 47447, 41108, 200081, 28753, 196968, 205987, 210937, 200393]"
TR,22,4514,0.004875,20.000031,1384.6316688656807,0.014444000000000002,"[210107, 196733, 43260, 25145, 201178]"
PT,18,4514,0.003988,18.0,1384.6316688656807,0.012999,"[209968, 51126, 56849, 52042]"
NL,29,4514,0.006426,9.040130999999999,1384.6316688656807,0.006529,"[60781, 212477, 49981, 33905, 50867, 208685, 197919, 51430]"
UA,19,4514,0.00421,7.067704,1384.6316688656807,0.005105,"[47596, 8772, 201572, 201836]"
HK,36,4514,0.007977,7.011642,1384.6316688656807,0.005063000000000001,"[51837, 141444, 151338, 151407, 199974, 51847, 60539, 38008, 138190, 202662, 58453]"
IN,170,4514,0.037661,4.039612,1384.6316688656807,0.002918,"[207990, 45609, 216452]"
FR,4,4514,0.000887,4.0,1384.6316688656807,0.002888,"[50902, 60703, 209146]"
LV,3,4514,0.000665,3.0,1384.6316688656807,0.002166,"[58061, 43317]"
IT,4,4514,0.000886,2.0,1384.6316688656807,0.001444,"[42692, 6762]"
LT,2,4514,0.000444,2.0,1384.6316688656807,0.001444,"[51259, 150445]"
ID,131,4514,0.029022,1.601807,1384.6316688656807,0.001157,"[46019, 210842, 7713, 4761]"
CA,12,4514,0.002662,1.0750110000000002,1384.6316688656807,0.000776,"[396113, 399558, 53356, 202911, 202528, 205212, 203314, 63213, 54197, 139693]"
CN,12,4514,0.002661,1.066544,1384.6316688656807,0.00077,"[4538, 151814, 200021, 197433, 206843, 211051, 151464, 140731]"
TW,2,4514,0.000444,1.003906,1384.6316688656807,0.000725,"[133375, 141173]"
CY,22,4514,0.004874,1.00032,1384.6316688656807,0.000722,"[61178, 47583]"
CZ,2,4514,0.000443,1.000015,1384.6316688656807,0.000722,[50113]
SA,1,4514,0.000222,1.0,1384.6316688656807,0.000722,[210499]
PK,1,4514,0.000222,1.0,1384.6316688656807,0.000722,[147057]
PE,1,4514,0.000222,1.0,1384.6316688656807,0.000722,[266732]
SG,2,4514,0.000444,1.0,1384.6316688656807,0.000722,"[150347, 4657]"
AR,1,4514,0.000222,1.0,1384.6316688656807,0.000722,[271991]
JP,1,4514,0.000222,1.0,1384.6316688656807,0.000722,[131910]
EG,1,4514,0.000222,1.0,1384.6316688656807,0.000722,[36992]
KR,1,4514,0.000222,1.0,1384.6316688656807,0.000722,[135605]
VG,11,4514,0.002437,0.042968,1384.6316688656807,3.1e-05,"[199925, 197730]"
BR,15,4514,0.003324,0.010986,1384.6316688656807,8.000000000000001e-06,"[270410, 28573, 263110]"
VN,3,4514,0.000665,0.003937,1384.6316688656807,3e-06,"[38732, 140810]"
CH,1,4514,0.000222,0.003906,1384.6316688656807,3e-06,[58057]
None,1,4514,0.000222,0.003906,1384.6316688656807,3e-06,[216157]
RO,35,4514,0.007754,0.002365,1384.6316688656807,2e-06,[9009]
PH,20,4514,0.004431,0.000534,1384.6316688656807,0.0,[200866]
AT,10,4514,0.002216,0.000152,1384.6316688656807,0.0,"[1921, 207021, 205989]"
AU,3,4514,0.000665,4.6e-05,1384.6316688656807,0.0,"[133612, 133480]"
KH,3,4514,0.000665,4.6e-05,1384.6316688656807,0.0,[9902]
ES,2,4514,0.000443,3.1e-05,1384.6316688656807,0.0,[197606]
BG,2,4514,0.000443,3.1e-05,1384.6316688656807,0.0,[59711]
SE,2,4514,0.000444,3e-05,1384.6316688656807,0.0,"[201633, 30811]"
PL,2,4514,0.000444,3e-05,1384.6316688656807,0.0,"[15967, 201029]"
IE,1,4514,0.000222,1.5e-05,1384.6316688656807,0.0,[47720]
VU,1,4514,0.000222,1.5e-05,1384.6316688656807,0.0,[43357]
PA,1,4514,0.000222,1.5e-05,1384.6316688656807,0.0,[141039]
MY,1,4514,0.000222,0.0,1384.6316688656807,0.0,[4788]
