category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",41.0,26741.0,0.0015332261321566135,0.0,88.33258820836014,0.0
Community Groups and Nonprofits,16.0,31265.0,0.0005117543579082041,0.00061,1474.960701835794,4.135703407153628e-07
Computer and Information Technology,18618.0,31265.0,0.595490164720934,307.559545,1474.960701835794,0.20852050133756062
Construction and Real Estate,36.0,31265.0,0.0011514473052934592,3.104553,1474.960701835794,0.002104837773735905
Education and Research,88.0,31265.0,0.0028146489684951225,36.014915,1474.960701835794,0.024417542077680054
Finance and Insurance,21.0,31265.0,0.0006716775947545179,18.000030000000002,1474.960701835794,0.012203735311453695
"Freight, Shipment, and Postal Services",18.0,31265.0,0.0005757236526467296,2.000046,1474.960701835794,0.0013559995174858995
Government and Public Administration,45.0,26741.0,0.0016828091694401856,1.5e-05,88.33258820836014,1.698127531893189e-07
Health Care Services,13.0,31265.0,0.0004158004158004158,0.004516999999999999,1474.960701835794,3.062454473789006e-06
Manufacturing,6.0,4524.0,0.001326259946949602,4.000030000000001,1386.6281136274338,0.0028847172220790186
"Media, Publishing, and Broadcasting",9814.0,31265.0,0.3138973292819447,2.1763850000000002,1474.960701835794,0.0014755545671767296
"Museums, Libraries, and Entertainment",6.0,26741.0,0.00022437455592535805,0.0,88.33258820836014,0.0
None,350.0,31265.0,0.011194626579241964,96.09068900000003,1474.960701835794,0.06514796555623603
Other,38.0,31265.0,0.0012154166000319846,1.0005659999999998,1474.960701835794,0.0006783679041446028
"Retail Stores, Wholesale, and E-commerce Sites",1975.0,31265.0,0.06316967855429394,0.003968,1474.960701835794,2.6902411671451798e-06
Service,179.0,31265.0,0.005725251879098033,1004.004821,1474.960701835794,0.6806993703292408
Travel and Accommodation,1.0,4524.0,0.00022104332449160034,1.0,1386.6281136274338,0.0007211738967155292
