sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
None,2402,26864,0.08940499999999998,54.090221,87.33261935085571,0.619356,"[209641, 29182, 197992, 29014, 204916, 210644, 197619, 60781, 41405, 201217, 397031, 61317, 62217, 216435, 51115, 12876, 56630, 200827, 202888, 41717, 62282, 32934, 58777, 38, 44901, 48581, 51468, 55990, 134756, 204055, 205544, 203961, 200241, 208058, 61323, 61098, 198068, 140903, 197730, 197695, 197598, 149042, 140716, 140061, 138915, 138421, 137702, 137697, 8888, 7679, 6724, 11426, 9806, 9605, 9354, 2497, 513, 2635, 4802, 3389, 11917, 29222, 29097, 29066, 27823, 38631, 38365, 35492, 33760, 33363, 21100, 17511]"
Internet Service Provider (ISP),4813,26864,0.17913999999999997,20.436357000000005,87.33261935085571,0.234003,"[213220, 44812, 57043, 48261, 64267, 135981, 30721, 140810, 138652, 41378, 62874, 9009, 45609, 396356, 6939, 46841, 138997, 46562, 30633, 212238, 268972, 835, 56655, 51430, 30860, 33387, 6315, 55081, 5410, 133480, 577, 397373, 12167, 11990, 11878, 9498, 26527, 134094, 21859, 58541, 58453, 58057, 56046, 58487, 59437, 58542, 56041, 44974, 45430, 45474, 45727, 45758, 45899, 47447, 49544, 56040, 49981, 50113, 51873, 53356, 55410, 55644, 55818, 55836, 59605, 60294, 207996, 207375, 205766, 200738, 199752, 199244, 264642, 397423, 266768, 262459, 209453, 211786, 199274, 198571, 60893, 134238, 133798, 133159, 131445, 63835, 63410, 134771, 136188, 147049, 136959, 44066, 35826, 42487, 12306, 8781, 8697, 8560, 8422, 8342, 7922, 7713, 7545, 6805, 6762, 6718, 6697, 5606, 8943, 9002, 9121, 9824, 10474, 9930, 9929, 9924, 9829, 9808, 9299, 9534, 9500, 9381, 9312, 5432, 4837, 4835, 1299, 2527, 1955, 1930, 1680, 1653, 1547, 1257, 2860, 906, 852, 812, 701, 680, 3214, 4812, 4637, 4811, 4808, 4788, 4739, 4657, 4651, 3292, 4230, 4134, 3741, 3462, 3320, 3303, 12360, 12849, 29413, 29075, 28890, 28573, 28075, 27947, 25454, 24961, 24547, 24444, 29789, 30764, 30781, 40630, 38266, 38255, 38040, 174, 30798, 34665, 24400, 24309, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14080, 13999, 13285, 13030, 12859, 17185, 24203, 23884, 23724, 23693, 22822, 22697, 21575, 20853, 17378, 20473, 18001, 17639, 17501, 398565]"
Phone Provider,168,26864,0.006254,9.672119,87.33261935085571,0.11075,[395839]
Other,27,26864,0.001004,2.0002440000000004,87.33261935085571,0.022903000000000003,"[199925, 46997, 205212, 45090, 200351, 209114, 40994, 25148]"
Hosting and Cloud Provider,6387,26864,0.23775,1.0003360000000001,87.33261935085571,0.011455,"[53667, 13213, 13335, 16509, 262287, 40676, 58810, 49542, 48635, 54455, 55303, 204490, 202505, 200487, 395747, 213192, 135967, 142055, 6233, 35470, 16276, 14340]"
Software Development,2786,26864,0.10370600000000002,0.129071,87.33261935085571,0.001478,"[36492, 45027, 58466, 59504, 47583, 209622, 63949, 25923, 25532, 36351, 39122, 34762, 17428]"
Online Music and Video Streaming Services,9857,26864,0.36692199999999997,0.004122000000000001,87.33261935085571,4.7e-05,"[396982, 60068, 20940, 43614, 21342]"
Online Informational Content,15,26864,0.000558,9.8e-05,87.33261935085571,1e-06,[149485]
"Military, Defense, National Security, and International Affairs",37,26864,0.001377,1.5e-05,87.33261935085571,0.0,"[19969, 397232, 397226, 397224, 62571]"
"Law, Business, and Consulting Services",43,26864,0.0016,1.5e-05,87.33261935085571,0.0,"[205100, 210083, 1221, 15967]"
"Colleges, Universities, and Professional Schools",14,26864,0.00052,8e-06,87.33261935085571,0.0,"[1659, 204679, 4538, 24357]"
Computer and Network Security,290,26864,0.010795,5e-06,87.33261935085571,0.0,"[8100, 11019, 33438, 16625, 19551]"
"Law Enforcement, Public Safety, and Justice",3,26864,0.000112,0.0,87.33261935085571,0.0,[15130]
"Investment, Portfolio Management, Pensions and Funds",1,26864,3.7e-05,0.0,87.33261935085571,0.0,[134762]
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4,26864,0.000149,0.0,87.33261935085571,0.0,[208492]
"Government and Regulatory Agencies, Administrations, Departments, and Services",5,26864,0.000186,0.0,87.33261935085571,0.0,[134768]
"Recreation, Sports, and Performing Arts",6,26864,0.000223,0.0,87.33261935085571,0.0,"[131486, 137753]"
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6,26864,0.000223,0.0,87.33261935085571,0.0,"[211309, 210079, 16345]"
