sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
"Law, Business, and Consulting Services",90,4518,0.019918999999999996,1004.000244,1381.6280983686447,0.72668,"[397165, 47596, 209242, 61178, 200081, 15967]"
Internet Service Provider (ISP),654,4518,0.14474299999999998,190.221142,1381.6280983686447,0.137682,"[396356, 44812, 210107, 396319, 30633, 20473, 62240, 200373, 51659, 207990, 213220, 206873, 7018, 208626, 3175, 49392, 212521, 56534, 198571, 50902, 1239, 22773, 50113, 266732, 15317, 49981, 47447, 396113, 396362, 36992, 30721, 196968, 41108, 43317, 150445, 199669, 25145, 8772, 6939, 45609, 174, 53356, 38732, 28573, 36791, 33480, 58057, 202528, 9009, 15133, 40509, 136620, 16724, 263110, 32931, 203314, 51847, 20253, 20446, 41378, 212238, 46562, 56758, 9902, 197433, 14153, 140810, 62874, 59711, 133612, 394923, 133480, 211759, 63213, 51430, 52041, 55081, 6369, 47720, 43357, 201029, 200393, 400797, 30081, 209181, 139693, 7713, 6762, 4788, 4761, 4657, 58453]"
None,381,4518,0.08432199999999998,117.16424500000002,1381.6280983686447,0.084802,"[204916, 198231, 210695, 61317, 60781, 62217, 209641, 212477, 48108, 29182, 42692, 210852, 135605, 131910, 271991, 141444, 147057, 196733, 199614, 209146, 202235, 28753, 210842, 151814, 399558, 199186, 197730, 200021, 151407, 202911, 141173, 216157, 201217, 398668, 206981, 1921, 949, 60539, 50069, 207021, 208685, 205544, 33760, 201572, 197606, 38008, 48254, 197919, 40138, 37963, 201178, 211051, 58339, 399358, 61323, 216435, 216452, 54197, 202662, 202888, 151464, 141039, 140731, 138190]"
Software Development,447,4518,0.09893699999999998,27.639952,1381.6280983686447,0.020005000000000002,"[59504, 49581, 51837, 210499, 54113, 60703, 150347, 36492, 200866, 199974, 47583, 198412, 210937, 25923]"
"Investment, Portfolio Management, Pensions and Funds",16,4518,0.0035409999999999994,15.000015,1381.6280983686447,0.010857,"[209968, 51126, 201836]"
Hosting and Cloud Provider,1496,4518,0.33112000000000014,13.344438,1381.6280983686447,0.009659,"[49542, 204490, 58061, 43260, 53667, 16509, 13335, 50867, 40676, 13213, 206368]"
Other,72,4518,0.015934999999999998,6.177474000000001,1381.6280983686447,0.004471,"[211027, 56849, 133375, 199925, 400519, 46997, 205987, 60310, 205212, 205157, 205989, 201633, 30811, 207487]"
"Banks, Credit Card Companies, Mortgage Providers",3,4518,0.000664,3.0,1381.6280983686447,0.002171,[60389]
"Colleges, Universities, and Professional Schools",2,4518,0.000442,2.0,1381.6280983686447,0.001448,"[4538, 46019]"
Buildings (Residential or Commercial),15,4518,0.00332,1.006851,1381.6280983686447,0.000729,"[52042, 151338]"
Elementary and Secondary Schools,1,4518,0.000221,1.0,1381.6280983686447,0.000724,[56434]
"Metal, Glass, Wood, and Paper Manufacturing",1,4518,0.000221,1.0,1381.6280983686447,0.000724,[44477]
Online Music and Video Streaming Services,10,4518,0.002213,0.039062,1381.6280983686447,2.8e-05,[33905]
Computer and Network Security,1307,4518,0.289287,0.019897,1381.6280983686447,1.4e-05,"[36183, 19551, 16625]"
Online Informational Content,5,4518,0.001107,0.007859,1381.6280983686447,6e-06,"[61112, 199465, 206843]"
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13,4518,0.002877,0.006836,1381.6280983686447,5e-06,[270410]
Real Estate (Residential and/or Commercial),3,4518,0.000664,4.6e-05,1381.6280983686447,0.0,[39900]
Electronics and Computer Components,1,4518,0.000221,1.5e-05,1381.6280983686447,0.0,[23145]
Chemical and Pharmaceutical Manufacturing,1,4518,0.000221,1.5e-05,1381.6280983686447,0.0,[203635]
