sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
None,2409,26765,0.089996,54.090221,89.332344180658,0.605494,"[209641, 29182, 197992, 29014, 204916, 210644, 60781, 197619, 41405, 201217, 397031, 62217, 61317, 216435, 56630, 51115, 12876, 200827, 202888, 41717, 62282, 32934, 58777, 44901, 51468, 48581, 55990, 61098, 208058, 205544, 204055, 203961, 200241, 210842, 134756, 61323, 198068, 197730, 197695, 197598, 149042, 140903, 137697, 140716, 140061, 138915, 138421, 137702, 38, 8888, 7679, 6724, 11426, 9806, 9605, 9354, 2635, 2497, 513, 4802, 3389, 11917, 29222, 29097, 29066, 27823, 33363, 38631, 38365, 33760, 35492, 17511, 21100]"
Internet Service Provider (ISP),4815,26765,0.17987399999999998,22.436357,89.332344180658,0.251152,"[44812, 213220, 57043, 48261, 30633, 64267, 135981, 30721, 140810, 138652, 41378, 62874, 9009, 45609, 396356, 6939, 138997, 46841, 46562, 835, 33387, 51430, 268972, 56655, 212238, 6315, 30860, 55081, 133480, 5410, 577, 397373, 12167, 11990, 21859, 26527, 134094, 11878, 9498, 58453, 45758, 45727, 58487, 59437, 58542, 45430, 45474, 58541, 55836, 58057, 49544, 49981, 50113, 51873, 53356, 47447, 56046, 55410, 55644, 55818, 45899, 44974, 56040, 56041, 60294, 60893, 207996, 207375, 205766, 200738, 200222, 209453, 264642, 397423, 266768, 262459, 211786, 199752, 199274, 199244, 133159, 134771, 44066, 134238, 133798, 136188, 131445, 63835, 63410, 136959, 198571, 147049, 43766, 5432, 8943, 8781, 8697, 8560, 8422, 8342, 7922, 7713, 7545, 6805, 6762, 6718, 6697, 8966, 9002, 9121, 9824, 10474, 9930, 9929, 9924, 9829, 9808, 9299, 9534, 9500, 9381, 9312, 5606, 4837, 12306, 4835, 2527, 2519, 1955, 1930, 1680, 1547, 1299, 1257, 906, 852, 812, 701, 680, 2860, 3214, 3292, 4651, 4812, 4811, 4808, 4788, 4739, 4657, 4637, 3303, 4230, 4134, 3741, 3462, 3320, 12360, 24547, 30781, 30764, 29789, 29413, 29075, 28890, 28573, 28075, 27947, 30798, 38255, 42487, 40630, 38266, 38040, 174, 35826, 34665, 24961, 24444, 12849, 24400, 17185, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14080, 13999, 13030, 17378, 17501, 22697, 24309, 24203, 23884, 23724, 23693, 22822, 21575, 20853, 20473, 18001, 17639, 398565]"
Phone Provider,168,26765,0.006277,9.672119,89.332344180658,0.108271,[395839]
Other,27,26765,0.001008,2.0002440000000004,89.332344180658,0.022390000000000004,"[199925, 205212, 46997, 45090, 200351, 209114, 25148, 40994]"
Hosting and Cloud Provider,6350,26765,0.237249,1.000306,89.332344180658,0.011197,"[53667, 13213, 13335, 262287, 16509, 40676, 58810, 49542, 48635, 54455, 55303, 204490, 202505, 200487, 395747, 213192, 135967, 142055, 6233, 35470, 16276, 14340]"
Software Development,2785,26765,0.104054,0.128827,89.332344180658,0.001442,"[36492, 45027, 59504, 58466, 47583, 209622, 63949, 25923, 25532, 39122, 36351, 34762, 17428]"
Online Music and Video Streaming Services,9786,26765,0.36562500000000003,0.004122000000000001,89.332344180658,4.599999999999999e-05,"[396982, 60068, 20940, 43614, 25019, 21342]"
Online Informational Content,15,26765,0.00056,9.8e-05,89.332344180658,1e-06,[149485]
"Military, Defense, National Security, and International Affairs",37,26765,0.0013809999999999998,1.5e-05,89.332344180658,0.0,"[19969, 397232, 397226, 397224, 62571]"
"Law, Business, and Consulting Services",43,26765,0.001605,1.5e-05,89.332344180658,0.0,"[205100, 210083, 1221, 15967]"
"Colleges, Universities, and Professional Schools",14,26765,0.0005229999999999999,8e-06,89.332344180658,0.0,"[1659, 204679, 4538, 24357]"
Computer and Network Security,290,26765,0.010835,5e-06,89.332344180658,0.0,"[8100, 11019, 33438, 16625, 19551]"
"Metal, Glass, Wood, and Paper Manufacturing",1,26765,3.7e-05,0.0,89.332344180658,0.0,[44477]
"Law Enforcement, Public Safety, and Justice",3,26765,0.000112,0.0,89.332344180658,0.0,[15130]
"Investment, Portfolio Management, Pensions and Funds",1,26765,3.7e-05,0.0,89.332344180658,0.0,[134762]
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4,26765,0.000149,0.0,89.332344180658,0.0,[208492]
"Government and Regulatory Agencies, Administrations, Departments, and Services",5,26765,0.000187,0.0,89.332344180658,0.0,[134768]
"Recreation, Sports, and Performing Arts",6,26765,0.000224,0.0,89.332344180658,0.0,"[131486, 137753]"
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6,26765,0.000223,0.0,89.332344180658,0.0,"[211309, 210079, 16345]"
