category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Service,136,4530,0.030024999999999996,1004.0048369999998,1384.8156747221947,0.725009,"[397165, 47596, 209242, 61178, 200081, 400519, 131662, 15967, 205989, 201633, 138190]"
Computer and Information Technology,3988,4530,0.880378,257.243694,1384.8156747221947,0.18575,"[396356, 44812, 210107, 396319, 30633, 20473, 59504, 62240, 49581, 200373, 51837, 49542, 61317, 60781, 62217, 51659, 204490, 207990, 213220, 208626, 212477, 48108, 198571, 206873, 7018, 3175, 29182, 49392, 212521, 56534, 50902, 58061, 1239, 22773, 54113, 50113, 135605, 15317, 49981, 266732, 47447, 396113, 396362, 60703, 210499, 199669, 30721, 28753, 202235, 196968, 196733, 150347, 41108, 209146, 43260, 43317, 150445, 25145, 36992, 53667, 8772, 6939, 45609, 16509, 36183, 174, 13335, 53356, 58057, 38732, 28573, 33480, 36791, 202990, 202528, 36492, 9009, 19551, 15133, 50867, 40509, 200866, 199974, 136620, 47583, 16724, 32931, 263110, 51847, 203314, 20253, 20446, 41378, 1921, 212238, 46562, 949, 40676, 60539, 207021, 56758, 14153, 205544, 197433, 208685, 9902, 13213, 133612, 198412, 62874, 140810, 59711, 37963, 201178, 48254, 61323, 211759, 63213, 210937, 51430, 52041, 394923, 6369, 55081, 133480, 43357, 201029, 200393, 206368, 30811, 400797, 141039, 209181, 47720, 139693, 25923, 30081, 6762, 7713, 4788, 4761, 4657, 58453, 16625]"
None,285,4530,0.06292199999999999,89.27032300000002,1384.8156747221947,0.064464,"[204916, 198231, 210695, 42692, 210852, 131910, 271991, 147057, 199614, 210842, 151814, 199186, 197730, 200021, 151407, 202911, 216157, 201217, 33760, 197606, 197919, 211051, 54197, 216435, 216452, 399358, 151464, 202662, 202888]"
Finance and Insurance,19,4530,0.004195,18.000015,1384.8156747221947,0.012998,"[209968, 60389, 51126, 201836]"
Education and Research,23,4530,0.005079,6.014907,1384.8156747221947,0.004343,"[209641, 56434, 4538, 46019, 270410, 141173, 60310, 206981, 140731]"
Manufacturing,6,4530,0.0013250000000000002,4.000030000000001,1384.8156747221947,0.002888,"[44477, 51259, 203635, 23145]"
"Freight, Shipment, and Postal Services",5,4530,0.001104,2.000046,1384.8156747221947,0.001444,"[56849, 205157]"
"Media, Publishing, and Broadcasting",19,4530,0.004196,1.1721649999999997,1384.8156747221947,0.000846,"[211027, 33905, 61112, 199465, 398668, 206843]"
Construction and Real Estate,28,4530,0.006182000000000001,1.104553,1384.8156747221947,0.000797,"[52042, 399558, 199925, 151338, 39900]"
Other,11,4530,0.0024300000000000003,1.0001539999999998,1384.8156747221947,0.000722,"[141444, 50069, 40138, 38008]"
Travel and Accommodation,1,4530,0.000221,1.0,1384.8156747221947,0.000722,[133375]
"Retail Stores, Wholesale, and E-commerce Sites",5,4530,0.001105,0.003967000000000001,1384.8156747221947,3e-06,"[205987, 201572, 58339, 207487]"
Community Groups and Nonprofits,2,4530,0.000442,0.000488,1384.8156747221947,0.0,[205212]
Health Care Services,2,4530,0.000442,0.000488,1384.8156747221947,0.0,[46997]
