category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Computer and Information Technology,14670,26864,0.546055,43.323736000000004,87.33261935085571,0.496074,"[395839, 29182, 213220, 44812, 57043, 29014, 48261, 53667, 60781, 64267, 135981, 30721, 36492, 140810, 41405, 138652, 41378, 62874, 13213, 9009, 13335, 45609, 16509, 61317, 62217, 396356, 262287, 6939, 46841, 138997, 46562, 30633, 212238, 268972, 45027, 835, 51115, 12876, 56655, 56630, 51430, 30860, 200827, 33387, 6315, 55081, 5410, 133480, 577, 8100, 397373, 62282, 40676, 12167, 11990, 11878, 9498, 26527, 134094, 21859, 58541, 58453, 58466, 58057, 56046, 59504, 58487, 58810, 58777, 59437, 58542, 56041, 49542, 44901, 44974, 45090, 45430, 45474, 45727, 45758, 45899, 47447, 47583, 48635, 49544, 56040, 49981, 50113, 51468, 51873, 53356, 54455, 55303, 55410, 55644, 55818, 55836, 55990, 59605, 134756, 60294, 204055, 207996, 207375, 205766, 205544, 204490, 203961, 202505, 200738, 200487, 199752, 199244, 264642, 397423, 395747, 266768, 262459, 209453, 213192, 211786, 209622, 199274, 198571, 60893, 134238, 133798, 133159, 131445, 135967, 63949, 63835, 63410, 61323, 61098, 134771, 136188, 198068, 140903, 197695, 147049, 142055, 140716, 136959, 140061, 138915, 138421, 137702, 137697, 44066, 35826, 42487, 12306, 8888, 8781, 8697, 8560, 8422, 8342, 7922, 7713, 7545, 6805, 6762, 6724, 6718, 6697, 6233, 5606, 8943, 9002, 9121, 9824, 11019, 10474, 9930, 9929, 9924, 9829, 9808, 9299, 9806, 9534, 9500, 9381, 9312, 5432, 4837, 4835, 1299, 2527, 1955, 1930, 1680, 1653, 1547, 1257, 2860, 906, 852, 812, 701, 680, 513, 3214, 4812, 4637, 4811, 4808, 4802, 4788, 4739, 4657, 4651, 3292, 4230, 4134, 3741, 3462, 3320, 3303, 12360, 12849, 29413, 29222, 29097, 29075, 29066, 28890, 28573, 28075, 27947, 27823, 25923, 25532, 25454, 25148, 24961, 24547, 24444, 29789, 30764, 30781, 36351, 40630, 39122, 38365, 38266, 38255, 38040, 174, 30798, 35470, 34762, 34665, 33438, 24400, 24309, 16276, 15943, 15802, 15600, 15169, 15133, 15108, 16625, 14522, 14340, 14080, 13999, 13285, 13030, 12859, 17185, 24203, 21100, 23884, 23724, 23693, 22822, 22697, 21575, 20853, 17378, 20473, 19551, 18001, 17639, 17501, 17428, 398565]"
Education and Research,65,26864,0.002419,30.000008,87.33261935085571,0.343514,"[209641, 1659, 204679, 200351, 4538, 24357]"
None,72,26864,0.002676,12.00396,87.33261935085571,0.137449,"[197992, 204916, 210644, 197619, 201217, 216435, 202888, 41717, 200241, 197730, 197598, 149042, 7679, 9605, 9354, 2497, 38631, 33760, 17511]"
Construction and Real Estate,8,26864,0.00029699999999999996,2.0,87.33261935085571,0.022901,"[199925, 211309, 210079, 16345]"
"Media, Publishing, and Broadcasting",9878,26864,0.367702,0.004220000000000001,87.33261935085571,4.8e-05,"[396982, 60068, 149485, 20940, 43614, 11426, 2635, 33363, 21342]"
Other,27,26864,0.001005,0.000412,87.33261935085571,5e-06,[397031]
Community Groups and Nonprofits,14,26864,0.000521,0.000122,87.33261935085571,1e-06,"[205212, 208492, 35492]"
Health Care Services,10,26864,0.000372,0.000122,87.33261935085571,1e-06,"[46997, 38]"
Government and Public Administration,45,26864,0.0016749999999999998,1.5e-05,87.33261935085571,0.0,"[19969, 397232, 397226, 397224, 134768, 62571, 15130]"
Service,44,26864,0.001637,1.5e-05,87.33261935085571,0.0,"[205100, 210083, 1221, 40994, 15967]"
"Retail Stores, Wholesale, and E-commerce Sites",1970,26864,0.07333199999999998,1e-06,87.33261935085571,0.0,"[32934, 48581, 209114, 11917]"
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",42,26864,0.001563,0.0,87.33261935085571,0.0,[208058]
Finance and Insurance,1,26864,3.7e-05,0.0,87.33261935085571,0.0,[134762]
"Freight, Shipment, and Postal Services",12,26864,0.000447,0.0,87.33261935085571,0.0,[3389]
"Museums, Libraries, and Entertainment",6,26864,0.000223,0.0,87.33261935085571,0.0,"[131486, 137753]"
