category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",41.0,26771.0,0.001531507975047626,0.0,87.33235606785561,0.0
Community Groups and Nonprofits,16.0,31294.0,0.0005112801175944271,0.00061,1474.9487662040785,4.1357368742366094e-07
Computer and Information Technology,18659.0,31294.0,0.5962484821371509,306.559327,1474.9487662040785,0.20784405128115718
Construction and Real Estate,36.0,31294.0,0.0011503802645874608,3.104553,1474.9487662040785,0.002104854806577359
Education and Research,88.0,31294.0,0.0028120406467693486,36.014915,1474.9487662040785,0.024417739670163474
Finance and Insurance,21.0,31294.0,0.0006710551543426855,18.000030000000002,1474.9487662040785,0.012203834066945116
"Freight, Shipment, and Postal Services",18.0,31294.0,0.0005751901322937304,2.000046,1474.9487662040785,0.0013560104905523665
Government and Public Administration,45.0,26771.0,0.0016809233872473945,1.5e-05,87.33235606785561,1.717576471696845e-07
Health Care Services,14.0,31294.0,0.0004473701028951237,0.004516999999999999,1474.9487662040785,3.0624792558896333e-06
Manufacturing,6.0,4523.0,0.0013265531726730046,4.000030000000001,1387.6164101362228,0.002882662651422028
"Media, Publishing, and Broadcasting",9801.0,31294.0,0.3131910270339362,2.176384,1474.9487662040785,0.001475565829721077
"Museums, Libraries, and Entertainment",6.0,26771.0,0.0002241231182996526,0.0,87.33235606785561,0.0
None,348.0,31294.0,0.011120342557678789,97.07897000000003,1474.9487662040785,0.06581853703965733
Other,38.0,31294.0,0.0012142902792867643,1.0005659999999998,1474.9487662040785,0.0006783733936569553
"Retail Stores, Wholesale, and E-commerce Sites",1978.0,31294.0,0.06320700453761105,0.003968,1474.9487662040785,2.690262937208339e-06
Service,178.0,31294.0,0.005687991308238001,1004.004821,1474.9487662040785,0.680704878708365
Travel and Accommodation,1.0,4523.0,0.00022109219544550078,1.0,1387.6164101362228,0.0007206602579035727
