category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Computer and Information Technology,14637,26765,0.5468369999999999,45.32346199999999,89.332344180658,0.5073529999999999,"[395839, 44812, 29182, 213220, 57043, 29014, 48261, 30633, 53667, 60781, 64267, 135981, 30721, 36492, 140810, 41405, 138652, 41378, 62874, 13213, 9009, 45609, 13335, 62217, 61317, 396356, 262287, 6939, 138997, 46841, 46562, 16509, 56630, 835, 45027, 33387, 51430, 51115, 12876, 268972, 56655, 200827, 212238, 6315, 30860, 55081, 133480, 5410, 577, 8100, 397373, 12167, 62282, 40676, 11990, 21859, 26527, 134094, 11878, 9498, 58453, 45090, 58810, 58777, 59504, 58466, 45758, 45727, 58487, 59437, 58542, 45430, 45474, 58541, 55836, 58057, 47583, 49542, 49544, 48635, 49981, 44901, 50113, 51468, 51873, 53356, 47447, 56046, 54455, 55303, 55410, 55644, 55818, 45899, 44974, 55990, 56040, 56041, 60294, 60893, 61098, 207996, 207375, 205766, 205544, 204490, 204055, 203961, 202505, 200738, 200487, 200222, 209453, 264642, 397423, 395747, 266768, 262459, 209622, 213192, 211786, 199752, 199274, 199244, 133159, 134771, 44066, 134756, 134238, 133798, 136188, 131445, 63949, 63835, 63410, 61323, 135967, 136959, 198571, 142055, 198068, 197695, 147049, 140903, 137697, 140716, 140061, 138915, 138421, 137702, 43766, 5432, 8943, 8888, 8781, 8697, 8560, 8422, 8342, 7922, 7713, 7545, 6805, 6762, 6724, 6718, 6697, 6233, 8966, 9002, 9121, 9824, 11019, 10474, 9930, 9929, 9924, 9829, 9808, 9299, 9806, 9534, 9500, 9381, 9312, 5606, 4837, 12306, 4835, 2527, 2519, 1955, 1930, 1680, 1547, 1299, 1257, 906, 852, 812, 701, 680, 513, 2860, 3214, 3292, 4651, 4812, 4811, 4808, 4802, 4788, 4739, 4657, 4637, 3303, 4230, 4134, 3741, 3462, 3320, 12360, 24547, 30781, 30764, 29789, 29413, 29222, 29097, 29075, 29066, 28890, 28573, 28075, 27947, 27823, 25923, 25532, 25148, 30798, 33438, 38255, 42487, 40630, 39122, 38365, 38266, 38040, 174, 36351, 35826, 35470, 34762, 34665, 24961, 24444, 12849, 24400, 17185, 16625, 16276, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14340, 14080, 13999, 13030, 17378, 17428, 17501, 22697, 24309, 24203, 23884, 23724, 23693, 22822, 21575, 21100, 20853, 20473, 19551, 18001, 17639, 398565]"
Education and Research,65,26765,0.002428,30.000008,89.332344180658,0.335825,"[209641, 1659, 204679, 200351, 4538, 24357]"
None,74,26765,0.0027629999999999994,12.00396,89.332344180658,0.134373,"[197992, 204916, 210644, 197619, 201217, 216435, 202888, 41717, 200241, 210842, 197730, 197598, 149042, 7679, 9605, 9354, 2497, 38631, 33760, 17511]"
Construction and Real Estate,8,26765,0.0002979999999999999,2.0,89.332344180658,0.022388,"[199925, 211309, 210079, 16345]"
"Media, Publishing, and Broadcasting",9807,26765,0.36641,0.004220000000000001,89.332344180658,4.7e-05,"[396982, 60068, 149485, 20940, 11426, 2635, 43614, 25019, 33363, 21342]"
Other,27,26765,0.001009,0.000412,89.332344180658,5e-06,[397031]
Community Groups and Nonprofits,14,26765,0.000523,0.000122,89.332344180658,1e-06,"[205212, 208492, 35492]"
Health Care Services,11,26765,0.000411,0.000122,89.332344180658,1e-06,"[46997, 38]"
Government and Public Administration,45,26765,0.0016799999999999999,1.5e-05,89.332344180658,0.0,"[19969, 134768, 397232, 397226, 397224, 62571, 15130]"
Service,44,26765,0.001642,1.5e-05,89.332344180658,0.0,"[205100, 210083, 1221, 40994, 15967]"
"Retail Stores, Wholesale, and E-commerce Sites",1971,26765,0.07364,1e-06,89.332344180658,0.0,"[32934, 48581, 209114, 11917]"
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",42,26765,0.001569,0.0,89.332344180658,0.0,[208058]
Finance and Insurance,1,26765,3.7e-05,0.0,89.332344180658,0.0,[134762]
"Freight, Shipment, and Postal Services",12,26765,0.000448,0.0,89.332344180658,0.0,[3389]
Manufacturing,1,26765,3.7e-05,0.0,89.332344180658,0.0,[44477]
"Museums, Libraries, and Entertainment",6,26765,0.000224,0.0,89.332344180658,0.0,"[131486, 137753]"
