org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
EpicUp Holdings Inc,62,4335,0.014302,992.0,1387.4797216057777,0.714965,[397165],['US'],['Service'],"['Law, Business, and Consulting Services']"
"RACKTECH CO., LTD.",101,4335,0.023299,66.3125,1387.4797216057777,0.047793,[204916],['TH'],['None'],['None']
Latitude.sh,2,4335,0.000461,32.0,1387.4797216057777,0.023063,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,29,4335,0.00669,29.0,1387.4797216057777,0.020901,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,22,4335,0.005075,22.0,1387.4797216057777,0.015856,[210107],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kew Solutions Unipessoal Lda,18,4335,0.004151,18.0,1387.4797216057777,0.012972,"[209968, 52042, 51126, 56849]",['PT'],"['Finance and Insurance' 'Construction and Real Estate'
 'Freight, Shipment, and Postal Services']","['Investment, Portfolio Management, Pensions and Funds'
 'Buildings (Residential or Commercial)' 'Other']"
Oxylabs,1,4335,0.000231,16.0,1387.4797216057777,0.011532,[396319],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Leaseweb USA, Inc.",15,4335,0.0034609999999999997,14.000015,1387.4797216057777,0.010091,"[30633, 396362]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"The Constant Company, LLC",18,4335,0.004152,13.000076,1387.4797216057777,0.00937,[20473],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Sprint,11,4335,0.002537,11.0,1387.4797216057777,0.007928,[1239],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
LLC Vpsville,12,4335,0.002768,9.1875,1387.4797216057777,0.006622,[59504],['RU'],['Computer and Information Technology'],['Software Development']
Clouvider Limited,30,4335,0.00692,9.000549,1387.4797216057777,0.006487,[62240],['GB'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Dmitrii Vladimirovich Malkov,9,4335,0.0020759999999999997,9.0,1387.4797216057777,0.0064860000000000004,"[210695, 210852]",['RU'],['None'],['None']
IT Express Ltd.,9,4335,0.002076,7.000031,1387.4797216057777,0.005045,[47596],['UA'],['Service'],"['Law, Business, and Consulting Services']"
"AT&T Services, Inc.",7,4335,0.001615,7.0,1387.4797216057777,0.005045,[7018],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Ferdinand Zink trading as Tube-Hosting,7,4335,0.001615,7.0,1387.4797216057777,0.005045,[49581],['DE'],['Computer and Information Technology'],['Software Development']
LLC Baxet,8,4335,0.001846,6.000031,1387.4797216057777,0.004324,"[51659, 49392]",['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
LeaseWeb Netherlands B.V.,6,4335,0.001384,6.0,1387.4797216057777,0.004324,[60781],['NL'],['Computer and Information Technology'],['None']
ArtPlanet LLC,6,4335,0.001384,6.0,1387.4797216057777,0.004324,[49542],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Netex Limited,6,4335,0.001384,6.0,1387.4797216057777,0.004324,[51837],['HK'],['Computer and Information Technology'],['Software Development']
Vinters IT Ltd,7,4335,0.001615,4.000275,1387.4797216057777,0.002883,[62217],['GB'],['Computer and Information Technology'],['None']
HostRoyale Technologies Pvt Ltd,4,4335,0.000923,4.0,1387.4797216057777,0.002883,[207990],['IN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
3xK Tech GmbH,4,4335,0.000923,4.0,1387.4797216057777,0.0028829999999999997,"[198571, 200373]",['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kontel LLC,4,4335,0.000923,4.0,1387.4797216057777,0.002883,[204490],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Hivelocity Inc,12,4335,0.002768,3.012955,1387.4797216057777,0.002172,[61317],['US'],['Computer and Information Technology'],['None']
"Cloudflare London, LLC",17,4335,0.003922,3.000214,1387.4797216057777,0.002162,[209242],['US'],['Service'],"['Law, Business, and Consulting Services']"
Delta Ltd,7,4335,0.001615,3.000061,1387.4797216057777,0.002162,[213220],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
STARK INDUSTRIES SOLUTIONS LTD,3,4335,0.000692,3.0,1387.4797216057777,0.002162,[44477],['GB'],['Manufacturing'],"['Metal, Glass, Wood, and Paper Manufacturing']"
I-SERVERS LTD,3,4335,0.000692,3.0,1387.4797216057777,0.002162,[209641],['GB'],['Education and Research'],['None']
Sole trader Malkov Dmitrii Vladimirovich,3,4335,0.000692,3.0,1387.4797216057777,0.002162,[48108],['RU'],['Computer and Information Technology'],['None']
Manir LLC,3,4335,0.000692,3.0,1387.4797216057777,0.002162,[60389],['RU'],['Finance and Insurance'],"['Banks, Credit Card Companies, Mortgage Providers']"
Al Asmary Abdullah Ibrahim A,3,4335,0.000692,3.0,1387.4797216057777,0.002162,[210499],['SA'],['Computer and Information Technology'],['Software Development']
JSC IOT,3,4335,0.000692,3.0,1387.4797216057777,0.002162,[29182],['RU'],['Computer and Information Technology'],['None']
RoyaleHosting BV,3,4335,0.000692,3.0,1387.4797216057777,0.002162,[212477],['NL'],['Computer and Information Technology'],['None']
Perfect Cloud Technologies LLC,4,4335,0.000923,2.125,1387.4797216057777,0.001532,[211027],['RU'],"['Media, Publishing, and Broadcasting']",['Other']
Comfortel Ltd.,3,4335,0.000692,2.000015,1387.4797216057777,0.001441,[56534],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Malkov D.V.,3,4335,0.000692,2.000015,1387.4797216057777,0.001441,[212521],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Cox Communications Inc.,2,4335,0.000461,2.0,1387.4797216057777,0.001441,[22773],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
ServTech LTD,2,4335,0.000461,2.0,1387.4797216057777,0.001441,[208626],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Overweb Srl,2,4335,0.000461,2.0,1387.4797216057777,0.001441,[42692],['IT'],['None'],['None']
DNS0.EU A.D.,2,4335,0.000461,2.0,1387.4797216057777,0.001441,[50902],['FR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Scalaxy B.V.,2,4335,0.000461,2.0,1387.4797216057777,0.001441,[58061],['LV'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Citytelecom LLC,2,4335,0.000461,2.0,1387.4797216057777,0.001441,[3175],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Fastly, Inc.",141,4335,0.032526,1.439758,1387.4797216057777,0.001038,[54113],['US'],['Computer and Information Technology'],['Software Development']
Free Range Cloud Hosting Inc.,3,4335,0.000692,1.003922,1387.4797216057777,0.000724,[53356],['CA'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
NTX Technologies s.r.o.,2,4335,0.000461,1.000015,1387.4797216057777,0.000721,[50113],['CZ'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Serverel Inc.,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[15317],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
MULTIDIST SARL,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[60703],['FR'],['Computer and Information Technology'],['Software Development']
Okay-Telecom Ltd.,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[199669],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Fiberocity Ltd,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[199614],['GB'],['None'],['None']
Netversor GmbH,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[200081],['DE'],['Service'],"['Law, Business, and Consulting Services']"
MRGROUP INVESTMENTS LIMITED,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[61178],['CY'],['Service'],"['Law, Business, and Consulting Services']"
SORACOM. INC.,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[131910],['JP'],['None'],['None']
MOACK.Co.LTD,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[135605],['KR'],['Computer and Information Technology'],['None']
Modesco LLC,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[56434],['RU'],['Education and Research'],['Elementary and Secondary Schools']
SatGate LLC,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[30721],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
SIA VEESP,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[43317],['LV'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
RODRIGUEZ PEDRO ALBERTO JUAN,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[271991],['AR'],['None'],['None']
23M GmbH,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[47447],['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
SIXNET OPERATION LTD,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[198231],['GB'],['None'],['None']
Ilm-Provider UG (haftungsbeschraenkt),1,4335,0.000231,1.0,1387.4797216057777,0.000721,[196968],['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Leaseweb Deutschland GmbH,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[28753],['DE'],['Computer and Information Technology'],['None']
Getechbrothers,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[150445],['LT'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
FIBERTEL PERU S.A.,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[266732],['PE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
TEKNOTEL TELEKOMUNIKASYON SANAYI VE TICARET A.S.,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[25145],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Planisware Singapore Pte. Ltd,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[150347],['SG'],['Computer and Information Technology'],['Software Development']
hosTELyon SAS,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[209146],['FR'],['Computer and Information Technology'],['None']
WorldStream B.V.,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[49981],['NL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Wicked Networks Limited,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[141444],['HK'],['Other'],['None']
Arcus Novus UAB,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[51259],['LT'],['Manufacturing'],['Electronics and Computer Components']
BAI Communications Inc.,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[396113],['CA'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"CHUAN KAI INTERNATIONAL CO., LTD",1,4335,0.000231,1.0,1387.4797216057777,0.000721,[133375],['TW'],['Travel and Accommodation'],['Other']
UK On-line Agri-sales Limited,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[202235],['GB'],['Computer and Information Technology'],['None']
China Education and Research Network Center,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[4538],['CN'],['Education and Research'],"['Colleges, Universities, and Professional Schools']"
DGN TEKNOLOJI A.S.,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[43260],['TR'],['Computer and Information Technology'],['Hosting and Cloud Provider']
DNT Solutions,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[147057],['PK'],['None'],['None']
First Root UG (haftungsbeschraenkt),1,4335,0.000231,1.0,1387.4797216057777,0.000721,[41108],['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Eskisehir Bilisim Iletisim San. ve Tic. A.S.,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[196733],['TR'],['Computer and Information Technology'],['None']
ETISALAT MISR,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[36992],['EG'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Rohmad Kumiadin,125,4335,0.028835,0.601807,1387.4797216057777,0.000434,[210842],['ID'],['None'],['None']
FranTech Solutions,5,4335,0.001153,0.3125,1387.4797216057777,0.000225,[53667],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Baoshuo Network,1,4335,0.000231,0.0625,1387.4797216057777,4.5e-05,[151814],['CN'],['None'],['None']
Differ Communications Limited,1,4335,0.000231,0.0625,1387.4797216057777,4.5e-05,[399558],['CA'],['Construction and Real Estate'],['None']
Hurricane Electric LLC,1,4335,0.000231,0.0625,1387.4797216057777,4.5e-05,[6939],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Bharti Airtel Limited,165,4335,0.038062,0.039597,1387.4797216057777,2.9e-05,[45609],['IN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Akamai International B.V.,10,4335,0.002307,0.039062,1387.4797216057777,2.8e-05,[33905],['NL'],"['Media, Publishing, and Broadcasting']",['Online Music and Video Streaming Services']
Phan Nhat Nghi,9,4335,0.002076,0.035156,1387.4797216057777,2.5e-05,[199925],['VG'],['Construction and Real Estate'],['Other']
"Amazon.com, Inc.",1175,4335,0.27105,0.020218,1387.4797216057777,1.5e-05,[16509],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
"Akamai Technologies, Inc.",1123,4335,0.259055,0.01712,1387.4797216057777,1.2e-05,"[36183, 16625]",['US'],['Computer and Information Technology'],['Computer and Network Security']
Cogent Communications,6,4335,0.001384,0.015656,1387.4797216057777,1.1e-05,[174],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
KIRILL ZINOV,4,4335,0.000923,0.015625,1387.4797216057777,1.1e-05,[199186],['RU'],['None'],['None']
"Cloudflare, Inc.",247,4335,0.056978,0.009949,1387.4797216057777,7e-06,[13335],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
BWE CAPITAL LIMITED,2,4335,0.000461,0.007812,1387.4797216057777,6e-06,[197730],['VG'],['None'],['None']
POLONETWORK LIMITED,14,4335,0.00323,0.006851,1387.4797216057777,5e-06,[151338],['HK'],['Construction and Real Estate'],['Buildings (Residential or Commercial)']
Infosimples Ltda.,13,4335,0.002999,0.006836,1387.4797216057777,5e-06,[270410],['BR'],['Education and Research'],"['Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)']"
Developed Methods LLC,41,4335,0.009458,0.004517,1387.4797216057777,3e-06,[400519],['US'],['Service'],['Other']
Tianhong Peng,2,4335,0.000461,0.003922,1387.4797216057777,3e-06,[200021],['CN'],['None'],['None']
AKILE LTD,2,4335,0.000461,0.003922,1387.4797216057777,3e-06,[61112],['GB'],"['Media, Publishing, and Broadcasting']",['Online Informational Content']
Miku Network Technology Limited,2,4335,0.000461,0.003922,1387.4797216057777,3e-06,[211759],['HK'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Hytron Network Services Limited,2,4335,0.000462,0.003921,1387.4797216057777,3e-06,"[151407, 202662]",['HK'],['None'],['None']
Web Werks,1,4335,0.000231,0.003906,1387.4797216057777,3e-06,[33480],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Web42 Solutions Ltd,1,4335,0.000231,0.003906,1387.4797216057777,3e-06,[202990],['GB'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Lilith Network INC.,1,4335,0.000231,0.003906,1387.4797216057777,3e-06,[202528],['CA'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
PaoPaoYu Network LTD.,1,4335,0.000231,0.003906,1387.4797216057777,3e-06,[202911],['CA'],['None'],['None']
Adrian Paschkowski,1,4335,0.000231,0.003906,1387.4797216057777,3e-06,[205987],['DE'],"['Retail Stores, Wholesale, and E-commerce Sites']",['Other']
CMC Telecom Infrastructure Company,1,4335,0.000231,0.003906,1387.4797216057777,3e-06,[38732],['VN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
SteveYi Experiment Network,1,4335,0.000231,0.003906,1387.4797216057777,3e-06,[141173],['TW'],['Education and Research'],['None']
FeiYa Network LTD.,1,4335,0.000231,0.003906,1387.4797216057777,3e-06,[199465],['US'],"['Media, Publishing, and Broadcasting']",['Online Informational Content']
Portland Internet Hosting LLC,1,4335,0.000231,0.003906,1387.4797216057777,3e-06,[36791],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Nightfall Networks, LLC",1,4335,0.000231,0.003906,1387.4797216057777,3e-06,[60310],['US'],['Education and Research'],['Other']
Claro NXT Telecomunicacoes Ltda,1,4335,0.000231,0.003906,1387.4797216057777,3e-06,[28573],['BR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Google LLC,221,4335,0.05098,0.003372,1387.4797216057777,2e-06,[36492],['US'],['Computer and Information Technology'],['Software Development']
M247 Europe SRL,34,4335,0.007843,0.002121,1387.4797216057777,2e-06,[9009],['RO'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Edgecast Inc.,89,4335,0.020531,0.001358,1387.4797216057777,1e-06,"[15133, 14153]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
NetAssist LLC,5,4335,0.001153,0.001221,1387.4797216057777,1e-06,[8772],['UA'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Incapsula Inc,80,4335,0.018454,0.001221,1387.4797216057777,1e-06,[19551],['US'],['Computer and Information Technology'],['Computer and Network Security']
HOSTKEY B.V.,4,4335,0.000923,0.000977,1387.4797216057777,1e-06,[50867],['NL'],['Computer and Information Technology'],['Hosting and Cloud Provider']
"Fly.io, Inc.",46,4335,0.010611,0.000702,1387.4797216057777,1e-06,[40509],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
