country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio
AE,1.0,37445.0,2.670583522499666e-05,0.0,20.022785014083787,0.0
AR,9.0,41802.0,0.00021530070331563083,1.0,1407.568302518299,0.0007104450975564644
AT,9.0,41802.0,0.00021530070331563083,7.6e-05,1407.568302518299,5.39938274142913e-08
AU,52.0,41802.0,0.001243959619156978,2.2e-05,1407.568302518299,1.5629792146242215e-08
BE,242.0,37445.0,0.006462812124449192,0.0,20.022785014083787,0.0
BG,3.0,41802.0,7.176690110521028e-05,3.1e-05,1407.568302518299,2.20237980242504e-08
BH,1.0,37445.0,2.670583522499666e-05,0.0,20.022785014083787,0.0
BR,202.0,41802.0,0.004832304674417492,0.011028999999999999,1407.568302518299,7.835498980950245e-06
BY,33.0,37445.0,0.0008812925624248899,0.0,20.022785014083787,0.0
BZ,1.0,37445.0,2.670583522499666e-05,0.0,20.022785014083787,0.0
CA,113.0,41802.0,0.002703219941629587,1.0751340000000005,1407.568302518299,0.0007638236795162721
CH,35.0,37445.0,0.0009347042328748832,0.0,20.022785014083787,0.0
CN,192.0,41802.0,0.004593081670733458,1.0664980000000002,1407.568302518299,0.0007576882756537743
CO,1.0,37445.0,2.670583522499666e-05,0.0,20.022785014083787,0.0
CY,933.0,41802.0,0.022319506243720397,1.00032,1407.568302518299,0.0007106724399876825
CZ,5.0,41802.0,0.00011961150184201712,1.000015,1407.568302518299,0.0007104557542329278
DE,982.0,41802.0,0.023491698961772164,16.003936000000003,1407.568302518299,0.011369917872807415
DK,31.0,37445.0,0.0008278808919748965,0.0,20.022785014083787,0.0
EC,13.0,37445.0,0.0003471758579249566,0.0,20.022785014083787,0.0
EE,2.0,37445.0,5.341167044999332e-05,0.0,20.022785014083787,0.0
EG,1.0,4357.0,0.00022951572182694515,1.0,1387.5455175042152,0.0007206970779587143
ES,3.0,41802.0,7.176690110521028e-05,3.1e-05,1407.568302518299,2.20237980242504e-08
FI,1.0,37445.0,2.670583522499666e-05,0.0,20.022785014083787,0.0
FR,70.0,41802.0,0.0016745610257882398,4.0,1407.568302518299,0.0028417803902258576
GB,693.0,41802.0,0.016578154155303573,26.010062000000005,1407.568302518299,0.01847872103503969
HK,86.0,41802.0,0.0020573178316826944,7.015344000000001,1407.568302518299,0.0049840167524721575
HR,1.0,37445.0,2.670583522499666e-05,0.0,20.022785014083787,0.0
HU,1.0,37445.0,2.670583522499666e-05,0.0,20.022785014083787,0.0
ID,307.0,41802.0,0.007344146213099851,0.601807,1407.568302518299,0.0004275508328251632
IE,10.0,41802.0,0.00023922300368403425,1.5e-05,1407.568302518299,1.0656676463346965e-08
IL,6.0,37445.0,0.00016023501134997998,0.0,20.022785014083787,0.0
IN,344.0,41802.0,0.008229271326730778,4.039674,1407.568302518299,0.002869966589026313
IT,96.0,41802.0,0.002296540835366729,2.0,1407.568302518299,0.0014208901951129288
JO,1.0,37445.0,2.670583522499666e-05,0.0,20.022785014083787,0.0
JP,27.0,41802.0,0.0006459021099468925,1.007812,1407.568302518299,0.0007159950946585754
KR,1.0,4357.0,0.00022951572182694515,1.0,1387.5455175042152,0.0007206970779587143
LK,3.0,37445.0,8.011750567498999e-05,0.0,20.022785014083787,0.0
LT,6.0,41802.0,0.00014353380221042057,2.000003,1407.568302518299,0.0014208923264482215
LV,3.0,4357.0,0.0006885471654808355,3.0,1387.5455175042152,0.002162091233876143
MD,13.0,37445.0,0.0003471758579249566,0.0,20.022785014083787,0.0
MX,11.0,37445.0,0.0002937641874749633,0.0,20.022785014083787,0.0
MY,27.0,41802.0,0.0006459021099468925,0.0,1407.568302518299,0.0
NL,14256.0,41802.0,0.3410363140519592,11.040154000000001,1407.568302518299,0.007843423285568392
NO,3.0,41802.0,7.176690110521028e-05,3.1e-05,1407.568302518299,2.20237980242504e-08
NP,4.0,37445.0,0.00010682334089998664,0.0,20.022785014083787,0.0
NZ,31.0,37445.0,0.0008278808919748965,0.0,20.022785014083787,0.0
PA,2.0,41802.0,4.784460073680685e-05,1.5e-05,1407.568302518299,1.0656676463346965e-08
PE,2.0,41802.0,4.784460073680685e-05,1.0,1407.568302518299,0.0007104450975564644
PH,21.0,41802.0,0.0005023683077364719,0.000534,1407.568302518299,3.79377682095152e-07
PK,1.0,4357.0,0.00022951572182694515,1.0,1387.5455175042152,0.0007206970779587143
PL,8.0,41802.0,0.0001913784029472274,3e-05,1407.568302518299,2.131335292669393e-08
PT,60.0,41802.0,0.0014353380221042056,19.0,1407.568302518299,0.013498456853572824
QA,11.0,37445.0,0.0002937641874749633,0.0,20.022785014083787,0.0
RO,310.0,41802.0,0.007415913114205062,0.002166,1407.568302518299,1.5388240813073019e-06
RU,238.0,41802.0,0.005693507487680016,97.765794,1407.568302518299,0.0694572290560152
SA,4.0,41802.0,9.56892014736137e-05,3.0,1407.568302518299,0.0021313352926693933
SC,4.0,37445.0,0.00010682334089998664,0.0,20.022785014083787,0.0
SE,76.0,41802.0,0.0018180948279986604,3e-05,1407.568302518299,2.131335292669393e-08
SG,3.0,41802.0,7.176690110521028e-05,1.0,1407.568302518299,0.0007104450975564644
TH,139.0,41802.0,0.0033251997512080762,66.375,1407.568302518299,0.047155793350310324
TR,45.0,41802.0,0.001076503516578154,25.000031,1407.568302518299,0.017761149462709635
TW,13.0,41802.0,0.0003109899047892445,1.0039069999999999,1407.568302518299,0.0007132208065526174
UA,16.0,41802.0,0.0003827568058944548,7.000092,1407.568302518299,0.004973181043844226
US,19936.0,41802.0,0.4769149801444907,1101.497615,1407.568302518299,0.7825535805468878
VG,2015.0,41802.0,0.0482034352423329,0.042968,1407.568302518299,3.052640495180616e-05
VN,22.0,41802.0,0.0005262906081048754,0.008091,1407.568302518299,5.748211284329353e-06
VU,1.0,4357.0,0.00022951572182694515,1.5e-05,1387.5455175042152,1.0810456169380716e-08
ZA,10.0,37445.0,0.00026705835224996664,0.0,20.022785014083787,0.0
