category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",41.0,37190.0,0.001102446894326432,0.0,23.96051337996702,0.0
Community Groups and Nonprofits,28.0,42030.0,0.0006661908160837497,16.067063,2711.4781988529317,0.005925573366880485
Computer and Information Technology,14167.0,42030.0,0.3370687604092315,1199.309835,2711.4781988529317,0.44230849265443406
Construction and Real Estate,2051.0,42030.0,0.04879847727813467,19.104949000000005,2711.4781988529317,0.007045953387374531
Education and Research,244.0,42030.0,0.0058053771115869615,23.019149,2711.4781988529317,0.00848952022175139
Finance and Insurance,23.0,42030.0,0.0005472281703545087,36.000015000000005,2711.4781988529317,0.013276896349463371
"Freight, Shipment, and Postal Services",19.0,42030.0,0.00045205805377111584,18.000046,2711.4781988529317,0.00663846237362881
Government and Public Administration,42.0,37190.0,0.00112933584296854,0.0,23.96051337996702,0.0
Health Care Services,74.0,42030.0,0.001760647156792767,0.000488,2711.4781988529317,1.7997563108065716e-07
Manufacturing,16.0,4840.0,0.003305785123966942,40.25003,2687.517685472965,0.014976656792833932
"Media, Publishing, and Broadcasting",22845.0,42030.0,0.5435403283369022,35.42658299999999,2711.4781988529317,0.013065413181262866
"Museums, Libraries, and Entertainment",6.0,37190.0,0.00016133369185264857,0.0,23.96051337996702,0.0
None,489.0,42030.0,0.011634546752319772,155.29024599999994,2711.4781988529317,0.0572714344764764
Other,13.0,42030.0,0.00030930287889602666,1.000169,2711.4781988529317,0.00036886485033260207
"Retail Stores, Wholesale, and E-commerce Sites",1760.0,42030.0,0.04187485129669284,32.004074,2711.4781988529317,0.011803183228077977
Service,210.0,42030.0,0.004996431120628123,1118.0051270000006,2711.4781988529317,0.4123231112361381
Travel and Accommodation,2.0,4840.0,0.00041322314049586776,1.000015,2687.517685472965,0.00037209615601990417
