category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Computer and Information Technology,10030,37468,0.26771999999999996,12.022502,19.022740133634365,0.6320049999999999,"[29182, 395839, 57043, 64267, 30721, 36492, 138652, 41378, 62874, 140810, 13213, 45609, 62217, 9009, 61317, 138997, 262287, 30633, 268972, 40509, 46841, 55081, 396356, 133480, 16509, 54113, 46562, 40676, 62282, 12167, 11990, 8100, 9498, 11878, 6939, 26527, 45027, 397373, 134094, 58487, 60294, 61323, 56046, 60893, 56630, 60781, 42487, 56655, 41405, 56041, 58057, 59605, 58453, 59504, 59437, 58777, 58466, 58542, 58541, 44901, 56040, 49542, 45090, 45474, 44812, 45727, 45758, 45899, 47447, 44066, 47583, 48261, 48635, 49544, 55990, 42846, 49981, 50113, 51115, 51430, 51468, 51873, 53356, 53667, 54455, 55410, 55644, 44974, 55836, 55818, 209453, 207996, 207375, 206774, 205766, 205544, 205125, 204957, 202505, 200827, 209622, 200487, 397423, 395747, 266768, 213220, 213192, 212772, 212238, 211786, 200738, 63023, 137702, 136959, 136188, 135981, 135967, 134771, 134756, 41357, 133798, 131445, 63949, 63835, 63410, 137697, 200222, 138421, 199752, 199274, 199244, 198068, 197695, 147049, 140903, 140716, 140061, 138915, 134238, 38266, 41000, 6233, 9121, 9002, 8943, 8888, 8781, 8697, 8657, 8560, 8422, 8342, 8283, 7922, 6805, 6762, 6724, 6718, 9299, 9312, 9929, 12849, 12360, 12306, 11019, 10474, 9924, 9381, 9829, 9824, 9808, 9806, 9534, 9500, 6697, 5606, 5432, 1955, 1930, 1680, 1653, 1547, 1299, 1257, 852, 835, 812, 701, 680, 577, 513, 2860, 3214, 3292, 4657, 5410, 4837, 4835, 4812, 4811, 4808, 4788, 4651, 3303, 4637, 4230, 4134, 3462, 3320, 12859, 12874, 12876, 13030, 29789, 29413, 29222, 29097, 29075, 29066, 29014, 28890, 28573, 28075, 27947, 27823, 25923, 25532, 25454, 25148, 24961, 30781, 30798, 30860, 35826, 40630, 39122, 38365, 174, 38255, 36351, 35470, 34762, 34665, 33438, 33387, 24547, 24444, 24400, 15133, 16276, 15943, 15802, 15600, 15169, 17185, 15108, 14522, 14340, 14080, 13999, 13335, 13285, 16625, 17378, 24309, 24203, 23724, 22822, 22697, 21859, 21575, 21100, 17428, 20853, 20473, 19551, 18001, 17501, 398565]"
None,192,37468,0.005123,7.0000269999999984,19.022740133634365,0.367981,"[204916, 202888, 197992, 41717, 149151, 140824, 216435, 216271, 210644, 197619, 197598, 149042, 7679, 9354, 9605, 2497, 38631, 33760, 17511]"
"Media, Publishing, and Broadcasting",23049,37468,0.6151639999999999,0.00010099999999999999,19.022740133634365,4.9999999999999996e-06,"[60068, 20940, 396982, 43614, 149485, 11426, 33363, 21342]"
Community Groups and Nonprofits,18,37468,0.00048,9.2e-05,19.022740133634365,5e-06,"[205212, 208492, 35492]"
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",41,37468,0.001094,0.0,19.022740133634365,0.0,[208058]
Construction and Real Estate,2009,37468,0.05362,0.0,19.022740133634365,0.0,"[210079, 199925, 16345]"
Education and Research,210,37468,0.005606000000000001,0.0,19.022740133634365,0.0,"[209641, 204679, 200351, 1659, 4538, 24357]"
Finance and Insurance,1,37468,2.7e-05,0.0,19.022740133634365,0.0,[134762]
"Freight, Shipment, and Postal Services",13,37468,0.000347,0.0,19.022740133634365,0.0,[3389]
Government and Public Administration,42,37468,0.0011200000000000003,0.0,19.022740133634365,0.0,"[62571, 397232, 397226, 397220, 134768, 15130, 19969]"
Health Care Services,74,37468,0.001975,0.0,19.022740133634365,0.0,"[46997, 38]"
"Museums, Libraries, and Entertainment",6,37468,0.00016,0.0,19.022740133634365,0.0,"[131486, 137753]"
Other,1,37468,2.7e-05,0.0,19.022740133634365,0.0,[397031]
"Retail Stores, Wholesale, and E-commerce Sites",1736,37468,0.046333000000000006,0.0,19.022740133634365,0.0,"[48581, 209114, 11917, 32934]"
Service,46,37468,0.0012289999999999998,0.0,19.022740133634365,0.0,"[205100, 210083, 40994, 1221, 15967]"
