sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
"Law, Business, and Consulting Services",92,4359,0.021104,1004.000275,1391.48391777277,0.7215330000000001,"[397165, 47596, 209242, 61178, 200081, 15967, 201626]"
Internet Service Provider (ISP),642,4359,0.147266,199.157695,1391.48391777277,0.14313,"[396356, 44812, 210107, 396319, 30633, 20473, 1239, 62240, 7018, 198571, 51659, 207990, 213220, 49392, 56534, 212521, 50902, 208626, 3175, 22773, 53356, 50113, 199669, 25145, 49981, 396362, 30721, 15317, 396113, 266732, 150445, 36992, 196968, 41108, 43317, 47447, 64080, 6939, 45609, 174, 38732, 211759, 33480, 28573, 202528, 36791, 9009, 15133, 8772, 40509, 136620, 16724, 263110, 203314, 20253, 20446, 41378, 212238, 46562, 56758, 14153, 62874, 59711, 140810, 209181, 394923, 6369, 30081, 43357, 47720, 51430, 52041, 55081, 200393, 63213, 201029, 400797, 197433, 139693, 133480, 6762, 4788, 4761, 4657, 58453]"
None,362,4359,0.08303499999999997,115.08937200000003,1391.48391777277,0.08271300000000001,"[204916, 210695, 60781, 62217, 61317, 48108, 212477, 209641, 29182, 42692, 210852, 196733, 202235, 209146, 28753, 271991, 147057, 141444, 135605, 199614, 131910, 198231, 210842, 399558, 151814, 199186, 197730, 200021, 151407, 141173, 202911, 201217, 206981, 398668, 949, 50069, 60539, 207021, 208685, 205544, 33760, 201572, 197919, 197606, 37963, 38008, 201178, 40138, 48254, 216452, 399358, 211051, 216435, 61323, 58339, 47952, 54197, 203283, 202888, 151464, 141039]"
Software Development,437,4359,0.10025099999999999,28.632003,1391.48391777277,0.020576999999999998,"[59504, 49581, 51837, 210499, 54113, 60703, 150347, 36492, 200866, 199974, 47583, 198412, 210937, 25923]"
"Investment, Portfolio Management, Pensions and Funds",16,4359,0.0036699999999999997,15.000015,1391.48391777277,0.010780000000000001,"[209968, 51126, 201836]"
Hosting and Cloud Provider,1458,4359,0.3344799999999999,13.351639,1391.48391777277,0.009597,"[49542, 204490, 58061, 43260, 53667, 16509, 13335, 202990, 212168, 50867, 40676, 13213]"
Other,72,4359,0.016515999999999996,5.173598000000001,1391.48391777277,0.0037169999999999994,"[211027, 56849, 133375, 199925, 400519, 205987, 60310, 205212, 46997, 205157, 398962, 207487, 30811, 205989, 201633]"
"Metal, Glass, Wood, and Paper Manufacturing",3,4359,0.000688,3.0,1391.48391777277,0.002156,[44477]
"Banks, Credit Card Companies, Mortgage Providers",3,4359,0.000688,3.0,1391.48391777277,0.002156,[60389]
Buildings (Residential or Commercial),16,4359,0.003671,2.006851,1391.48391777277,0.001442,"[52042, 151338]"
Electronics and Computer Components,2,4359,0.000458,1.000015,1391.48391777277,0.000719,"[51259, 23145]"
Elementary and Secondary Schools,1,4359,0.000229,1.0,1391.48391777277,0.000719,[56434]
"Colleges, Universities, and Professional Schools",1,4359,0.000229,1.0,1391.48391777277,0.000719,[4538]
Online Music and Video Streaming Services,10,4359,0.002294,0.039062,1391.48391777277,2.8e-05,[33905]
Computer and Network Security,1222,4359,0.280339,0.018630999999999998,1391.48391777277,1.4e-05,"[36183, 19551, 16625]"
Online Informational Content,5,4359,0.001147,0.007859,1391.48391777277,6e-06,"[61112, 199465, 206843]"
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13,4359,0.002982,0.006836,1391.48391777277,5e-06,[270410]
Real Estate (Residential and/or Commercial),3,4359,0.000688,4.6e-05,1391.48391777277,0.0,[39900]
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",1,4359,0.000229,1.5e-05,1391.48391777277,0.0,[131662]
