country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio
AE,1.0,37468.0,2.6689441656880537e-05,0.0,19.022740133634365,0.0
AR,10.0,41852.0,0.00023893720730192106,1.0,1417.5609486778887,0.0007054370402434309
AT,8.0,41852.0,0.00019114976584153686,7.6e-05,1417.5609486778887,5.361321505850076e-08
AU,52.0,41852.0,0.0012424734779699896,2.2e-05,1417.5609486778887,1.5519614885355483e-08
BE,241.0,37468.0,0.00643215543930821,0.0,19.022740133634365,0.0
BG,3.0,41852.0,7.168116219057631e-05,3.1e-05,1417.5609486778887,2.1868548247546362e-08
BH,1.0,37468.0,2.6689441656880537e-05,0.0,19.022740133634365,0.0
BR,256.0,41852.0,0.006116792506929179,0.011028999999999999,1417.5609486778887,7.7802651168448e-06
BY,32.0,37468.0,0.0008540621330201772,0.0,19.022740133634365,0.0
BZ,1.0,37468.0,2.6689441656880537e-05,0.0,19.022740133634365,0.0
CA,113.0,41852.0,0.002699990442511708,1.0751340000000005,1417.5609486778887,0.0007584393468250812
CH,37.0,37468.0,0.00098750934130458,0.0,19.022740133634365,0.0
CN,192.0,41852.0,0.004587594380196884,1.0664980000000002,1417.5609486778887,0.0007523471925455388
CO,1.0,37468.0,2.6689441656880537e-05,0.0,19.022740133634365,0.0
CY,934.0,41852.0,0.022316735161999425,1.00032,1417.5609486778887,0.000705662780096309
CZ,5.0,41852.0,0.00011946860365096053,1.000015,1417.5609486778887,0.0007054476217990347
DE,1005.0,41852.0,0.024013189333843065,16.003936000000003,1417.5609486778887,0.011289769244085295
DK,31.0,37468.0,0.0008273726913632966,0.0,19.022740133634365,0.0
EC,13.0,37468.0,0.000346962741539447,0.0,19.022740133634365,0.0
EE,4.0,37468.0,0.00010675776662752215,0.0,19.022740133634365,0.0
EG,1.0,4384.0,0.0002281021897810219,1.0,1398.5382085442543,0.0007150323057965683
ES,3.0,41852.0,7.168116219057631e-05,3.1e-05,1417.5609486778887,2.1868548247546362e-08
FI,1.0,37468.0,2.6689441656880537e-05,0.0,19.022740133634365,0.0
FR,70.0,41852.0,0.0016725604511134474,4.0,1417.5609486778887,0.0028217481609737237
GB,699.0,41852.0,0.016701710790404282,33.010047,1417.5609486778887,0.02328650985397655
HK,84.0,41852.0,0.002007072541336137,7.011437,1417.5609486778887,0.004946127365133281
HR,1.0,37468.0,2.6689441656880537e-05,0.0,19.022740133634365,0.0
HU,1.0,37468.0,2.6689441656880537e-05,0.0,19.022740133634365,0.0
ID,308.0,41852.0,0.0073592659848991685,0.601807,1417.5609486778887,0.0004245369488777785
IE,11.0,41852.0,0.00026283092803211315,1.5e-05,1417.5609486778887,1.0581555603651465e-08
IL,6.0,37468.0,0.00016013664994128323,0.0,19.022740133634365,0.0
IN,344.0,41852.0,0.008219439931186085,4.039674,1417.5609486778887,0.0028497356701083416
IT,96.0,41852.0,0.002293797190098442,2.0,1417.5609486778887,0.0014108740804868619
JO,1.0,37468.0,2.6689441656880537e-05,0.0,19.022740133634365,0.0
JP,27.0,41852.0,0.0006451304597151869,1.007812,1417.5609486778887,0.0007109479144018126
KR,1.0,4384.0,0.0002281021897810219,1.0,1398.5382085442543,0.0007150323057965683
LK,3.0,37468.0,8.006832497064162e-05,0.0,19.022740133634365,0.0
LT,6.0,41852.0,0.00014336232438115262,2.000003,1417.5609486778887,0.0014108761967979826
LV,3.0,4384.0,0.0006843065693430657,3.0,1398.5382085442543,0.002145096917389705
MD,15.0,37468.0,0.0004003416248532081,0.0,19.022740133634365,0.0
MX,6.0,37468.0,0.00016013664994128323,0.0,19.022740133634365,0.0
MY,27.0,41852.0,0.0006451304597151869,0.0,1417.5609486778887,0.0
NL,14287.0,41852.0,0.3413695880722546,11.040154000000001,1417.5609486778887,0.007788133561591676
NO,2.0,37468.0,5.337888331376107e-05,0.0,19.022740133634365,0.0
