category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",41.0,37562.0,0.0010915286725946434,0.0,17.022715834511622,0.0
Community Groups and Nonprofits,22.0,41921.0,0.0005247966413014956,0.000611,1408.5066336072816,4.33792774149162e-07
Computer and Information Technology,13947.0,41921.0,0.3326972161923618,280.192242,1408.5066336072816,0.19892859239321334
Construction and Real Estate,2038.0,41921.0,0.048615252498747645,2.104553000000001,1408.5066336072816,0.0014941732965858294
Education and Research,231.0,41921.0,0.005510364733665705,5.014892,1408.5066336072816,0.0035604319357421263
Finance and Insurance,20.0,41921.0,0.00047708785572863244,18.000015,1408.5066336072816,0.012779503177702994
"Freight, Shipment, and Postal Services",18.0,41921.0,0.0004293790701557692,2.000046,1408.5066336072816,0.001419976272939337
Government and Public Administration,43.0,37562.0,0.0011447739736968213,0.0,17.022715834511622,0.0
Health Care Services,75.0,41921.0,0.0017890794589823717,0.000488,1408.5066336072816,3.464662418736351e-07
Manufacturing,5.0,4359.0,0.0011470520761642578,4.000015,1391.48391777277,0.002874639763284138
"Media, Publishing, and Broadcasting",23062.0,41921.0,0.5501300064406861,2.172267,1408.5066336072816,0.0015422483275330241
"Museums, Libraries, and Entertainment",6.0,37562.0,0.00015973590330653318,0.0,17.022715834511622,0.0
None,463.0,41921.0,0.01104458386011784,89.01253800000002,1408.5066336072816,0.06319639246002899
Other,12.0,41921.0,0.0002862527134371795,1.0001539999999998,1408.5066336072816,0.0007100811427764008
"Retail Stores, Wholesale, and E-commerce Sites",1755.0,41921.0,0.041864459340187496,0.003967,1408.5066336072816,2.8164581588375217e-06
Service,182.0,41921.0,0.004341499487130555,1004.004837,1408.5066336072816,0.7128151284802082
Travel and Accommodation,1.0,4359.0,0.00022941041523285156,1.0,1391.48391777277,0.0007186572458563624
