category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Computer and Information Technology,10151,37577,0.270165,12.022767,18.0229904217014,0.667078,"[29182, 57043, 395839, 64267, 30721, 36492, 138652, 41378, 62874, 36183, 140810, 13213, 45609, 62217, 9009, 138997, 61317, 262287, 30633, 46841, 268972, 55081, 396356, 133480, 16509, 46562, 62282, 12167, 40676, 54113, 11990, 8100, 9498, 45027, 397373, 134094, 6939, 11878, 26527, 59437, 58777, 58542, 50113, 45090, 59605, 45474, 58541, 58487, 58466, 59504, 44901, 44974, 58057, 44812, 60294, 44066, 60781, 60893, 43766, 61098, 42846, 61323, 58453, 45758, 45727, 55644, 51115, 51430, 51468, 51873, 53356, 53667, 49544, 49542, 54455, 48635, 55410, 55818, 49981, 55836, 48261, 47583, 55990, 56040, 56041, 56046, 47447, 56630, 56655, 45899, 134756, 209622, 209453, 207996, 207375, 206774, 205766, 205544, 205125, 204957, 202505, 200738, 210107, 397423, 395747, 266768, 213220, 213192, 212772, 212238, 211786, 200827, 200487, 63023, 137697, 136959, 136188, 135981, 135967, 134771, 134238, 133798, 131445, 63949, 63835, 63410, 137702, 138421, 138915, 199752, 199274, 199244, 198068, 197695, 147049, 142055, 140903, 140716, 140061, 42487, 38365, 41405, 5606, 8943, 8888, 8781, 8697, 8657, 8560, 8422, 8342, 8283, 7922, 6805, 6762, 6724, 6718, 6697, 6315, 9002, 9121, 9312, 9924, 12360, 12306, 11019, 10474, 9929, 9829, 9824, 9808, 9806, 9534, 9500, 9381, 6233, 5432, 41000, 5410, 1955, 1930, 1680, 1653, 1547, 1299, 1257, 852, 835, 812, 701, 680, 577, 513, 2860, 3214, 3292, 4651, 4837, 4835, 4812, 4811, 4808, 4788, 4657, 4637, 3303, 4230, 4134, 3741, 3462, 3320, 12849, 12859, 12874, 12876, 30781, 29789, 29413, 29222, 29097, 29075, 29066, 29014, 28890, 28573, 28075, 27947, 27823, 25923, 25532, 25148, 24961, 30798, 30860, 36351, 40630, 39122, 174, 38266, 38255, 35826, 35470, 34762, 34665, 33438, 33387, 24547, 24444, 24400, 15133, 16276, 15943, 15802, 15600, 15169, 17185, 15108, 14522, 14340, 14080, 13999, 13335, 13030, 16625, 17378, 24309, 24203, 23724, 22822, 22697, 21859, 21575, 21100, 17428, 20853, 20473, 19551, 18001, 17501, 398565]"
None,190,37577,0.005057000000000001,5.000026999999999,18.0229904217014,0.27742399999999995,"[204916, 197992, 202888, 41717, 149151, 140824, 216435, 210644, 210403, 197619, 197598, 149042, 7679, 9354, 9605, 2497, 38631, 33760, 17511]"
Finance and Insurance,2,37577,5.4e-05,1.0,18.0229904217014,0.055485,"[209968, 134762]"
"Media, Publishing, and Broadcasting",23027,37577,0.612795,0.00010099999999999999,18.0229904217014,4.9999999999999996e-06,"[60068, 20940, 396982, 43614, 149485, 11426, 33363, 21342]"
Community Groups and Nonprofits,18,37577,0.000478,9.2e-05,18.0229904217014,5e-06,"[205212, 208492, 35492]"
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",41,37577,0.001091,0.0,18.0229904217014,0.0,[208058]
Construction and Real Estate,2009,37577,0.053463000000000004,0.0,18.0229904217014,0.0,"[210079, 199925, 16345]"
Education and Research,210,37577,0.005589,0.0,18.0229904217014,0.0,"[204679, 209641, 200351, 1659, 4538, 24357]"
"Freight, Shipment, and Postal Services",13,37577,0.000346,0.0,18.0229904217014,0.0,[3389]
Government and Public Administration,43,37577,0.0011440000000000003,0.0,18.0229904217014,0.0,"[62571, 397232, 397226, 397220, 134768, 15130, 19969]"
Health Care Services,73,37577,0.0019420000000000001,0.0,18.0229904217014,0.0,"[46997, 38]"
"Museums, Libraries, and Entertainment",6,37577,0.00016,0.0,18.0229904217014,0.0,"[137753, 131486]"
Other,1,37577,2.7e-05,0.0,18.0229904217014,0.0,[397031]
"Retail Stores, Wholesale, and E-commerce Sites",1747,37577,0.046492000000000006,0.0,18.0229904217014,0.0,"[48581, 209114, 11917, 32934]"
Service,46,37577,0.001225,0.0,18.0229904217014,0.0,"[205100, 210083, 1221, 40994, 15967]"
