sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
"Law, Business, and Consulting Services",92,4335,0.021223999999999993,1004.000275,1387.4797216057777,0.7236139999999999,"[397165, 47596, 209242, 61178, 200081, 15967, 201626]"
Internet Service Provider (ISP),638,4335,0.14718400000000004,197.153774,1387.4797216057777,0.142097,"[396356, 44812, 210107, 396319, 20473, 30633, 1239, 62240, 7018, 51659, 207990, 213220, 198571, 49392, 56534, 212521, 50902, 3175, 22773, 208626, 53356, 50113, 200373, 15317, 36992, 25145, 49981, 266732, 396113, 396362, 43317, 196968, 41108, 199669, 30721, 150445, 47447, 6939, 45609, 174, 211759, 33480, 202528, 36791, 38732, 28573, 9009, 15133, 8772, 40509, 136620, 16724, 263110, 203314, 20253, 20446, 41378, 212238, 46562, 56758, 14153, 140810, 62874, 59711, 394923, 6369, 400797, 209181, 43357, 55081, 52041, 51430, 63213, 133480, 139693, 47720, 30081, 197433, 201029, 200393, 4788, 4657, 4761, 6762, 58453]"
None,366,4335,0.08443399999999997,114.09334000000004,1387.4797216057777,0.082231,"[204916, 210695, 60781, 62217, 61317, 29182, 48108, 209641, 212477, 42692, 210852, 131910, 135605, 271991, 209146, 141444, 202235, 199614, 198231, 196733, 28753, 147057, 210842, 151814, 399558, 199186, 197730, 200021, 141173, 151407, 202911, 201217, 206981, 398668, 50069, 949, 60539, 207021, 208685, 1921, 33760, 197606, 201572, 201178, 37963, 38008, 40138, 197919, 48254, 205544, 211051, 216435, 216452, 399358, 54197, 61323, 47952, 141039, 151464, 58339, 202662, 202888, 203283]"
Software Development,438,4335,0.101038,28.632018000000002,1387.4797216057777,0.020635,"[59504, 49581, 51837, 210499, 54113, 60703, 150347, 36492, 200866, 199974, 47583, 198412, 210937, 25923]"
"Investment, Portfolio Management, Pensions and Funds",15,4335,0.00346,14.000015,1387.4797216057777,0.01009,"[209968, 51126, 201836]"
Hosting and Cloud Provider,1454,4335,0.33541,13.347688,1387.4797216057777,0.009619999999999998,"[49542, 204490, 58061, 43260, 53667, 16509, 13335, 202990, 50867, 40676, 13213]"
Other,72,4335,0.016609999999999993,5.173598000000001,1387.4797216057777,0.003728,"[211027, 56849, 133375, 199925, 400519, 60310, 205987, 46997, 205212, 205157, 398962, 201633, 30811, 207487, 205989]"
"Metal, Glass, Wood, and Paper Manufacturing",3,4335,0.000692,3.0,1387.4797216057777,0.002162,[44477]
"Banks, Credit Card Companies, Mortgage Providers",3,4335,0.000692,3.0,1387.4797216057777,0.002162,[60389]
Buildings (Residential or Commercial),16,4335,0.003691,2.006851,1387.4797216057777,0.001446,"[52042, 151338]"
Electronics and Computer Components,2,4335,0.000462,1.000015,1387.4797216057777,0.000721,"[51259, 23145]"
Elementary and Secondary Schools,1,4335,0.000231,1.0,1387.4797216057777,0.000721,[56434]
"Colleges, Universities, and Professional Schools",1,4335,0.000231,1.0,1387.4797216057777,0.000721,[4538]
Online Music and Video Streaming Services,10,4335,0.002307,0.039062,1387.4797216057777,2.8e-05,[33905]
Computer and Network Security,1203,4335,0.277509,0.018341,1387.4797216057777,1.3000000000000001e-05,"[36183, 19551, 16625]"
Online Informational Content,5,4335,0.001153,0.007859,1387.4797216057777,6e-06,"[61112, 199465, 206843]"
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13,4335,0.002999,0.006836,1387.4797216057777,5e-06,[270410]
Real Estate (Residential and/or Commercial),3,4335,0.000692,4.6e-05,1387.4797216057777,0.0,[39900]
