category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Computer and Information Technology,10039,37445,0.268115,13.022547,20.022785014083787,0.6503840000000001,"[29182, 395839, 57043, 62240, 64267, 30721, 36492, 138652, 41378, 62874, 140810, 13213, 16509, 45609, 62217, 9009, 61317, 138997, 262287, 30633, 46841, 268972, 55081, 396356, 133480, 54113, 40676, 12167, 62282, 46562, 11990, 8100, 26527, 45027, 134094, 11878, 9498, 397373, 6939, 51468, 53356, 54455, 53667, 51873, 266768, 55410, 55644, 55990, 55818, 58453, 59437, 58777, 58542, 58541, 58487, 58466, 58057, 55836, 56630, 56046, 56041, 56040, 51430, 49542, 51115, 43766, 45474, 45090, 44974, 44901, 44812, 44066, 50113, 42846, 42487, 41405, 397423, 41357, 41000, 45727, 45758, 45899, 47447, 395747, 47583, 48261, 48635, 59605, 49544, 49981, 59504, 205766, 213220, 198068, 209622, 138915, 209453, 140061, 140716, 140903, 147049, 199244, 213192, 199274, 199752, 200487, 200738, 200827, 202505, 207996, 207375, 205125, 206774, 138421, 137702, 137697, 60294, 60781, 205544, 61098, 212238, 61323, 211786, 63023, 63410, 63835, 63949, 131445, 133798, 134238, 134756, 134771, 135967, 135981, 136188, 136959, 60893, 40630, 12859, 9002, 8943, 8888, 8781, 8697, 8657, 8560, 8422, 8342, 8283, 7922, 6805, 6762, 6724, 6718, 6697, 9121, 9299, 9312, 9924, 12360, 12306, 11019, 10474, 9929, 9829, 9824, 9808, 9806, 9534, 9500, 9381, 6233, 5606, 5432, 1257, 1955, 1930, 1921, 1680, 1547, 1299, 2860, 852, 835, 812, 701, 680, 577, 513, 3214, 5410, 4651, 4837, 4835, 4812, 4811, 4808, 4788, 4657, 4637, 3292, 4230, 4134, 3462, 3320, 3303, 12849, 12874, 39122, 12876, 29413, 29222, 29097, 29075, 29066, 29014, 28890, 28573, 28075, 27947, 27823, 25923, 25532, 25454, 25148, 24961, 24547, 29789, 30781, 30798, 38365, 38266, 38255, 174, 36351, 35826, 35470, 30860, 34762, 34665, 33438, 33387, 24444, 24400, 16276, 15943, 15802, 15600, 15169, 15133, 15108, 16625, 14522, 14340, 14080, 13999, 13335, 13285, 13030, 17185, 24309, 21100, 24203, 23724, 22822, 22697, 21859, 21575, 20853, 17378, 20473, 19551, 18001, 17501, 17428, 398565]"
None,192,37445,0.005126,7.0000269999999984,20.022785014083787,0.34960199999999997,"[204916, 202888, 197992, 41717, 149151, 140824, 216271, 216435, 149042, 197598, 197619, 210644, 7679, 9354, 9605, 2497, 38631, 33760, 17511]"
"Media, Publishing, and Broadcasting",23019,37445,0.61474,0.00010099999999999999,20.022785014083787,4.9999999999999996e-06,"[60068, 20940, 396982, 43614, 149485, 11426, 33363, 21342]"
Community Groups and Nonprofits,18,37445,0.00048,9.2e-05,20.022785014083787,5e-06,"[205212, 208492, 35492]"
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",41,37445,0.001095,0.0,20.022785014083787,0.0,[208058]
Construction and Real Estate,2009,37445,0.053652000000000005,0.0,20.022785014083787,0.0,"[199925, 210079, 16345]"
Education and Research,210,37445,0.005609,0.0,20.022785014083787,0.0,"[200351, 204679, 209641, 1659, 4538, 24357]"
Finance and Insurance,1,37445,2.7e-05,0.0,20.022785014083787,0.0,[134762]
"Freight, Shipment, and Postal Services",12,37445,0.00032,0.0,20.022785014083787,0.0,[3389]
Government and Public Administration,42,37445,0.0011210000000000003,0.0,20.022785014083787,0.0,"[397232, 397226, 397220, 62571, 134768, 15130, 19969]"
Health Care Services,72,37445,0.0019229999999999998,0.0,20.022785014083787,0.0,"[46997, 38]"
"Museums, Libraries, and Entertainment",6,37445,0.000161,0.0,20.022785014083787,0.0,"[137753, 131486]"
Other,1,37445,2.7e-05,0.0,20.022785014083787,0.0,[397031]
"Retail Stores, Wholesale, and E-commerce Sites",1737,37445,0.046388000000000006,0.0,20.022785014083787,0.0,"[48581, 209114, 11917, 32934]"
Service,46,37445,0.0012289999999999998,0.0,20.022785014083787,0.0,"[205100, 210083, 40994, 1221, 15967]"
