org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
EpicUp Holdings Inc,62,4384,0.014142,992.0,1398.5382085442543,0.709312,[397165],['US'],['Service'],"['Law, Business, and Consulting Services']"
"RACKTECH CO., LTD.",99,4384,0.022582,63.375,1398.5382085442543,0.045315,[204916],['TH'],['None'],['None']
Latitude.sh,2,4384,0.000456,32.0,1398.5382085442543,0.022881,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,29,4384,0.006615,29.0,1398.5382085442543,0.020736,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,23,4384,0.005246,23.0,1398.5382085442543,0.016446,[210107],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kew Solutions Unipessoal Lda,19,4384,0.004333,19.0,1398.5382085442543,0.013585000000000002,"[209968, 51126, 52042, 56849]",['PT'],"['Finance and Insurance' 'Construction and Real Estate'
 'Freight, Shipment, and Postal Services']","['Investment, Portfolio Management, Pensions and Funds'
 'Buildings (Residential or Commercial)' 'Other']"
Oxylabs,1,4384,0.000228,16.0,1398.5382085442543,0.011441,[396319],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Leaseweb USA, Inc.",15,4384,0.003421,14.000015,1398.5382085442543,0.01001,"[30633, 396362]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"The Constant Company, LLC",17,4384,0.003878,13.000061,1398.5382085442543,0.009295,[20473],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Sprint,10,4384,0.002281,10.0,1398.5382085442543,0.00715,[1239],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
LLC Vpsville,12,4384,0.002737,9.1875,1398.5382085442543,0.006569,[59504],['RU'],['Computer and Information Technology'],['Software Development']
Clouvider Limited,30,4384,0.006843,9.000549,1398.5382085442543,0.006436,[62240],['GB'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Dmitrii Vladimirovich Malkov,9,4384,0.002053,9.0,1398.5382085442543,0.006435,"[210695, 210852]",['RU'],['None'],['None']
SIXNET OPERATION LTD,8,4384,0.001825,8.0,1398.5382085442543,0.00572,[198231],['GB'],['None'],['None']
IT Express Ltd.,9,4384,0.002053,7.000031,1398.5382085442543,0.005005,[47596],['UA'],['Service'],"['Law, Business, and Consulting Services']"
"AT&T Services, Inc.",7,4384,0.001597,7.0,1398.5382085442543,0.005005,[7018],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Ferdinand Zink trading as Tube-Hosting,7,4384,0.001597,7.0,1398.5382085442543,0.005005,[49581],['DE'],['Computer and Information Technology'],['Software Development']
LLC Baxet,8,4384,0.001824,6.000031,1398.5382085442543,0.00429,"[51659, 49392]",['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Netex Limited,6,4384,0.001369,6.0,1398.5382085442543,0.00429,[51837],['HK'],['Computer and Information Technology'],['Software Development']
ArtPlanet LLC,6,4384,0.001369,6.0,1398.5382085442543,0.00429,[49542],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Hivelocity Inc,14,4384,0.003193,5.012955,1398.5382085442543,0.003584,[61317],['US'],['Computer and Information Technology'],['None']
LeaseWeb Netherlands B.V.,5,4384,0.001141,5.0,1398.5382085442543,0.003575,[60781],['NL'],['Computer and Information Technology'],['None']
Vinters IT Ltd,7,4384,0.001597,4.000275,1398.5382085442543,0.00286,[62217],['GB'],['Computer and Information Technology'],['None']
HostRoyale Technologies Pvt Ltd,4,4384,0.000912,4.0,1398.5382085442543,0.00286,[207990],['IN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kontel LLC,4,4384,0.000912,4.0,1398.5382085442543,0.00286,[204490],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
3xK Tech GmbH,4,4384,0.000912,4.0,1398.5382085442543,0.00286,"[198571, 200373]",['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Cloudflare London, LLC",16,4384,0.00365,3.000198,1398.5382085442543,0.002145,[209242],['US'],['Service'],"['Law, Business, and Consulting Services']"
Delta Ltd,7,4384,0.001597,3.000061,1398.5382085442543,0.002145,[213220],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
RoyaleHosting BV,3,4384,0.000684,3.0,1398.5382085442543,0.002145,[212477],['NL'],['Computer and Information Technology'],['None']
Citytelecom LLC,3,4384,0.000684,3.0,1398.5382085442543,0.002145,[3175],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
GalaxyStar LLC,3,4384,0.000684,3.0,1398.5382085442543,0.002145,[206873],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
STARK INDUSTRIES SOLUTIONS LTD,3,4384,0.000684,3.0,1398.5382085442543,0.002145,[44477],['GB'],['Manufacturing'],"['Metal, Glass, Wood, and Paper Manufacturing']"
I-SERVERS LTD,3,4384,0.000684,3.0,1398.5382085442543,0.002145,[209641],['GB'],['Education and Research'],['None']
JSC IOT,3,4384,0.000684,3.0,1398.5382085442543,0.002145,[29182],['RU'],['Computer and Information Technology'],['None']
Manir LLC,3,4384,0.000684,3.0,1398.5382085442543,0.002145,[60389],['RU'],['Finance and Insurance'],"['Banks, Credit Card Companies, Mortgage Providers']"
Sole trader Malkov Dmitrii Vladimirovich,3,4384,0.000684,3.0,1398.5382085442543,0.002145,[48108],['RU'],['Computer and Information Technology'],['None']
ServTech LTD,3,4384,0.000684,3.0,1398.5382085442543,0.002145,[208626],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Al Asmary Abdullah Ibrahim A,3,4384,0.000684,3.0,1398.5382085442543,0.002145,[210499],['SA'],['Computer and Information Technology'],['Software Development']
Perfect Cloud Technologies LLC,4,4384,0.000912,2.125,1398.5382085442543,0.001519,[211027],['RU'],"['Media, Publishing, and Broadcasting']",['Other']
Comfortel Ltd.,3,4384,0.000684,2.000015,1398.5382085442543,0.00143,[56534],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
UPSTREAM NETWORK LTD,3,4384,0.000684,2.000015,1398.5382085442543,0.00143,[202888],['GB'],['None'],['None']
Malkov D.V.,3,4384,0.000684,2.000015,1398.5382085442543,0.00143,[212521],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Scalaxy B.V.,2,4384,0.000456,2.0,1398.5382085442543,0.00143,[58061],['LV'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Cox Communications Inc.,2,4384,0.000456,2.0,1398.5382085442543,0.00143,[22773],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Overweb Srl,2,4384,0.000456,2.0,1398.5382085442543,0.00143,[42692],['IT'],['None'],['None']
DNS0.EU A.D.,2,4384,0.000456,2.0,1398.5382085442543,0.00143,[50902],['FR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Fastly, Inc.",141,4384,0.032162,1.439758,1398.5382085442543,0.001029,[54113],['US'],['Computer and Information Technology'],['Software Development']
NTX Technologies s.r.o.,2,4384,0.000456,1.000015,1398.5382085442543,0.000715,[50113],['CZ'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Fiberocity Ltd,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[199614],['GB'],['None'],['None']
First Root UG (haftungsbeschraenkt),1,4384,0.000228,1.0,1398.5382085442543,0.000715,[41108],['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
23M GmbH,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[47447],['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
SORACOM. INC.,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[131910],['JP'],['None'],['None']
Getechbrothers,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[150445],['LT'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Planisware Singapore Pte. Ltd,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[150347],['SG'],['Computer and Information Technology'],['Software Development']
SIA VEESP,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[43317],['LV'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
UK On-line Agri-sales Limited,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[202235],['GB'],['Computer and Information Technology'],['None']
Modesco LLC,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[56434],['RU'],['Education and Research'],['Elementary and Secondary Schools']
Okay-Telecom Ltd.,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[199669],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Arcus Novus UAB,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[51259],['LT'],['Manufacturing'],['Electronics and Computer Components']
RODRIGUEZ PEDRO ALBERTO JUAN,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[271991],['AR'],['None'],['None']
Wicked Networks Limited,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[141444],['HK'],['Other'],['None']
BAI Communications Inc.,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[396113],['CA'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Ilm-Provider UG (haftungsbeschraenkt),1,4384,0.000228,1.0,1398.5382085442543,0.000715,[196968],['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
FIBERTEL PERU S.A.,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[266732],['PE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
WorldStream B.V.,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[49981],['NL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Netversor GmbH,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[200081],['DE'],['Service'],"['Law, Business, and Consulting Services']"
MRGROUP INVESTMENTS LIMITED,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[61178],['CY'],['Service'],"['Law, Business, and Consulting Services']"
DGN TEKNOLOJI A.S.,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[43260],['TR'],['Computer and Information Technology'],['Hosting and Cloud Provider']
DNT Solutions,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[147057],['PK'],['None'],['None']
China Education and Research Network Center,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[4538],['CN'],['Education and Research'],"['Colleges, Universities, and Professional Schools']"
TEKNOTEL TELEKOMUNIKASYON SANAYI VE TICARET A.S.,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[25145],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
MULTIDIST SARL,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[60703],['FR'],['Computer and Information Technology'],['Software Development']
hosTELyon SAS,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[209146],['FR'],['Computer and Information Technology'],['None']
Eskisehir Bilisim Iletisim San. ve Tic. A.S.,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[196733],['TR'],['Computer and Information Technology'],['None']
Leaseweb Deutschland GmbH,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[28753],['DE'],['Computer and Information Technology'],['None']
MOACK.Co.LTD,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[135605],['KR'],['Computer and Information Technology'],['None']
Serverel Inc.,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[15317],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"CHUAN KAI INTERNATIONAL CO., LTD",1,4384,0.000228,1.0,1398.5382085442543,0.000715,[133375],['TW'],['Travel and Accommodation'],['Other']
ETISALAT MISR,1,4384,0.000228,1.0,1398.5382085442543,0.000715,[36992],['EG'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Rohmad Kumiadin,125,4384,0.028513,0.601807,1398.5382085442543,0.00043,[210842],['ID'],['None'],['None']
FranTech Solutions,5,4384,0.001141,0.3125,1398.5382085442543,0.000223,[53667],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Hurricane Electric LLC,1,4384,0.000228,0.0625,1398.5382085442543,4.5e-05,[6939],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Differ Communications Limited,1,4384,0.000228,0.0625,1398.5382085442543,4.5e-05,[399558],['CA'],['Construction and Real Estate'],['None']
Baoshuo Network,1,4384,0.000228,0.0625,1398.5382085442543,4.5e-05,[151814],['CN'],['None'],['None']
Bharti Airtel Limited,165,4384,0.037637,0.039597,1398.5382085442543,2.8e-05,[45609],['IN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Akamai International B.V.,10,4384,0.002281,0.039062,1398.5382085442543,2.8e-05,[33905],['NL'],"['Media, Publishing, and Broadcasting']",['Online Music and Video Streaming Services']
Phan Nhat Nghi,9,4384,0.002053,0.035156,1398.5382085442543,2.5e-05,[199925],['VG'],['Construction and Real Estate'],['Other']
"Amazon.com, Inc.",1201,4384,0.273951,0.020615,1398.5382085442543,1.5e-05,[16509],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
"Akamai Technologies, Inc.",1141,4384,0.260264,0.017395,1398.5382085442543,1.2e-05,"[36183, 16625]",['US'],['Computer and Information Technology'],['Computer and Network Security']
Cogent Communications,6,4384,0.001369,0.015656,1398.5382085442543,1.1e-05,[174],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
KIRILL ZINOV,4,4384,0.000912,0.015625,1398.5382085442543,1.1e-05,[199186],['RU'],['None'],['None']
"Cloudflare, Inc.",249,4384,0.056797,0.009979,1398.5382085442543,7e-06,[13335],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
BWE CAPITAL LIMITED,2,4384,0.000456,0.007812,1398.5382085442543,6e-06,[197730],['VG'],['None'],['None']
POLONETWORK LIMITED,14,4384,0.003193,0.006851,1398.5382085442543,5e-06,[151338],['HK'],['Construction and Real Estate'],['Buildings (Residential or Commercial)']
Infosimples Ltda.,13,4384,0.002965,0.006836,1398.5382085442543,5e-06,[270410],['BR'],['Education and Research'],"['Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)']"
Developed Methods LLC,41,4384,0.009352,0.004517,1398.5382085442543,3e-06,[400519],['US'],['Service'],['Other']
Tianhong Peng,2,4384,0.000456,0.003922,1398.5382085442543,3e-06,[200021],['CN'],['None'],['None']
Free Range Cloud Hosting Inc.,2,4384,0.000456,0.003922,1398.5382085442543,3e-06,[53356],['CA'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
AKILE LTD,2,4384,0.000456,0.003922,1398.5382085442543,3e-06,[61112],['GB'],"['Media, Publishing, and Broadcasting']",['Online Informational Content']
Hytron Network Services Limited,2,4384,0.000456,0.003921,1398.5382085442543,3e-06,"[151407, 202662]",['HK'],['None'],['None']
Adrian Paschkowski,1,4384,0.000228,0.003906,1398.5382085442543,3e-06,[205987],['DE'],"['Retail Stores, Wholesale, and E-commerce Sites']",['Other']
SteveYi Experiment Network,1,4384,0.000228,0.003906,1398.5382085442543,3e-06,[141173],['TW'],['Education and Research'],['None']
PaoPaoYu Network LTD.,1,4384,0.000228,0.003906,1398.5382085442543,3e-06,[202911],['CA'],['None'],['None']
Lilith Network INC.,1,4384,0.000228,0.003906,1398.5382085442543,3e-06,[202528],['CA'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
CMC Telecom Infrastructure Company,1,4384,0.000228,0.003906,1398.5382085442543,3e-06,[38732],['VN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Portland Internet Hosting LLC,1,4384,0.000228,0.003906,1398.5382085442543,3e-06,[36791],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
FeiYa Network LTD.,1,4384,0.000228,0.003906,1398.5382085442543,3e-06,[199465],['US'],"['Media, Publishing, and Broadcasting']",['Online Informational Content']
"Nightfall Networks, LLC",1,4384,0.000228,0.003906,1398.5382085442543,3e-06,[60310],['US'],['Education and Research'],['Other']
Web Werks,1,4384,0.000228,0.003906,1398.5382085442543,3e-06,[33480],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Web42 Solutions Ltd,1,4384,0.000228,0.003906,1398.5382085442543,3e-06,[202990],['GB'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Claro NXT Telecomunicacoes Ltda,1,4384,0.000228,0.003906,1398.5382085442543,3e-06,[28573],['BR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Google LLC,221,4384,0.050411,0.003372,1398.5382085442543,2e-06,[36492],['US'],['Computer and Information Technology'],['Software Development']
M247 Europe SRL,35,4384,0.007984,0.002365,1398.5382085442543,2e-06,[9009],['RO'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Edgecast Inc.,89,4384,0.020301,0.001358,1398.5382085442543,1e-06,"[15133, 14153]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Incapsula Inc,80,4384,0.018248,0.001221,1398.5382085442543,1e-06,[19551],['US'],['Computer and Information Technology'],['Computer and Network Security']
HOSTKEY B.V.,4,4384,0.000912,0.000977,1398.5382085442543,1e-06,[50867],['NL'],['Computer and Information Technology'],['Hosting and Cloud Provider']
"Fly.io, Inc.",46,4384,0.010493,0.000702,1398.5382085442543,1e-06,[40509],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
John Mark Gabriel Caguicla,20,4384,0.004562,0.000534,1398.5382085442543,0.0,[200866],['PH'],['Computer and Information Technology'],['Software Development']
Black Mesa Corporation,3,4384,0.000684,0.000504,1398.5382085442543,0.0,[46997],['US'],['Health Care Services'],['Other']
