country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio,as
RU,132,37580,0.003513,9.437501,19.08594580980222,0.49447399999999997,"[29182, 51659, 30721, 45027, 59504, 44812, 51115, 49542, 210079, 213220, 200487, 199274, 197695, 8342, 28890, 25532, 34665, 16345]"
US,16543,37580,0.440205,4.577287,19.08594580980222,0.23982399999999998,"[197992, 395839, 64267, 36492, 41378, 62874, 16509, 36183, 61317, 30633, 396982, 46841, 55081, 396356, 54113, 12167, 40676, 46562, 8100, 11990, 26527, 6939, 11878, 397373, 48581, 54455, 48261, 46997, 53667, 38, 62571, 63023, 204957, 200827, 209622, 397423, 397232, 397226, 397220, 397031, 395747, 216435, 63949, 63410, 197619, 197598, 6315, 7922, 11917, 11426, 11019, 6233, 701, 3389, 29789, 25923, 32934, 36351, 40630, 174, 33363, 33760, 33438, 33387, 15169, 16625, 15133, 17378, 15130, 15108, 13335, 17185, 22822, 22697, 21859, 20473, 19969, 19551, 398565]"
TH,41,37580,0.001091,3.0625,19.08594580980222,0.160458,"[204916, 45758, 131445, 4651]"
NL,14256,37580,0.37935300000000005,2.000022,19.08594580980222,0.10479,"[57043, 20940, 60781, 60893, 51430, 49981, 49544, 48635, 208492, 207375, 213192, 211786, 199752, 8283, 12859, 35470, 21342]"
JP,26,37580,0.000692,0.007812,19.08594580980222,0.000409,"[138652, 7679, 9354, 9824, 9605, 2497, 38631, 17511]"
GB,613,37580,0.016313,0.000281,19.08594580980222,1.4e-05,"[13213, 60068, 62217, 202888, 61323, 205544, 209641, 212238, 210644, 64080, 9002, 8943, 41000, 35826, 13285]"
VN,19,37580,0.000506,0.000248,19.08594580980222,1.3e-05,"[140810, 149151, 140824, 45899, 135981, 135967]"
CA,99,37580,0.002633,9.2e-05,19.08594580980222,5e-06,"[205212, 53356, 200351, 852, 835, 812, 577]"
IN,175,37580,0.004658000000000001,6.2e-05,19.08594580980222,3e-06,"[45609, 9498, 55410, 55644, 55836, 9829, 38266, 24309]"
RO,277,37580,0.00737,4.5e-05,19.08594580980222,2e-06,"[9009, 6718, 5606]"
