category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Service,136,4349,0.031271,1004.004837,1387.5463109612465,0.7235829999999999,"[397165, 47596, 209242, 61178, 200081, 400519, 15967, 131662, 205989, 201633, 201626]"
Computer and Information Technology,3817,4349,0.877688,266.16963100000004,1387.5463109612465,0.191831,"[396356, 44812, 210107, 396319, 20473, 30633, 1239, 59504, 62240, 7018, 49581, 49542, 51837, 60781, 61317, 62217, 204490, 51659, 207990, 213220, 198571, 48108, 29182, 212477, 3175, 210499, 49392, 56534, 212521, 50902, 208626, 58061, 22773, 54113, 53356, 50113, 396113, 49981, 266732, 135605, 60703, 396362, 150347, 41108, 25145, 209146, 202235, 36992, 200373, 28753, 196968, 196733, 47447, 150445, 43260, 15317, 43317, 199669, 53667, 6939, 45609, 16509, 36183, 174, 13335, 38732, 211759, 202528, 202990, 28573, 33480, 36791, 36492, 9009, 15133, 8772, 19551, 50867, 40509, 200866, 136620, 199974, 47583, 16724, 203314, 263110, 20446, 20253, 41378, 212238, 40676, 46562, 949, 60539, 207021, 56758, 14153, 208685, 59711, 201178, 37963, 198412, 140810, 13213, 48254, 62874, 205544, 210937, 394923, 6369, 25923, 400797, 209181, 55081, 52041, 61323, 51430, 63213, 133480, 139693, 141039, 30081, 47720, 47952, 43357, 197433, 30811, 201029, 200393, 16625, 6762, 4788, 4761, 4657, 58453]"
None,274,4349,0.06300599999999999,82.07502600000002,1387.5463109612465,0.059153,"[204916, 210695, 210852, 42692, 271991, 131910, 147057, 198231, 199614, 210842, 151814, 199186, 197730, 200021, 202911, 151407, 201217, 33760, 197606, 197919, 211051, 216435, 216452, 399358, 151464, 54197, 203283, 202888, 202662]"
Finance and Insurance,19,4349,0.0043690000000000005,18.000015,1387.5463109612465,0.012972,"[209968, 60389, 51126, 201836]"
Education and Research,21,4349,0.004829000000000001,5.014892,1387.5463109612465,0.0036149999999999993,"[209641, 56434, 4538, 270410, 141173, 60310, 206981]"
Manufacturing,5,4349,0.00115,4.000015,1387.5463109612465,0.0028829999999999997,"[44477, 51259, 23145]"
"Media, Publishing, and Broadcasting",20,4349,0.004599,2.172165,1387.5463109612465,0.001565,"[211027, 33905, 61112, 199465, 398668, 206843]"
Construction and Real Estate,29,4349,0.006668,2.1045530000000006,1387.5463109612465,0.001516,"[52042, 399558, 199925, 151338, 39900]"
"Freight, Shipment, and Postal Services",5,4349,0.00115,2.000046,1387.5463109612465,0.001441,"[56849, 205157]"
Other,11,4349,0.0025299999999999997,1.0001539999999998,1387.5463109612465,0.000721,"[141444, 50069, 38008, 40138]"
Travel and Accommodation,1,4349,0.00023,1.0,1387.5463109612465,0.000721,[133375]
"Retail Stores, Wholesale, and E-commerce Sites",5,4349,0.00115,0.003967000000000001,1387.5463109612465,3e-06,"[205987, 201572, 58339, 207487]"
Community Groups and Nonprofits,4,4349,0.00092,0.000519,1387.5463109612465,0.0,"[205212, 398962]"
Health Care Services,2,4349,0.00046,0.000488,1387.5463109612465,0.0,[46997]
