sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
None,2700,37562,0.07188599999999999,12.000107000000002,17.022715834511622,0.704946,"[29182, 204916, 197992, 62217, 61317, 202888, 41717, 62282, 149151, 140824, 216435, 51468, 55990, 58777, 51115, 56630, 41405, 44901, 397031, 48581, 197619, 138421, 208058, 138915, 140061, 140716, 140903, 149042, 197598, 137702, 198068, 200827, 205544, 137697, 210644, 61098, 61323, 209641, 134756, 60781, 38, 8888, 7679, 6724, 11917, 11426, 9806, 9605, 9354, 2497, 513, 3389, 29222, 29097, 29066, 29014, 27823, 35492, 38631, 38365, 33760, 33363, 32934, 12876, 21100, 17511]"
Internet Service Provider (ISP),4408,37562,0.11737000000000002,2.94692,17.022715834511622,0.173119,"[57043, 64267, 30721, 138652, 41378, 62874, 140810, 45609, 9009, 138997, 30633, 46841, 268972, 55081, 396356, 133480, 12167, 46562, 11990, 134094, 26527, 11878, 397373, 9498, 6939, 55818, 55644, 55410, 213220, 53356, 51873, 55836, 56040, 58453, 59437, 58542, 58541, 58487, 58057, 212238, 56655, 56046, 56041, 51430, 50113, 45727, 41000, 397423, 42487, 42846, 43766, 44066, 44812, 44974, 45474, 45758, 49981, 45899, 47447, 266768, 48261, 59605, 49544, 211786, 207996, 207375, 206774, 147049, 205766, 198066, 199244, 199274, 199752, 200738, 60294, 204957, 60893, 210107, 63023, 63410, 63835, 131445, 136959, 209453, 133798, 134238, 134771, 135981, 136188, 40630, 5606, 8943, 8781, 8697, 8657, 8560, 8422, 8342, 7922, 6805, 6762, 6718, 6697, 6315, 9002, 9121, 9299, 9829, 12306, 10474, 9929, 9924, 9824, 9312, 9808, 9534, 9500, 9381, 5432, 12849, 5410, 2519, 1955, 1930, 1680, 1547, 1299, 1257, 852, 835, 812, 701, 680, 577, 2860, 3214, 3292, 4651, 4837, 4835, 4812, 4811, 4808, 4788, 4657, 4637, 3303, 4230, 4134, 3741, 3462, 3320, 12360, 12859, 24400, 29413, 29075, 28890, 28573, 28075, 27947, 24961, 24547, 29789, 30781, 30798, 38266, 38255, 174, 35826, 30860, 34665, 33387, 24444, 12874, 24309, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14080, 13999, 13285, 13030, 17185, 24203, 23724, 22822, 22697, 21859, 21575, 20853, 17378, 20473, 18001, 17501, 398565]"
Phone Provider,11,37562,0.000293,2.0,17.022715834511622,0.11749,[395839]
Software Development,2873,37562,0.076486,0.075294,17.022715834511622,0.004423,"[36492, 54113, 45027, 58466, 47583, 59504, 205125, 209622, 63949, 39122, 25923, 25532, 36351, 34762, 17428]"
Hosting and Cloud Provider,2058,37562,0.054791999999999993,0.000196,17.022715834511622,1.1e-05,"[13213, 262287, 16509, 40676, 54455, 53667, 213192, 49542, 395747, 48635, 142055, 200487, 202505, 135967, 8283, 6233, 35470, 16276, 14340, 13335]"
Online Music and Video Streaming Services,23035,37562,0.613252,0.00010200000000000001,17.022715834511622,5.999999999999999e-06,"[60068, 20940, 396982, 43614, 25019, 21342]"
Other,2095,37562,0.055775,9.2e-05,17.022715834511622,5e-06,"[205212, 45090, 46997, 199925, 200351, 209114, 40994, 25148]"
Computer and Network Security,270,37562,0.007187,2e-06,17.022715834511622,0.0,"[8100, 11019, 33438, 16625, 19551]"
"Recreation, Sports, and Performing Arts",6,37562,0.00016,0.0,17.022715834511622,0.0,"[137753, 131486]"
Online Informational Content,3,37562,8e-05,0.0,17.022715834511622,0.0,[149485]
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",5,37562,0.000133,0.0,17.022715834511622,0.0,"[210079, 16345]"
"Military, Defense, National Security, and International Affairs",35,37562,0.000931,0.0,17.022715834511622,0.0,"[397232, 397226, 397220, 62571, 19969]"
"Colleges, Universities, and Professional Schools",5,37562,0.000134,0.0,17.022715834511622,0.0,"[204679, 1659, 4538, 24357]"
"Law Enforcement, Public Safety, and Justice",3,37562,8e-05,0.0,17.022715834511622,0.0,[15130]
"Investment, Portfolio Management, Pensions and Funds",1,37562,2.7e-05,0.0,17.022715834511622,0.0,[134762]
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4,37562,0.000106,0.0,17.022715834511622,0.0,[208492]
"Government and Regulatory Agencies, Administrations, Departments, and Services",5,37562,0.000133,0.0,17.022715834511622,0.0,[134768]
"Law, Business, and Consulting Services",45,37562,0.0011989999999999998,0.0,17.022715834511622,0.0,"[205100, 210083, 1221, 15967]"
