org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
EpicUp Holdings Inc,62,4357,0.01423,992.0,1387.5455175042152,0.714932,[397165],['US'],['Service'],"['Law, Business, and Consulting Services']"
"RACKTECH CO., LTD.",99,4357,0.022722,63.375,1387.5455175042152,0.045674,[204916],['TH'],['None'],['None']
Latitude.sh,2,4357,0.000459,32.0,1387.5455175042152,0.023062,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,29,4357,0.006656,29.0,1387.5455175042152,0.0209,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,22,4357,0.005049,22.0,1387.5455175042152,0.015855,[210107],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kew Solutions Unipessoal Lda,19,4357,0.004361,19.0,1387.5455175042152,0.013692,"[209968, 56849, 52042, 51126]",['PT'],"['Finance and Insurance' 'Freight, Shipment, and Postal Services'
 'Construction and Real Estate']","['Investment, Portfolio Management, Pensions and Funds' 'Other'
 'Buildings (Residential or Commercial)']"
Oxylabs,1,4357,0.00023,16.0,1387.5455175042152,0.011531,[396319],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Leaseweb USA, Inc.",15,4357,0.0034430000000000003,14.000015,1387.5455175042152,0.01009,"[30633, 396362]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"The Constant Company, LLC",17,4357,0.003902,13.000061,1387.5455175042152,0.009369,[20473],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Sprint,10,4357,0.002295,10.0,1387.5455175042152,0.007207,[1239],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
LLC Vpsville,12,4357,0.002754,9.1875,1387.5455175042152,0.006621,[59504],['RU'],['Computer and Information Technology'],['Software Development']
Dmitrii Vladimirovich Malkov,9,4357,0.002066,9.0,1387.5455175042152,0.0064860000000000004,"[210695, 210852]",['RU'],['None'],['None']
Clouvider Limited,29,4357,0.006656,8.000549,1387.5455175042152,0.005766,[62240],['GB'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IT Express Ltd.,9,4357,0.002066,7.000031,1387.5455175042152,0.005045,[47596],['UA'],['Service'],"['Law, Business, and Consulting Services']"
Ferdinand Zink trading as Tube-Hosting,7,4357,0.001607,7.0,1387.5455175042152,0.005045,[49581],['DE'],['Computer and Information Technology'],['Software Development']
"AT&T Services, Inc.",7,4357,0.001607,7.0,1387.5455175042152,0.005045,[7018],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
LLC Baxet,8,4357,0.001836,6.000031,1387.5455175042152,0.004324,"[51659, 49392]",['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Netex Limited,6,4357,0.001377,6.0,1387.5455175042152,0.004324,[51837],['HK'],['Computer and Information Technology'],['Software Development']
