country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio
AE,2.0,42030.0,4.758505829169641e-05,1.0,2711.4781988529317,0.00036880252270626466
AL,2.0,4840.0,0.00041322314049586776,16.000015,2687.517685472965,0.005953454775939168
AR,12.0,42030.0,0.00028551034975017847,1.0,2711.4781988529317,0.00036880252270626466
AT,15.0,42030.0,0.00035688793718772306,17.062637,2711.4781988529317,0.006292743569621251
AU,54.0,42030.0,0.001284796573875803,2.000022,2711.4781988529317,0.0007376131590680288
BE,244.0,42030.0,0.0058053771115869615,17.0,2711.4781988529317,0.0062696428860065
BG,5.0,42030.0,0.00011896264572924102,16.000046,2711.4781988529317,0.0059008573282162795
BH,1.0,37190.0,2.6888948642108095e-05,0.0,23.96051337996702,0.0
BR,233.0,42030.0,0.0055436592909826315,0.011028999999999999,2711.4781988529317,4.067523022927393e-06
BY,32.0,37190.0,0.000860446356547459,0.0,23.96051337996702,0.0
BZ,8.0,42030.0,0.00019034023316678563,0.000107,2711.4781988529317,3.946186992957032e-08
CA,115.0,42030.0,0.0027361408517725433,3.075134,2711.4781988529317,0.0011341171768598066
CH,42.0,42030.0,0.0009992862241256246,32.062592,2711.4781988529317,0.0118247648141017
CN,199.0,42030.0,0.004734713300023793,2.0707079999999998,2711.4781988529317,0.0007636823341880439
CO,1.0,37190.0,2.6888948642108095e-05,0.0,23.96051337996702,0.0
CY,937.0,42030.0,0.022293599809659767,1.000382,2711.4781988529317,0.00036894340526993853
CZ,10.0,42030.0,0.00023792529145848205,35.000029999999995,2711.4781988529317,0.012908099358794943
DE,1040.0,42030.0,0.02474423031168213,137.28535299999996,2711.4781988529317,0.05063118451702005
DK,33.0,42030.0,0.0007851534618129908,1.000015,2711.4781988529317,0.00036880805474410534
EC,13.0,37190.0,0.00034955633234740524,0.0,23.96051337996702,0.0
EE,2.0,37190.0,5.377789728421619e-05,0.0,23.96051337996702,0.0
EG,1.0,4840.0,0.00020661157024793388,1.0,2687.517685472965,0.0003720905746612842
ES,28.0,42030.0,0.0006661908160837497,82.06645200000001,2711.4781988529317,0.030266314527152584
FI,6.0,42030.0,0.00014275517487508923,19.0,2711.4781988529317,0.007007247931419029
FR,90.0,42030.0,0.0021413276231263384,73.00039500000001,2711.4781988529317,0.026922729834553797
GB,728.0,42030.0,0.017320961218177493,153.14733,2711.4781988529317,0.056481121649728815
GR,1.0,4840.0,0.00020661157024793388,1.0,2687.517685472965,0.0003720905746612842
HK,89.0,42030.0,0.0021175350939804903,7.030953,2711.4781988529317,0.00259303320342918
HR,6.0,42030.0,0.00014275517487508923,2.1875,2711.4781988529317,0.000806755518419954
HU,1.0,37190.0,2.6888948642108095e-05,0.0,23.96051337996702,0.0
ID,309.0,42030.0,0.007351891506067095,0.601807,2711.4781988529317,0.00022194793978228902
IE,13.0,42030.0,0.00030930287889602666,1.5e-05,2711.4781988529317,5.5320378405939704e-09
IL,7.0,42030.0,0.00016654770402093743,16.0,2711.4781988529317,0.005900840363300235
IN,345.0,42030.0,0.00820842255531763,4.039674,2711.4781988529317,0.001489841962110907
IR,1.0,4840.0,0.00020661157024793388,16.0,2687.517685472965,0.005953449194580547
IT,120.0,42030.0,0.0028551034975017845,107.004028,2711.4781988529317,0.039463355466131785
JO,1.0,37190.0,2.6888948642108095e-05,0.0,23.96051337996702,0.0
JP,28.0,42030.0,0.0006661908160837497,1.007827,2711.4781988529317,0.00037168914005148666
KR,1.0,4840.0,0.00020661157024793388,1.0,2687.517685472965,0.0003720905746612842
KZ,1.0,4840.0,0.00020661157024793388,1.0,2687.517685472965,0.0003720905746612842
LK,3.0,37190.0,8.066684592632429e-05,0.0,23.96051337996702,0.0
LT,6.0,42030.0,0.00014275517487508923,2.000003,2711.4781988529317,0.0007376061518200975
LV,8.0,4840.0,0.001652892561983471,3.000077,2687.517685472965,0.0011163003749581017
MD,14.0,42030.0,0.00033309540804187486,16.0,2711.4781988529317,0.005900840363300235
MK,1.0,4840.0,0.00020661157024793388,16.0,2687.517685472965,0.005953449194580547
MX,11.0,37190.0,0.00029577843506318905,0.0,23.96051337996702,0.0
MY,27.0,42030.0,0.0006423982869379015,0.0,2711.4781988529317,0.0
NL,14080.0,42030.0,0.33499881037354273,162.04068799999996,2711.4781988529317,0.05976101451545874
NO,3.0,42030.0,7.137758743754462e-05,0.003906,2711.4781988529317,1.4405426536906699e-06
NP,4.0,37190.0,0.00010755579456843238,0.0,23.96051337996702,0.0
NZ,31.0,37190.0,0.000833557407905351,0.0,23.96051337996702,0.0
None,1.0,4840.0,0.00020661157024793388,1.0,2687.517685472965,0.0003720905746612842
PA,2.0,42030.0,4.758505829169641e-05,1.5e-05,2711.4781988529317,5.5320378405939704e-09
PE,2.0,42030.0,4.758505829169641e-05,1.0,2711.4781988529317,0.00036880252270626466
PH,21.0,42030.0,0.0004996431120628123,0.000534,2711.4781988529317,1.9694054712514532e-07
PK,1.0,4840.0,0.00020661157024793388,1.0,2687.517685472965,0.0003720905746612842
PL,14.0,42030.0,0.00033309540804187486,64.00006000000002,2711.4781988529317,0.02360338358135231
PT,60.0,42030.0,0.0014275517487508922,19.0,2711.4781988529317,0.007007247931419029
QA,11.0,37190.0,0.00029577843506318905,0.0,23.96051337996702,0.0
RO,261.0,42030.0,0.006209850107066381,0.0024100000000000002,2711.4781988529317,8.88814079722098e-07
RU,211.0,42030.0,0.005020223649773971,198.890916,2711.4781988529317,0.07335147156415979
SA,4.0,42030.0,9.517011658339281e-05,3.0,2711.4781988529317,0.001106407568118794
SC,4.0,37190.0,0.00010755579456843238,0.0,23.96051337996702,0.0
SE,82.0,42030.0,0.0019509873899595527,33.000060999999995,2711.4781988529317,0.012170505746260617
SG,3.0,42030.0,7.137758743754462e-05,1.0,2711.4781988529317,0.00036880252270626466
SK,1.0,37190.0,2.6888948642108095e-05,0.0,23.96051337996702,0.0
TH,141.0,42030.0,0.0033547466095645967,68.375,2711.4781988529317,0.02521687249004085
TR,55.0,42030.0,0.0013085891030216513,44.000123,2711.4781988529317,0.01622735636178594
TW,20.0,42030.0,0.0004758505829169641,2.003998,2711.4781988529317,0.0007390795178983091
UA,24.0,42030.0,0.0005710206995003569,39.001328,2711.4781988529317,0.014383788155294477
US,20087.0,42030.0,0.47792053295265285,1251.4535300000005,2711.4781988529317,0.4615392189136603
VG,2015.0,42030.0,0.04794194622888413,0.042968,2711.4781988529317,1.5846706795642782e-05
VN,24.0,42030.0,0.0005710206995003569,0.008106,2711.4781988529317,2.9895132490569816e-06
VU,1.0,4840.0,0.00020661157024793388,1.5e-05,2687.517685472965,5.581358619919263e-09
YE,2.0,4840.0,0.00041322314049586776,2.0,2687.517685472965,0.0007441811493225684
ZA,19.0,37190.0,0.0005108900242000538,0.0,23.96051337996702,0.0
