org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
EpicUp Holdings Inc,62,4567,0.013576,992.0,1399.8865060210228,0.708629,[397165],['US'],['Service'],"['Law, Business, and Consulting Services']"
"RACKTECH CO., LTD.",108,4567,0.023648,68.625,1399.8865060210228,0.049022,[204916],['TH'],['None'],['None']
Latitude.sh,2,4567,0.000438,32.0,1399.8865060210228,0.022859,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,30,4567,0.006569,30.0,1399.8865060210228,0.02143,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kew Solutions Unipessoal Lda,18,4567,0.003942,18.0,1399.8865060210228,0.012858,"[209968, 51126, 56849, 52042]",['PT'],"['Finance and Insurance' 'Freight, Shipment, and Postal Services'
 'Construction and Real Estate']","['Investment, Portfolio Management, Pensions and Funds' 'Other'
 'Buildings (Residential or Commercial)']"
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,17,4567,0.003722,17.0,1399.8865060210228,0.012144,[210107],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Oxylabs,1,4567,0.000219,16.0,1399.8865060210228,0.011429,[396319],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Leaseweb USA, Inc.",15,4567,0.003284,14.000015,1399.8865060210228,0.01,"[30633, 396362]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"The Constant Company, LLC",15,4567,0.003284,12.000046,1399.8865060210228,0.008572,[20473],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
3xK Tech GmbH,12,4567,0.002628,12.0,1399.8865060210228,0.008572,"[200373, 198571]",['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
LLC Vpsville,12,4567,0.002628,9.1875,1399.8865060210228,0.006563,[59504],['RU'],['Computer and Information Technology'],['Software Development']
Clouvider Limited,32,4567,0.007007,9.00058,1399.8865060210228,0.00643,[62240],['GB'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Dmitrii Vladimirovich Malkov,9,4567,0.001971,9.0,1399.8865060210228,0.006429,"[210695, 210852]",['RU'],['None'],['None']
