category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Computer and Information Technology,15545,27900,0.5571999999999999,46.323831,90.33271710436489,0.5128090000000001,"[395839, 44812, 29182, 213220, 29014, 57043, 48261, 30633, 53667, 60781, 64080, 64267, 135981, 30721, 36492, 140810, 41405, 138652, 41378, 62874, 13213, 9009, 45609, 13335, 16509, 56630, 61317, 62217, 396356, 262287, 6939, 19551, 138997, 46841, 46562, 30860, 268972, 51115, 212238, 51430, 835, 56655, 54113, 33387, 12876, 40509, 200827, 6315, 45027, 55081, 5410, 577, 133480, 8100, 397373, 40676, 12167, 62282, 11990, 11878, 26527, 21859, 134094, 9498, 56040, 56046, 56041, 58810, 59605, 59504, 58057, 58453, 58466, 59437, 55990, 58541, 58542, 58777, 58487, 55836, 55818, 44901, 44974, 397423, 45090, 45430, 45474, 45727, 45758, 45899, 47447, 47583, 48635, 49542, 49544, 49981, 50113, 51468, 53356, 54455, 395747, 55303, 55410, 55644, 51873, 63835, 60294, 199244, 200222, 199752, 199274, 198571, 200738, 198068, 198066, 211786, 197695, 197637, 200487, 205766, 209453, 207996, 207375, 205544, 202505, 205125, 204490, 204055, 203961, 147049, 60893, 264642, 133798, 133159, 131445, 262459, 63949, 134756, 209622, 63410, 266768, 61323, 61098, 134238, 142055, 140903, 213192, 140716, 140061, 138915, 138421, 137702, 137697, 136959, 136188, 135967, 134771, 38255, 44066, 7713, 8943, 8888, 8781, 8697, 8560, 8422, 8342, 7922, 12360, 7545, 7470, 6805, 6762, 6724, 6718, 6697, 6233, 8966, 9002, 9121, 9299, 11019, 10474, 9930, 9929, 9924, 9829, 9824, 9808, 9806, 9534, 9500, 9381, 9312, 5606, 5432, 4837, 2860, 2527, 2519, 1955, 1930, 1680, 1653, 1547, 1299, 1257, 906, 852, 812, 701, 680, 513, 3214, 4835, 3292, 4812, 4811, 4808, 4802, 4788, 4739, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 3320, 3303, 12306, 12849, 43766, 29066, 30798, 30781, 30764, 29789, 29413, 29222, 29097, 29075, 28890, 12859, 28573, 28075, 27947, 27823, 25923, 25532, 25454, 25148, 33438, 34665, 42846, 42487, 41357, 40630, 39122, 38365, 38266, 174, 38040, 36351, 35826, 35470, 34762, 24961, 24547, 17378, 16625, 16276, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14340, 14080, 13999, 13285, 13030, 17185, 17428, 24444, 17501, 24400, 24309, 24203, 23884, 23724, 23693, 22822, 22697, 21575, 21100, 20853, 20473, 18001, 17639, 398565]"
Education and Research,65,27900,0.00233,30.000008,90.33271710436489,0.332106,"[209641, 1659, 200351, 204679, 4538, 24357]"
None,74,27900,0.002656,12.00396,90.33271710436489,0.13288599999999998,"[197992, 204916, 210644, 197619, 201217, 216435, 202888, 41717, 200241, 197730, 210842, 149042, 197598, 7679, 9605, 9354, 2497, 33760, 38631, 17511]"
Construction and Real Estate,8,27900,0.00028700000000000004,2.0,90.33271710436489,0.02214,"[199925, 210079, 211309, 16345]"
"Media, Publishing, and Broadcasting",10026,27900,0.35935599999999995,0.004224,90.33271710436489,4.7e-05,"[396982, 60068, 149485, 20940, 11426, 2635, 33363, 43614, 25019, 21342]"
Other,27,27900,0.000968,0.000412,90.33271710436489,5e-06,[397031]
Community Groups and Nonprofits,14,27900,0.000502,0.000122,90.33271710436489,1e-06,"[205212, 208492, 35492]"
Health Care Services,11,27900,0.00039499999999999995,0.000122,90.33271710436489,1e-06,"[46997, 38]"
Government and Public Administration,45,27900,0.0016129999999999999,1.5e-05,90.33271710436489,0.0,"[19969, 397232, 397226, 397224, 62571, 134768, 15130]"
Service,45,27900,0.001614,1.5e-05,90.33271710436489,0.0,"[205100, 210083, 131662, 1221, 40994, 15967]"
"Retail Stores, Wholesale, and E-commerce Sites",1977,27900,0.07085999999999999,1e-06,90.33271710436489,0.0,"[32934, 48581, 209114, 11917]"
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",42,27900,0.001505,0.0,90.33271710436489,0.0,[208058]
Finance and Insurance,1,27900,3.6e-05,0.0,90.33271710436489,0.0,[134762]
"Freight, Shipment, and Postal Services",13,27900,0.000466,0.0,90.33271710436489,0.0,[3389]
Manufacturing,1,27900,3.6e-05,0.0,90.33271710436489,0.0,[44477]
"Museums, Libraries, and Entertainment",6,27900,0.000215,0.0,90.33271710436489,0.0,"[131486, 137753]"
