category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Service,136,4567,0.029779000000000003,1004.0048369999998,1399.8865060210228,0.7172029999999999,"[397165, 47596, 209242, 200081, 61178, 400519, 131662, 15967, 201633, 205989, 138190]"
Computer and Information Technology,4016,4567,0.879366,267.244197,1399.8865060210228,0.19089399999999995,"[396356, 44812, 210107, 396319, 30633, 20473, 59504, 62240, 200373, 49581, 51837, 51659, 49542, 61317, 60781, 62217, 208626, 199669, 207990, 204490, 213220, 29182, 206873, 212477, 7018, 198571, 48108, 3175, 49392, 212521, 56534, 50902, 58061, 1239, 210499, 22773, 54113, 50113, 266732, 36992, 15317, 49981, 64080, 396113, 396362, 60703, 135605, 43317, 202235, 30721, 196968, 196733, 41108, 47447, 43260, 28753, 150445, 209146, 150347, 25145, 53667, 8772, 6939, 45609, 16509, 36183, 174, 13335, 53356, 28573, 33480, 38732, 36791, 202990, 58057, 202528, 36492, 9009, 19551, 15133, 50867, 40509, 200866, 199974, 51847, 136620, 47583, 16724, 32931, 203314, 263110, 20253, 20446, 41378, 1921, 212238, 46562, 949, 40676, 60539, 207021, 56758, 208685, 9902, 14153, 205544, 197433, 13213, 37963, 59711, 133612, 201178, 48254, 140810, 62874, 198412, 211759, 133480, 210937, 63213, 52041, 51430, 61323, 47720, 394923, 6369, 55081, 137502, 43357, 201029, 200393, 30811, 206368, 141039, 25923, 139693, 209181, 30081, 400797, 7713, 6762, 4788, 4761, 4657, 16625, 58453]"
None,290,4567,0.06350099999999999,92.33672900000002,1399.8865060210228,0.06596,"[204916, 198231, 210695, 42692, 210852, 131910, 271991, 199614, 147057, 210842, 151814, 199186, 197730, 200021, 151407, 202911, 216157, 201217, 33760, 197919, 197606, 211051, 216435, 216452, 54197, 399358, 202662, 202888, 151464]"
Finance and Insurance,20,4567,0.00438,18.000030000000002,1399.8865060210228,0.012858000000000001,"[209968, 60389, 51126, 201836, 207713]"
Education and Research,23,4567,0.005037,6.014907,1399.8865060210228,0.004296,"[209641, 4538, 56434, 46019, 270410, 141173, 60310, 206981, 140731]"
Manufacturing,6,4567,0.001314,4.000030000000001,1399.8865060210228,0.002857,"[44477, 51259, 203635, 23145]"
"Media, Publishing, and Broadcasting",21,4567,0.004599,3.172165,1399.8865060210228,0.002266,"[211027, 33905, 61112, 199465, 398668, 206843]"
"Freight, Shipment, and Postal Services",5,4567,0.001095,2.000046,1399.8865060210228,0.001429,"[56849, 205157]"
Construction and Real Estate,28,4567,0.006130999999999999,1.104553,1399.8865060210228,0.000789,"[52042, 399558, 199925, 151338, 39900]"
Other,11,4567,0.002409,1.0001539999999998,1399.8865060210228,0.000714,"[141444, 50069, 38008, 40138]"
Travel and Accommodation,1,4567,0.000219,1.0,1399.8865060210228,0.000714,[133375]
Health Care Services,3,4567,0.000657,0.004395,1399.8865060210228,3e-06,[46997]
"Retail Stores, Wholesale, and E-commerce Sites",5,4567,0.001095,0.003967000000000001,1399.8865060210228,3e-06,"[205987, 201572, 58339, 207487]"
Community Groups and Nonprofits,2,4567,0.000438,0.000488,1399.8865060210228,0.0,[205212]
