category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Computer and Information Technology,4329,5032,0.8603180000000001,1142.489452,2579.9431161284447,0.44286700000000007,"[204790, 22773, 197706, 396356, 44812, 60781, 32489, 213220, 35048, 210107, 35574, 16509, 212238, 34534, 3549, 25003, 35761, 204591, 201984, 21140, 52031, 204760, 25415, 25424, 208016, 208091, 29075, 200899, 50782, 30823, 31543, 35829, 197890, 396319, 40970, 206028, 57795, 57743, 44050, 213222, 3339, 212786, 8309, 197204, 211501, 12552, 202421, 8769, 30633, 20473, 59504, 62240, 200373, 30873, 49581, 209368, 49542, 51837, 51659, 61317, 7018, 62217, 208626, 207990, 199669, 204490, 212477, 206873, 48108, 62068, 198571, 3175, 209097, 29182, 211083, 49392, 56534, 212521, 1239, 58061, 206075, 203498, 210499, 34939, 50902, 54113, 202503, 150249, 49981, 205544, 50113, 58291, 196968, 6663, 266732, 8245, 12306, 12630, 42474, 196733, 55286, 15317, 20618, 198722, 41114, 196752, 5511, 25145, 150445, 945, 135605, 1764, 137409, 396362, 60703, 396113, 60117, 150347, 209146, 21378, 49544, 47447, 200925, 35434, 207729, 35665, 202235, 36992, 37009, 206548, 206150, 39384, 39824, 41108, 43317, 43260, 34762, 64080, 209041, 30721, 51088, 50495, 28753, 200128, 29551, 53667, 8772, 6939, 25198, 45609, 3320, 36183, 60539, 174, 13335, 58057, 53356, 28573, 48582, 202528, 202990, 38732, 36791, 33480, 8100, 59795, 36492, 9009, 19551, 15133, 50867, 40509, 200866, 199974, 136620, 51847, 47583, 16724, 49548, 32931, 200198, 203314, 263110, 211691, 20253, 20446, 41378, 1921, 46562, 40676, 949, 42831, 207021, 208972, 56758, 8666, 42675, 52048, 208685, 44016, 197433, 9902, 205726, 198412, 14153, 34775, 37963, 209626, 210895, 211400, 13213, 9121, 62874, 133612, 3356, 140810, 204915, 41155, 59711, 201178, 48254, 39216, 211664, 211759, 49673, 211680, 201029, 200299, 61323, 210937, 201958, 200393, 206499, 50994, 51430, 400797, 63213, 52041, 394923, 6369, 133480, 199285, 135330, 213327, 8075, 51972, 43357, 208333, 139693, 30081, 205876, 55081, 141039, 206368, 30811, 25923, 150698, 137502, 47720, 20546, 203339, 209561, 209225, 209181, 24239, 6762, 4788, 4761, 4657, 58453, 7713, 16625]"
Service,162,5032,0.032198,1100.0051420000004,2579.9431161284447,0.42637099999999994,"[397165, 42275, 208163, 208906, 204394, 39913, 211918, 47596, 209242, 61178, 200081, 400519, 212149, 203843, 205398, 131662, 201633, 201924, 49121, 15967, 205989, 138190, 210015]"
None,324,5032,0.06439000000000004,192.55613399999996,2579.9431161284447,0.07464100000000001,"[204916, 400842, 205094, 56708, 198231, 210695, 42692, 210852, 204318, 271991, 199614, 147057, 131910, 210842, 202685, 207252, 151814, 199186, 197730, 200021, 202911, 198304, 208078, 211480, 216157, 216398, 151407, 201217, 216340, 210476, 197606, 33760, 211381, 215972, 197919, 200800, 211051, 54197, 399358, 199052, 216452, 216435, 151464, 199684, 208779, 202662, 202888]"
"Media, Publishing, and Broadcasting",53,5032,0.010535,36.426435999999995,2579.9431161284447,0.01412,"[208354, 206430, 211027, 208985, 210916, 51579, 6204, 33905, 61112, 199465, 63399, 398668, 20940, 34164, 213204, 206843, 208471, 208421, 210344, 23344]"
Finance and Insurance,23,5032,0.0045709999999999995,36.00003,2579.9431161284447,0.013955000000000002,"[57574, 209968, 60389, 51126, 62075, 50395, 201836, 207713]"
Construction and Real Estate,45,5032,0.008945,35.179138,2579.9431161284447,0.013638,"[35346, 56722, 52042, 203299, 49779, 49825, 399558, 199925, 59538, 151338, 52112, 39900, 211358, 50007, 33932, 208699, 48043]"
Manufacturing,15,5032,0.002983,24.187774,2579.9431161284447,0.009377,"[207538, 44477, 205432, 5420, 51259, 200635, 59584, 212085, 203635, 23145]"
Education and Research,35,5032,0.0069570000000000005,8.019408,2579.9431161284447,0.0031119999999999997,"[209641, 56434, 209650, 61161, 4538, 46019, 270410, 210152, 60310, 141173, 205651, 206981, 210025, 60557, 139589, 140731, 209306]"
"Freight, Shipment, and Postal Services",6,5032,0.001192,2.0039520000000004,2579.9431161284447,0.000777,"[56849, 205232, 205157]"
"Retail Stores, Wholesale, and E-commerce Sites",16,5032,0.0031810000000000002,1.004119,2579.9431161284447,0.00039,"[51402, 205987, 204755, 204720, 201572, 211891, 58339, 210864, 207487]"
Other,13,5032,0.002583,1.000184,2579.9431161284447,0.000388,"[141444, 50069, 38008, 40138, 42198, 35487]"
Travel and Accommodation,1,5032,0.000199,1.0,2579.9431161284447,0.000388,[133375]
Community Groups and Nonprofits,7,5032,0.0013909999999999999,0.06694000000000001,2579.9431161284447,2.6000000000000002e-05,"[197634, 64475, 205212, 208753]"
Health Care Services,3,5032,0.000596,0.004395,2579.9431161284447,2e-06,[46997]
