sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
None,2726,37989,0.07175299999999998,14.062607,31.086095038412317,0.452375,"[29182, 204916, 202888, 197992, 62217, 61317, 41717, 62282, 140824, 149151, 205544, 55990, 58777, 210644, 56630, 51115, 51468, 397031, 44901, 216271, 216435, 48581, 61098, 197695, 197619, 197598, 149042, 140903, 208058, 140716, 140061, 138915, 198068, 210403, 200827, 138421, 209641, 137702, 61323, 60781, 134756, 137697, 38, 41405, 8888, 7679, 6724, 11917, 11426, 9806, 9605, 9354, 1921, 1741, 513, 2497, 3389, 29014, 29222, 29097, 29066, 27823, 32934, 33363, 38631, 38365, 35492, 33760, 12876, 21100, 17511]"
Internet Service Provider (ISP),4679,37989,0.12315699999999999,7.946939,31.086095038412317,0.25564,"[51659, 57043, 62240, 44812, 64267, 30721, 138652, 41378, 62874, 140810, 45609, 9009, 138997, 30633, 40509, 268972, 46841, 55081, 396356, 133480, 12167, 46562, 11990, 6939, 26527, 9498, 134094, 11878, 397373, 55410, 212238, 53356, 51873, 55430, 55644, 55818, 58542, 58541, 58487, 58453, 58057, 211786, 56655, 56046, 56041, 56040, 55836, 213220, 44974, 45727, 45474, 45899, 44066, 43766, 397423, 42846, 45758, 51430, 49981, 50113, 264642, 266768, 49544, 48261, 47447, 59437, 59605, 147049, 207996, 198066, 207375, 204957, 205766, 206774, 200738, 199244, 200222, 199752, 199274, 63835, 63410, 63023, 210107, 60893, 60294, 64080, 209453, 131445, 133798, 42487, 134238, 134771, 135981, 136188, 136959, 8943, 8781, 8697, 8657, 8560, 8422, 8342, 7922, 5432, 6805, 6762, 6718, 6697, 6315, 9002, 9121, 9299, 9312, 12360, 12306, 10474, 9929, 9924, 9829, 9824, 9808, 9534, 9500, 9381, 5606, 5410, 12859, 1299, 1955, 1930, 1680, 1653, 1547, 1257, 4837, 852, 835, 812, 701, 680, 577, 2519, 2860, 3214, 4835, 4812, 4811, 4808, 4788, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 3320, 3303, 3292, 12849, 12874, 41357, 30781, 30764, 29789, 29413, 29075, 28890, 24961, 28573, 28075, 27947, 25454, 30798, 30860, 41000, 40630, 174, 38266, 38255, 35826, 34665, 33387, 24547, 15133, 15943, 15802, 15600, 15169, 24444, 15108, 14522, 14080, 13999, 13285, 13030, 17185, 17378, 17501, 24400, 24309, 24203, 23724, 22822, 22697, 21859, 21575, 20853, 20473, 18001, 398565]"
"Investment, Portfolio Management, Pensions and Funds",7,37989,0.00018400000000000003,6.0,31.086095038412317,0.193013,"[209968, 51126, 134762]"
Phone Provider,11,37989,0.00029,2.0,31.086095038412317,0.064337,[395839]
Buildings (Residential or Commercial),1,37989,2.6e-05,1.0,31.086095038412317,0.032169,[52042]
Software Development,2883,37989,0.075891,0.07529899999999999,31.086095038412317,0.002422,"[36492, 54113, 45027, 58466, 59504, 47583, 209622, 205125, 63949, 39122, 25923, 25532, 36351, 34762, 17428]"
Hosting and Cloud Provider,2121,37989,0.055830000000000005,0.000776,31.086095038412317,2.5e-05,"[16509, 13213, 262287, 40676, 54455, 53667, 213192, 395747, 49542, 48635, 142055, 202505, 200487, 135967, 8283, 6233, 35470, 16276, 14340, 13335]"
Computer and Network Security,289,37989,0.007607,0.000277,31.086095038412317,9e-06,"[36183, 8100, 212772, 11019, 33438, 16625, 19551]"
Online Music and Video Streaming Services,23065,37989,0.6071489999999999,0.00010200000000000001,31.086095038412317,4e-06,"[60068, 20940, 396982, 43614, 25019, 21342]"
Other,2096,37989,0.055173,9.2e-05,31.086095038412317,3e-06,"[205212, 45090, 46997, 200351, 199925, 209114, 25148, 40994]"
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4,37989,0.000105,0.0,31.086095038412317,0.0,[208492]
"Government and Regulatory Agencies, Administrations, Departments, and Services",5,37989,0.000132,0.0,31.086095038412317,0.0,[134768]
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",5,37989,0.000131,0.0,31.086095038412317,0.0,"[210079, 16345]"
"Law, Business, and Consulting Services",45,37989,0.001184,0.0,31.086095038412317,0.0,"[205100, 210083, 1221, 15967]"
"Military, Defense, National Security, and International Affairs",35,37989,0.000921,0.0,31.086095038412317,0.0,"[397220, 397226, 397232, 62571, 19969]"
Online Informational Content,3,37989,7.9e-05,0.0,31.086095038412317,0.0,[149485]
"Colleges, Universities, and Professional Schools",5,37989,0.00013099999999999999,0.0,31.086095038412317,0.0,"[204679, 1659, 4538, 24357]"
"Recreation, Sports, and Performing Arts",6,37989,0.00015800000000000002,0.0,31.086095038412317,0.0,"[137753, 131486]"
"Law Enforcement, Public Safety, and Justice",3,37989,7.9e-05,0.0,31.086095038412317,0.0,[15130]
