country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio,as
US,3512,4465,0.7865660000000001,1099.9218890000002,1423.5518804192543,0.7726590000000001,"[397165, 396356, 396319, 30633, 20473, 1239, 7018, 61317, 209242, 22773, 54113, 396362, 15317, 53667, 6939, 16509, 36183, 174, 13335, 400519, 36791, 199465, 33480, 60310, 36492, 15133, 19551, 40509, 46997, 201217, 16724, 32931, 398668, 20253, 20446, 41378, 46562, 40676, 949, 50069, 14153, 205157, 62874, 33760, 40138, 37963, 216435, 394923, 399358, 207487, 6369, 23145, 25923, 30081, 55081, 203283, 400797, 16625]"
RU,115,4465,0.025758999999999994,95.328293,1423.5518804192543,0.06696199999999998,"[44812, 59504, 210695, 49542, 206873, 204490, 51659, 213220, 208626, 48108, 29182, 60389, 3175, 211027, 49392, 212521, 56534, 210852, 56434, 30721, 199669, 199186, 39900]"
TH,104,4465,0.023292,68.375,1423.5518804192543,0.048031,[204916]
TR,38,4465,0.008511000000000001,35.000046,1423.5518804192543,0.024585000000000003,"[210107, 25145, 196733, 43260, 201178, 47952]"
GB,90,4465,0.020158999999999996,33.013687,1423.5518804192543,0.023189,"[62240, 198231, 62217, 209641, 44477, 202888, 64080, 199614, 202235, 61112, 212168, 202990, 136620, 206981, 212238, 56758, 205544, 48254, 13213, 198412, 209181, 61323, 58339, 52041]"
PT,19,4465,0.004256,19.0,1423.5518804192543,0.013347,"[209968, 51126, 52042, 56849]"
DE,20,4465,0.0044800000000000005,17.003936000000003,1423.5518804192543,0.011942,"[49581, 198571, 47447, 200373, 28753, 200081, 196968, 41108, 205987, 210937, 200393]"
NL,30,4465,0.006719999999999999,10.040130999999999,1423.5518804192543,0.007052,"[60781, 212477, 49981, 33905, 50867, 208685, 197919, 51430]"
HK,36,4465,0.008063,7.015305000000001,1423.5518804192543,0.004928000000000001,"[51837, 141444, 151338, 211759, 151407, 199974, 60539, 38008, 202662, 58453]"
UA,18,4465,0.004032,7.001313000000001,1423.5518804192543,0.0049180000000000005,"[47596, 8772, 201572, 201836, 201626]"
IN,170,4465,0.038074000000000004,4.039612,1423.5518804192543,0.002838,"[207990, 45609, 216452]"
FR,4,4465,0.000896,4.0,1423.5518804192543,0.002809,"[50902, 60703, 209146]"
SA,3,4465,0.000672,3.0,1423.5518804192543,0.002107,[210499]
LV,3,4465,0.000672,3.0,1423.5518804192543,0.002107,"[58061, 43317]"
CA,15,4465,0.0033599999999999993,2.075042,1423.5518804192543,0.001457,"[53356, 396113, 399558, 202528, 202911, 205212, 203314, 398962, 54197, 63213, 139693]"
IT,4,4465,0.000896,2.0,1423.5518804192543,0.001405,"[42692, 6762]"
LT,2,4465,0.000448,2.0,1423.5518804192543,0.001404,"[51259, 150445]"
CN,9,4465,0.002016,1.0664980000000002,1423.5518804192543,0.000749,"[4538, 151814, 200021, 206843, 211051, 197433, 151464]"
TW,4,4465,0.000896,1.0039369999999999,1423.5518804192543,0.000705,"[133375, 141173, 131662]"
CY,22,4465,0.004927,1.00032,1423.5518804192543,0.000702,"[61178, 47583]"
CZ,2,4465,0.000448,1.000015,1423.5518804192543,0.000702,[50113]
SG,2,4465,0.000448,1.0,1423.5518804192543,0.000702,"[150347, 4657]"
PK,1,4465,0.000224,1.0,1423.5518804192543,0.000702,[147057]
PE,1,4465,0.000224,1.0,1423.5518804192543,0.000702,[266732]
AR,1,4465,0.000224,1.0,1423.5518804192543,0.000702,[271991]
EG,1,4465,0.000224,1.0,1423.5518804192543,0.000702,[36992]
KR,1,4465,0.000224,1.0,1423.5518804192543,0.000702,[135605]
JP,1,4465,0.000224,1.0,1423.5518804192543,0.000702,[131910]
ID,128,4465,0.028668,0.601807,1423.5518804192543,0.000423,"[210842, 4761]"
VG,11,4465,0.002464,0.042968,1423.5518804192543,3e-05,"[199925, 197730]"
BR,15,4465,0.0033599999999999997,0.010986,1423.5518804192543,8.000000000000001e-06,"[270410, 28573, 263110]"
VN,4,4465,0.000896,0.007843000000000001,1423.5518804192543,5e-06,"[38732, 140810]"
RO,35,4465,0.007839,0.002365,1423.5518804192543,2e-06,[9009]
PH,21,4465,0.004703,0.000549,1423.5518804192543,0.0,[200866]
AT,8,4465,0.001792,0.000122,1423.5518804192543,0.0,"[207021, 1921, 205989]"
NO,2,4465,0.000448,3.1e-05,1423.5518804192543,0.0,[56655]
BG,2,4465,0.000448,3.1e-05,1423.5518804192543,0.0,[59711]
ES,2,4465,0.000448,3.1e-05,1423.5518804192543,0.0,[197606]
SE,2,4465,0.000448,3e-05,1423.5518804192543,0.0,"[30811, 201633]"
PL,2,4465,0.000448,3e-05,1423.5518804192543,0.0,"[15967, 201029]"
PA,1,4465,0.000224,1.5e-05,1423.5518804192543,0.0,[141039]
IE,1,4465,0.000224,1.5e-05,1423.5518804192543,0.0,[47720]
AU,1,4465,0.000224,1.5e-05,1423.5518804192543,0.0,[133480]
VU,1,4465,0.000224,1.5e-05,1423.5518804192543,0.0,[43357]
MY,1,4465,0.000224,0.0,1423.5518804192543,0.0,[4788]
