org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
EpicUp Holdings Inc,62,4465,0.013886,992.0,1423.5518804192543,0.696849,[397165],['US'],['Service'],"['Law, Business, and Consulting Services']"
"RACKTECH CO., LTD.",104,4465,0.023292,68.375,1423.5518804192543,0.048031,[204916],['TH'],['None'],['None']
Latitude.sh,2,4465,0.000448,32.0,1423.5518804192543,0.022479,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,32,4465,0.007167,32.0,1423.5518804192543,0.022479,[210107],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,29,4465,0.006495,29.0,1423.5518804192543,0.020372,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kew Solutions Unipessoal Lda,19,4465,0.004256,19.0,1423.5518804192543,0.013347,"[209968, 51126, 52042, 56849]",['PT'],"['Finance and Insurance' 'Construction and Real Estate'
 'Freight, Shipment, and Postal Services']","['Investment, Portfolio Management, Pensions and Funds'
 'Buildings (Residential or Commercial)' 'Other']"
Oxylabs,1,4465,0.000224,16.0,1423.5518804192543,0.011239,[396319],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Leaseweb USA, Inc.",16,4465,0.003583,15.000015,1423.5518804192543,0.010537,"[30633, 396362]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"The Constant Company, LLC",18,4465,0.004031,13.000076,1423.5518804192543,0.009132,[20473],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Sprint,11,4465,0.002464,11.0,1423.5518804192543,0.007727,[1239],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
LLC Vpsville,12,4465,0.002688,9.1875,1423.5518804192543,0.006454,[59504],['RU'],['Computer and Information Technology'],['Software Development']
Clouvider Limited,30,4465,0.006719,9.000549,1423.5518804192543,0.006323,[62240],['GB'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
SIXNET OPERATION LTD,9,4465,0.002016,9.0,1423.5518804192543,0.006322,[198231],['GB'],['None'],['None']
Dmitrii Vladimirovich Malkov,9,4465,0.002016,9.0,1423.5518804192543,0.006322,"[210695, 210852]",['RU'],['None'],['None']
"AT&T Services, Inc.",8,4465,0.001792,8.0,1423.5518804192543,0.00562,[7018],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IT Express Ltd.,9,4465,0.002016,7.000031,1423.5518804192543,0.004917,[47596],['UA'],['Service'],"['Law, Business, and Consulting Services']"
Ferdinand Zink trading as Tube-Hosting,7,4465,0.001568,7.0,1423.5518804192543,0.004917,[49581],['DE'],['Computer and Information Technology'],['Software Development']
LLC Baxet,8,4465,0.001792,6.000031,1423.5518804192543,0.004215,"[51659, 49392]",['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
ArtPlanet LLC,6,4465,0.001344,6.0,1423.5518804192543,0.004215,[49542],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Netex Limited,6,4465,0.001344,6.0,1423.5518804192543,0.004215,[51837],['HK'],['Computer and Information Technology'],['Software Development']
LeaseWeb Netherlands B.V.,6,4465,0.001344,6.0,1423.5518804192543,0.004215,[60781],['NL'],['Computer and Information Technology'],['None']
Hivelocity Inc,14,4465,0.003135,5.012955,1423.5518804192543,0.003521,[61317],['US'],['Computer and Information Technology'],['None']
GalaxyStar LLC,5,4465,0.00112,5.0,1423.5518804192543,0.003512,[206873],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
3xK Tech GmbH,5,4465,0.00112,5.0,1423.5518804192543,0.003512,"[198571, 200373]",['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Vinters IT Ltd,7,4465,0.001568,4.000275,1423.5518804192543,0.00281,[62217],['GB'],['Computer and Information Technology'],['None']
HostRoyale Technologies Pvt Ltd,4,4465,0.000896,4.0,1423.5518804192543,0.00281,[207990],['IN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kontel LLC,4,4465,0.000896,4.0,1423.5518804192543,0.00281,[204490],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
"Cloudflare London, LLC",17,4465,0.003807,3.000214,1423.5518804192543,0.002108,[209242],['US'],['Service'],"['Law, Business, and Consulting Services']"
Delta Ltd,7,4465,0.001568,3.000061,1423.5518804192543,0.002107,[213220],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
STARK INDUSTRIES SOLUTIONS LTD,3,4465,0.000672,3.0,1423.5518804192543,0.002107,[44477],['GB'],['Manufacturing'],"['Metal, Glass, Wood, and Paper Manufacturing']"
JSC IOT,3,4465,0.000672,3.0,1423.5518804192543,0.002107,[29182],['RU'],['Computer and Information Technology'],['None']
Sole trader Malkov Dmitrii Vladimirovich,3,4465,0.000672,3.0,1423.5518804192543,0.002107,[48108],['RU'],['Computer and Information Technology'],['None']
I-SERVERS LTD,3,4465,0.000672,3.0,1423.5518804192543,0.002107,[209641],['GB'],['Education and Research'],['None']
Al Asmary Abdullah Ibrahim A,3,4465,0.000672,3.0,1423.5518804192543,0.002107,[210499],['SA'],['Computer and Information Technology'],['Software Development']
ServTech LTD,3,4465,0.000672,3.0,1423.5518804192543,0.002107,[208626],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
