category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Service,137,4465,0.030683999999999996,1004.0048529999999,1423.5518804192543,0.7052809999999999,"[397165, 47596, 209242, 61178, 200081, 400519, 131662, 15967, 205989, 201633, 201626]"
Computer and Information Technology,3918,4465,0.877502,289.17516800000004,1423.5518804192543,0.20312200000000002,"[396356, 210107, 44812, 396319, 30633, 20473, 1239, 59504, 62240, 7018, 49581, 49542, 51837, 60781, 61317, 206873, 62217, 198571, 204490, 51659, 207990, 213220, 208626, 48108, 29182, 3175, 210499, 212477, 49392, 212521, 56534, 50902, 22773, 58061, 54113, 53356, 50113, 49981, 266732, 64080, 60703, 209146, 47447, 135605, 396362, 25145, 200373, 28753, 396113, 30721, 199669, 15317, 202235, 36992, 196968, 196733, 150445, 150347, 41108, 43260, 43317, 53667, 6939, 45609, 16509, 36183, 174, 13335, 38732, 211759, 28573, 212168, 202990, 202528, 36791, 33480, 36492, 9009, 15133, 19551, 8772, 50867, 40509, 200866, 136620, 199974, 47583, 16724, 203314, 32931, 263110, 20253, 20446, 41378, 212238, 46562, 40676, 949, 60539, 207021, 56758, 208685, 14153, 205544, 1921, 56655, 48254, 201178, 62874, 59711, 140810, 13213, 37963, 198412, 209181, 394923, 210937, 61323, 6369, 25923, 30081, 30811, 43357, 47720, 47952, 51430, 52041, 55081, 201029, 63213, 400797, 200393, 197433, 141039, 139693, 133480, 16625, 6762, 4788, 4761, 4657, 58453]"
None,287,4465,0.06428,95.07502600000002,1423.5518804192543,0.06678500000000001,"[204916, 198231, 210695, 202888, 42692, 210852, 131910, 199614, 147057, 271991, 210842, 151814, 199186, 197730, 200021, 151407, 202911, 201217, 197919, 197606, 33760, 216435, 216452, 399358, 211051, 54197, 203283, 202662, 151464]"
Finance and Insurance,19,4465,0.004256,18.000015,1423.5518804192543,0.012643999999999999,"[209968, 60389, 51126, 201836]"
Education and Research,21,4465,0.004704000000000001,5.014892,1423.5518804192543,0.0035219999999999995,"[209641, 56434, 4538, 270410, 60310, 141173, 206981]"
Manufacturing,5,4465,0.00112,4.000015,1423.5518804192543,0.002809,"[44477, 51259, 23145]"
"Media, Publishing, and Broadcasting",20,4465,0.00448,2.172165,1423.5518804192543,0.0015259999999999998,"[211027, 33905, 61112, 199465, 398668, 206843]"
Construction and Real Estate,29,4465,0.006495,2.1045530000000006,1423.5518804192543,0.001479,"[52042, 399558, 199925, 151338, 39900]"
"Freight, Shipment, and Postal Services",5,4465,0.00112,2.000046,1423.5518804192543,0.001405,"[56849, 205157]"
Other,11,4465,0.002464,1.0001539999999998,1423.5518804192543,0.000702,"[141444, 50069, 40138, 38008]"
Travel and Accommodation,1,4465,0.000224,1.0,1423.5518804192543,0.000702,[133375]
"Retail Stores, Wholesale, and E-commerce Sites",5,4465,0.00112,0.003967000000000001,1423.5518804192543,3e-06,"[205987, 201572, 207487, 58339]"
Community Groups and Nonprofits,4,4465,0.000896,0.000519,1423.5518804192543,0.0,"[205212, 398962]"
Health Care Services,3,4465,0.000672,0.000504,1423.5518804192543,0.0,[46997]
