category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Service,133,4393,0.030277,1004.004791,1393.55171251297,0.7204649999999999,"[397165, 47596, 209242, 61178, 200081, 400519, 15967, 205989, 201633]"
Computer and Information Technology,3857,4393,0.878008,265.22978,1393.55171251297,0.19033400000000003,"[396356, 44812, 210107, 396319, 30633, 20473, 59504, 62240, 49581, 200373, 49542, 51837, 61317, 60781, 62217, 51659, 204490, 207990, 7018, 213220, 208626, 206873, 48108, 29182, 212477, 3175, 210499, 49392, 56534, 212521, 50902, 198571, 1239, 22773, 58061, 54113, 50113, 135605, 49981, 396113, 25369, 396362, 150347, 60703, 47447, 199669, 43260, 25145, 209146, 30721, 202235, 36992, 15317, 41108, 43317, 196968, 266732, 150445, 28753, 196733, 53667, 8772, 6939, 45609, 16509, 36183, 174, 13335, 53356, 202990, 36791, 33480, 202528, 28573, 58057, 36492, 9009, 15133, 19551, 50867, 40509, 200866, 136620, 199974, 47583, 16724, 32931, 203314, 263110, 20446, 20253, 41378, 212238, 46562, 40676, 60539, 949, 1921, 56758, 207021, 208685, 14153, 205544, 13213, 62874, 140810, 48254, 198412, 201178, 37963, 59711, 25923, 211759, 6369, 210937, 394923, 400797, 209181, 43357, 55081, 61323, 63213, 52041, 51430, 133480, 139693, 30081, 47720, 141039, 200393, 30811, 201029, 6762, 4788, 4761, 4657, 16625, 58453]"
None,283,4393,0.06442400000000002,91.02032300000002,1393.55171251297,0.06531700000000001,"[204916, 198231, 210695, 42692, 210852, 131910, 147057, 271991, 199614, 210842, 151814, 199186, 197730, 200021, 202911, 216157, 151407, 201217, 33760, 197606, 197919, 399358, 216435, 216452, 211051, 54197, 203283, 202888, 202662]"
Finance and Insurance,19,4393,0.004325,18.000015,1393.55171251297,0.012917000000000001,"[209968, 60389, 51126, 201836]"
Education and Research,22,4393,0.0050100000000000006,5.014907,1393.55171251297,0.0036,"[209641, 4538, 56434, 270410, 141173, 60310, 206981, 140731]"
Manufacturing,5,4393,0.001139,3.0000299999999998,1393.55171251297,0.002153,"[44477, 51259, 23145, 203635]"
Construction and Real Estate,29,4393,0.006602,2.1045530000000006,1393.55171251297,0.00151,"[52042, 399558, 199925, 151338, 39900]"
"Freight, Shipment, and Postal Services",5,4393,0.0011380000000000001,2.000046,1393.55171251297,0.001435,"[56849, 205157]"
"Media, Publishing, and Broadcasting",19,4393,0.004325,1.1721649999999997,1393.55171251297,0.000841,"[211027, 33905, 61112, 199465, 398668, 206843]"
Other,11,4393,0.002504,1.0001539999999998,1393.55171251297,0.000718,"[141444, 50069, 40138, 38008]"
Travel and Accommodation,1,4393,0.000228,1.0,1393.55171251297,0.000718,[133375]
"Retail Stores, Wholesale, and E-commerce Sites",5,4393,0.001139,0.003967000000000001,1393.55171251297,3e-06,"[205987, 201572, 58339, 207487]"
Community Groups and Nonprofits,2,4393,0.000455,0.000488,1393.55171251297,0.0,[205212]
Health Care Services,2,4393,0.000455,0.000488,1393.55171251297,0.0,[46997]
