category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
Computer and Information Technology,14735,26614,0.553683,43.32352,87.32851337779826,0.49609499999999995,"[395839, 29182, 213220, 44812, 57043, 29014, 48261, 53667, 60781, 64267, 135981, 30721, 36492, 140810, 41405, 138652, 41378, 62874, 13213, 9009, 13335, 45609, 56630, 61317, 62217, 396356, 262287, 6939, 138997, 46841, 46562, 16509, 30633, 268972, 30860, 54113, 12876, 835, 212238, 45027, 56655, 40509, 33387, 51430, 200827, 51115, 6315, 55081, 577, 5410, 133480, 8100, 397373, 12167, 40676, 62282, 11990, 21859, 11878, 9498, 26527, 134094, 60294, 58453, 59437, 59605, 58466, 58542, 59504, 58487, 45090, 58541, 58057, 58777, 47583, 45474, 45899, 48635, 49542, 49544, 49981, 50113, 51468, 51873, 53356, 45758, 56046, 54455, 55410, 47447, 45727, 55818, 55836, 55990, 56040, 56041, 55644, 60893, 200222, 200738, 202505, 204490, 205125, 205544, 205766, 207375, 207996, 209453, 199274, 209622, 211786, 213192, 262459, 264642, 266768, 395747, 397423, 199752, 199244, 61098, 135967, 61323, 63410, 63835, 63949, 131445, 133798, 134238, 134756, 44974, 136188, 198068, 136959, 137697, 137702, 138421, 138915, 140061, 140716, 140903, 147049, 197695, 134771, 38365, 44901, 8342, 9002, 8943, 8888, 8781, 8697, 8560, 8422, 7922, 13030, 6805, 6762, 6724, 6718, 6697, 6233, 9121, 9312, 9381, 12849, 12360, 12306, 11019, 10474, 9924, 9829, 9824, 9808, 9806, 9534, 9500, 5606, 5432, 4837, 2860, 1955, 1930, 1680, 1653, 1547, 1299, 1257, 906, 852, 812, 701, 680, 513, 2527, 3214, 4835, 3292, 4812, 4811, 4808, 4788, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 3320, 3303, 12859, 13285, 44066, 29075, 30798, 30781, 29789, 29413, 29222, 29097, 29066, 13999, 28890, 28573, 28075, 27947, 27823, 25923, 25532, 33438, 34665, 34762, 43766, 42846, 42487, 40630, 39122, 174, 38266, 38255, 36351, 35826, 35470, 25148, 24961, 17428, 17185, 16625, 16276, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14340, 14080, 17378, 17501, 24547, 24444, 24400, 24309, 24203, 23724, 22822, 22697, 21575, 21100, 20853, 20473, 19551, 18001, 398565]"
Education and Research,65,26614,0.0024429999999999994,30.000008,87.32851337779826,0.34353,"[209641, 1659, 200351, 204679, 4538, 24357]"
None,75,26614,0.002819,12.000058000000001,87.32851337779826,0.13741199999999998,"[197992, 204916, 210644, 197619, 216435, 202888, 41717, 149151, 140824, 200241, 149042, 197598, 197730, 7679, 9354, 9605, 2497, 33760, 38631, 17511]"
Construction and Real Estate,8,26614,0.000301,2.0,87.32851337779826,0.022902,"[199925, 210079, 211309, 16345]"
"Media, Publishing, and Broadcasting",9643,26614,0.362328,0.0042190000000000005,87.32851337779826,4.8e-05,"[396982, 60068, 149485, 20940, 11426, 33363, 43614, 25019, 21342]"
Other,28,26614,0.001052,0.000427,87.32851337779826,5e-06,[397031]
Community Groups and Nonprofits,14,26614,0.000526,0.000122,87.32851337779826,1e-06,"[205212, 208492, 35492]"
Health Care Services,10,26614,0.000376,0.000122,87.32851337779826,1e-06,"[46997, 38]"
Government and Public Administration,45,26614,0.001691,1.5e-05,87.32851337779826,0.0,"[19969, 397224, 397226, 397232, 62571, 134768, 15130]"
Service,45,26614,0.001693,1.5e-05,87.32851337779826,0.0,"[205100, 210083, 131662, 1221, 40994, 15967]"
"Retail Stores, Wholesale, and E-commerce Sites",1884,26614,0.07079099999999999,1e-06,87.32851337779826,0.0,"[32934, 48581, 209114, 11917]"
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",42,26614,0.001578,0.0,87.32851337779826,0.0,[208058]
Finance and Insurance,1,26614,3.8e-05,0.0,87.32851337779826,0.0,[134762]
"Freight, Shipment, and Postal Services",13,26614,0.000488,0.0,87.32851337779826,0.0,[3389]
"Museums, Libraries, and Entertainment",6,26614,0.000226,0.0,87.32851337779826,0.0,"[131486, 137753]"
