org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
EpicUp Holdings Inc,62,4414,0.014046,992.0,1391.5637212395668,0.712867,[397165],['US'],['Service'],"['Law, Business, and Consulting Services']"
"RACKTECH CO., LTD.",101,4414,0.022882,66.3125,1391.5637212395668,0.047653,[204916],['TH'],['None'],['None']
Latitude.sh,2,4414,0.000453,32.0,1391.5637212395668,0.022996,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,30,4414,0.006797,30.0,1391.5637212395668,0.021558,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,24,4414,0.005437,24.0,1391.5637212395668,0.017247,[210107],['TR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kew Solutions Unipessoal Lda,18,4414,0.004078,18.0,1391.5637212395668,0.012935000000000002,"[209968, 56849, 51126, 52042]",['PT'],"['Finance and Insurance' 'Freight, Shipment, and Postal Services'
 'Construction and Real Estate']","['Investment, Portfolio Management, Pensions and Funds' 'Other'
 'Buildings (Residential or Commercial)']"
Oxylabs,1,4414,0.000227,16.0,1391.5637212395668,0.011498,[396319],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Leaseweb USA, Inc.",15,4414,0.003399,14.000015,1391.5637212395668,0.010061,"[30633, 396362]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"The Constant Company, LLC",15,4414,0.003398,12.000046,1391.5637212395668,0.008623,[20473],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
3xK Tech GmbH,10,4414,0.002266,10.0,1391.5637212395668,0.007186,"[200373, 198571]",['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
LLC Vpsville,12,4414,0.002719,9.1875,1391.5637212395668,0.006602,[59504],['RU'],['Computer and Information Technology'],['Software Development']
Clouvider Limited,32,4414,0.00725,9.00058,1391.5637212395668,0.006468,[62240],['GB'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Dmitrii Vladimirovich Malkov,9,4414,0.002039,9.0,1391.5637212395668,0.006467,"[210695, 210852]",['RU'],['None'],['None']
SIXNET OPERATION LTD,9,4414,0.002039,8.003906,1391.5637212395668,0.005752,[198231],['GB'],['None'],['None']
Ferdinand Zink trading as Tube-Hosting,9,4414,0.002039,7.007812,1391.5637212395668,0.005036,[49581],['DE'],['Computer and Information Technology'],['Software Development']
IT Express Ltd.,9,4414,0.002039,7.000031,1391.5637212395668,0.00503,[47596],['UA'],['Service'],"['Law, Business, and Consulting Services']"
LLC Baxet,8,4414,0.001812,6.000031,1391.5637212395668,0.004311,"[51659, 49392]",['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Netex Limited,6,4414,0.001359,6.0,1391.5637212395668,0.004312,[51837],['HK'],['Computer and Information Technology'],['Software Development']
ArtPlanet LLC,6,4414,0.001359,6.0,1391.5637212395668,0.004312,[49542],['RU'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Hivelocity Inc,13,4414,0.002945,5.012939,1391.5637212395668,0.003602,[61317],['US'],['Computer and Information Technology'],['None']
