sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
None,2317,26614,0.08706799999999999,54.08636500000001,87.32851337779826,0.619343,"[209641, 29182, 197992, 29014, 204916, 210644, 197619, 60781, 41405, 397031, 56630, 61317, 62217, 216435, 12876, 202888, 200827, 51115, 41717, 62282, 149151, 140824, 32934, 58777, 48581, 51468, 55990, 38, 200241, 205544, 208058, 61098, 61323, 134756, 198068, 137697, 137702, 138421, 138915, 140061, 140716, 140903, 149042, 197598, 197695, 197730, 38365, 44901, 8888, 7679, 6724, 9354, 11917, 11426, 9806, 9605, 2497, 513, 3389, 33363, 29222, 29097, 29066, 27823, 33760, 38631, 35492, 17511, 21100]"
Internet Service Provider (ISP),4602,26614,0.17293399999999998,20.436368,87.32851337779826,0.234014,"[213220, 44812, 57043, 48261, 64267, 135981, 30721, 140810, 138652, 41378, 62874, 9009, 45609, 396356, 6939, 138997, 46841, 46562, 30633, 268972, 30860, 835, 212238, 56655, 40509, 33387, 51430, 6315, 55081, 577, 5410, 133480, 397373, 12167, 11990, 21859, 11878, 9498, 26527, 134094, 60294, 58453, 59437, 59605, 58542, 58487, 58541, 58057, 45474, 45899, 49544, 49981, 50113, 51873, 53356, 45758, 56046, 55410, 47447, 45727, 55818, 55836, 56040, 56041, 55644, 60893, 200222, 200738, 205766, 207375, 207996, 209453, 199274, 211786, 262459, 264642, 266768, 397423, 199752, 199244, 63410, 63835, 131445, 133798, 134238, 44974, 136188, 136959, 147049, 134771, 8342, 9002, 8943, 8781, 8697, 8560, 8422, 7922, 13030, 6805, 6762, 6718, 6697, 9121, 9312, 9381, 12849, 12360, 12306, 10474, 9924, 9829, 9824, 9808, 9534, 9500, 5606, 5432, 4837, 2860, 1955, 1930, 1680, 1653, 1547, 1299, 1257, 906, 852, 812, 701, 680, 2527, 3214, 4835, 3292, 4812, 4811, 4808, 4788, 4657, 4651, 4637, 4230, 4134, 3741, 3462, 3320, 3303, 12859, 13285, 44066, 29075, 30798, 30781, 29789, 29413, 13999, 28890, 28573, 28075, 27947, 34665, 43766, 42846, 42487, 40630, 174, 38266, 38255, 35826, 24961, 17185, 15943, 15802, 15600, 15169, 15133, 15108, 14522, 14080, 17378, 17501, 24547, 24444, 24400, 24309, 24203, 23724, 22822, 22697, 21575, 20853, 20473, 18001, 398565]"
Phone Provider,168,26614,0.006312,9.672119,87.32851337779826,0.110756,[395839]
Other,27,26614,0.001016,2.0002440000000004,87.32851337779826,0.022904,"[199925, 46997, 205212, 45090, 209114, 200351, 40994, 25148]"
Hosting and Cloud Provider,6663,26614,0.25035799999999997,1.000307,87.32851337779826,0.011453999999999999,"[53667, 13213, 13335, 262287, 16509, 40676, 48635, 49542, 54455, 202505, 204490, 213192, 395747, 135967, 6233, 35470, 16276, 14340]"
Software Development,2788,26614,0.10475799999999999,0.12884199999999998,87.32851337779826,0.001475,"[36492, 54113, 45027, 58466, 59504, 47583, 205125, 209622, 63949, 25923, 25532, 34762, 39122, 36351, 17428]"
Online Music and Video Streaming Services,9624,26614,0.361614,0.0041210000000000005,87.32851337779826,4.7e-05,"[396982, 60068, 20940, 43614, 25019, 21342]"
Online Informational Content,15,26614,0.000564,9.8e-05,87.32851337779826,1e-06,[149485]
"Law, Business, and Consulting Services",43,26614,0.0016170000000000002,1.5e-05,87.32851337779826,0.0,"[205100, 210083, 1221, 15967]"
"Military, Defense, National Security, and International Affairs",37,26614,0.00139,1.5e-05,87.32851337779826,0.0,"[19969, 397224, 397226, 397232, 62571]"
"Colleges, Universities, and Professional Schools",14,26614,0.000527,8e-06,87.32851337779826,0.0,"[1659, 204679, 4538, 24357]"
Computer and Network Security,290,26614,0.010896,5e-06,87.32851337779826,0.0,"[8100, 11019, 33438, 16625, 19551]"
"Recreation, Sports, and Performing Arts",6,26614,0.000226,0.0,87.32851337779826,0.0,"[131486, 137753]"
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",1,26614,3.8e-05,0.0,87.32851337779826,0.0,[131662]
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6,26614,0.000226,0.0,87.32851337779826,0.0,"[210079, 211309, 16345]"
"Investment, Portfolio Management, Pensions and Funds",1,26614,3.8e-05,0.0,87.32851337779826,0.0,[134762]
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4,26614,0.00015,0.0,87.32851337779826,0.0,[208492]
"Government and Regulatory Agencies, Administrations, Departments, and Services",5,26614,0.000188,0.0,87.32851337779826,0.0,[134768]
"Law Enforcement, Public Safety, and Justice",3,26614,0.000113,0.0,87.32851337779826,0.0,[15130]
