category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",43.0,31212.0,0.001377675253107779,16.0,3672.362919883789,0.00435686786656323
Community Groups and Nonprofits,24.0,31212.0,0.0007689350249903883,16.067551,3672.362919883789,0.004375262290391619
Computer and Information Technology,18835.0,31212.0,0.6034537998205818,2022.76644,3672.362919883789,0.5508078814999063
Construction and Real Estate,62.0,31212.0,0.00198641548122517,38.19139,3672.362919883789,0.01039967749189902
Education and Research,106.0,31212.0,0.0033961296937075483,55.019477,3672.362919883789,0.014982036961025923
Finance and Insurance,23.0,31212.0,0.0007368960656157887,36.000015,3672.362919883789,0.009802956784330893
"Freight, Shipment, and Postal Services",22.0,31212.0,0.0007048571062411893,18.003982,3672.362919883789,0.0049025606653739255
Government and Public Administration,46.0,31212.0,0.0014737921312315775,16.000015,3672.362919883789,0.004356871951126856
Health Care Services,13.0,31212.0,0.00041650647186979365,0.00061,3672.362919883789,1.6610558741272316e-07
Manufacturing,24.0,31212.0,0.0007689350249903883,25.250365,3672.362919883789,0.006875781492968304
"Media, Publishing, and Broadcasting",9443.0,31212.0,0.3025438933743432,50.62206,3672.362919883789,0.01378460165957724
"Museums, Libraries, and Entertainment",7.0,31212.0,0.0002242727156221966,16.0,3672.362919883789,0.00435686786656323
None,397.0,31212.0,0.012719466871716007,173.36460199999996,3672.362919883789,0.047207916478332716
Other,46.0,31212.0,0.0014737921312315775,1.0045799999999998,3672.362919883789,0.0002735513950870056
"Retail Stores, Wholesale, and E-commerce Sites",1899.0,31212.0,0.06084198385236447,32.004075,3672.362919883789,0.008714845372911227
Service,220.0,31212.0,0.0070485710624118925,1154.0677170000006,3672.362919883789,0.31425753450220567
Travel and Accommodation,2.0,5107.0,0.00039161934599569217,1.000015,3590.034241259098,0.00027855305347986725
